id1,id2,correlation,Metadata_compound_ID1,Metadata_line_condition1,Metadata_plating_density1,Metadata_compound_ID2,Metadata_line_condition2,Metadata_plating_density2,Count_Cells1,Count_Cells2,cell_count_abs_diff,cell_count_sum
22,2,0.18010316631840048,BRD-K36207157-001-09-6,deletion,5000,BRD-K15108141-003-04-7,control,5000,791,252,539,1043
10,7,0.16862465542288388,BRD-K21680192-300-14-4,control,5000,BRD-K15108141-003-04-7,deletion,7500,261,904,643,1165
27,14,0.16610179882792733,BRD-K79131256-001-17-9,control,7500,BRD-K21680192-300-14-4,deletion,5000,275.5,476,200.5,751.5
22,20,0.16340564923114784,BRD-K36207157-001-09-6,deletion,5000,BRD-K36207157-001-09-6,control,10000,791,506.5,284.5,1297.5
28,22,0.15943236520798498,BRD-K79131256-001-17-9,control,10000,BRD-K36207157-001-09-6,deletion,5000,466.5,791,324.5,1257.5
5,2,0.15932386115802974,BRD-K15108141-003-04-7,deletion,2500,BRD-K15108141-003-04-7,control,5000,423,252,171,675
17,9,0.1568213749587916,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,control,2500,138,184.5,46.5,322.5
17,5,0.15405301345857306,BRD-K36207157-001-09-6,control,2500,BRD-K15108141-003-04-7,deletion,2500,138,423,285,561
18,5,0.15325464319789317,BRD-K36207157-001-09-6,control,5000,BRD-K15108141-003-04-7,deletion,2500,222.5,423,200.5,645.5
11,7,0.15208564079606207,BRD-K21680192-300-14-4,control,7500,BRD-K15108141-003-04-7,deletion,7500,297,904,607,1201
17,4,0.15173163752432864,BRD-K36207157-001-09-6,control,2500,BRD-K15108141-003-04-7,control,10000,138,581,443,719
21,19,0.15061145246227742,BRD-K36207157-001-09-6,deletion,2500,BRD-K36207157-001-09-6,control,7500,351.5,337,14.5,688.5
27,16,0.14766471831684194,BRD-K79131256-001-17-9,control,7500,BRD-K21680192-300-14-4,deletion,10000,275.5,251,24.5,526.5
27,13,0.14600909648391347,BRD-K79131256-001-17-9,control,7500,BRD-K21680192-300-14-4,deletion,2500,275.5,354,78.5,629.5
6,5,0.14295715407748258,BRD-K15108141-003-04-7,deletion,5000,BRD-K15108141-003-04-7,deletion,2500,780,423,357,1203
17,13,0.1395454293600757,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,deletion,2500,138,354,216,492
17,16,0.13715957652373123,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,deletion,10000,138,251,113,389
26,20,0.13287802377251035,BRD-K79131256-001-17-9,control,5000,BRD-K36207157-001-09-6,control,10000,274.5,506.5,232,781
28,2,0.12604726482608794,BRD-K79131256-001-17-9,control,10000,BRD-K15108141-003-04-7,control,5000,466.5,252,214.5,718.5
27,15,0.12311502221658197,BRD-K79131256-001-17-9,control,7500,BRD-K21680192-300-14-4,deletion,7500,275.5,489,213.5,764.5
20,2,0.12131344286499018,BRD-K36207157-001-09-6,control,10000,BRD-K15108141-003-04-7,control,5000,506.5,252,254.5,758.5
29,28,0.11832700063747692,BRD-K79131256-001-17-9,deletion,2500,BRD-K79131256-001-17-9,control,10000,398.5,466.5,68,865
24,20,0.1181838155410304,BRD-K36207157-001-09-6,deletion,10000,BRD-K36207157-001-09-6,control,10000,951.5,506.5,445,1458
30,18,0.11238284832634021,BRD-K79131256-001-17-9,deletion,5000,BRD-K36207157-001-09-6,control,5000,769,222.5,546.5,991.5
22,16,0.1086351026524071,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,deletion,10000,791,251,540,1042
7,3,0.10822051967764043,BRD-K15108141-003-04-7,deletion,7500,BRD-K15108141-003-04-7,control,7500,904,354.5,549.5,1258.5
4,2,0.10710494795832934,BRD-K15108141-003-04-7,control,10000,BRD-K15108141-003-04-7,control,5000,581,252,329,833
25,20,0.10132485803177871,BRD-K79131256-001-17-9,control,2500,BRD-K36207157-001-09-6,control,10000,163,506.5,343.5,669.5
25,9,0.09524677730457592,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,control,2500,163,184.5,21.5,347.5
24,21,0.09414144685208668,BRD-K36207157-001-09-6,deletion,10000,BRD-K36207157-001-09-6,deletion,2500,951.5,351.5,600,1303
17,15,0.09309195003887037,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,deletion,7500,138,489,351,627
31,4,0.09084882083870735,BRD-K79131256-001-17-9,deletion,7500,BRD-K15108141-003-04-7,control,10000,1032,581,451,1613
24,19,0.08927627190332925,BRD-K36207157-001-09-6,deletion,10000,BRD-K36207157-001-09-6,control,7500,951.5,337,614.5,1288.5
8,4,0.08751938264428727,BRD-K15108141-003-04-7,deletion,10000,BRD-K15108141-003-04-7,control,10000,1054,581,473,1635
17,14,0.08750441955450085,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,deletion,5000,138,476,338,614
16,6,0.0868877467067843,BRD-K21680192-300-14-4,deletion,10000,BRD-K15108141-003-04-7,deletion,5000,251,780,529,1031
20,12,0.08583813286105053,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,control,10000,506.5,740,233.5,1246.5
22,13,0.08292422578913894,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,deletion,2500,791,354,437,1145
17,11,0.07929825417191398,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,control,7500,138,297,159,435
29,2,0.07716093780487471,BRD-K79131256-001-17-9,deletion,2500,BRD-K15108141-003-04-7,control,5000,398.5,252,146.5,650.5
25,11,0.07618581382375612,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,control,7500,163,297,134,460
20,11,0.07490203744052962,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,control,7500,506.5,297,209.5,803.5
29,1,0.07363890166939221,BRD-K79131256-001-17-9,deletion,2500,BRD-K15108141-003-04-7,control,2500,398.5,158.5,240,557
32,4,0.07291583075930246,BRD-K79131256-001-17-9,deletion,10000,BRD-K15108141-003-04-7,control,10000,888,581,307,1469
25,3,0.07232843670617202,BRD-K79131256-001-17-9,control,2500,BRD-K15108141-003-04-7,control,7500,163,354.5,191.5,517.5
28,25,0.07183148055859771,BRD-K79131256-001-17-9,control,10000,BRD-K79131256-001-17-9,control,2500,466.5,163,303.5,629.5
6,3,0.07064635229592196,BRD-K15108141-003-04-7,deletion,5000,BRD-K15108141-003-04-7,control,7500,780,354.5,425.5,1134.5
23,19,0.0682296945356484,BRD-K36207157-001-09-6,deletion,7500,BRD-K36207157-001-09-6,control,7500,767,337,430,1104
9,1,0.06597199520203838,BRD-K21680192-300-14-4,control,2500,BRD-K15108141-003-04-7,control,2500,184.5,158.5,26,343
28,1,0.06596062040593273,BRD-K79131256-001-17-9,control,10000,BRD-K15108141-003-04-7,control,2500,466.5,158.5,308,625
17,10,0.06576314798251555,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,control,5000,138,261,123,399
17,12,0.06544063572802723,BRD-K36207157-001-09-6,control,2500,BRD-K21680192-300-14-4,control,10000,138,740,602,878
21,4,0.06403673159067212,BRD-K36207157-001-09-6,deletion,2500,BRD-K15108141-003-04-7,control,10000,351.5,581,229.5,932.5
25,10,0.061496589470784166,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,control,5000,163,261,98,424
13,6,0.06065935258168566,BRD-K21680192-300-14-4,deletion,2500,BRD-K15108141-003-04-7,deletion,5000,354,780,426,1134
20,9,0.06052962134879476,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,control,2500,506.5,184.5,322,691
23,20,0.05934154969636653,BRD-K36207157-001-09-6,deletion,7500,BRD-K36207157-001-09-6,control,10000,767,506.5,260.5,1273.5
11,1,0.05751243754199668,BRD-K21680192-300-14-4,control,7500,BRD-K15108141-003-04-7,control,2500,297,158.5,138.5,455.5
7,2,0.0573023968107659,BRD-K15108141-003-04-7,deletion,7500,BRD-K15108141-003-04-7,control,5000,904,252,652,1156
30,21,0.05694514436294913,BRD-K79131256-001-17-9,deletion,5000,BRD-K36207157-001-09-6,deletion,2500,769,351.5,417.5,1120.5
6,2,0.05369099730184143,BRD-K15108141-003-04-7,deletion,5000,BRD-K15108141-003-04-7,control,5000,780,252,528,1032
25,15,0.05201646783651987,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,deletion,7500,163,489,326,652
20,10,0.047483542498118696,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,control,5000,506.5,261,245.5,767.5
22,5,0.04735910734980617,BRD-K36207157-001-09-6,deletion,5000,BRD-K15108141-003-04-7,deletion,2500,791,423,368,1214
25,13,0.047338156941688254,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,deletion,2500,163,354,191,517
24,3,0.04493324416417523,BRD-K36207157-001-09-6,deletion,10000,BRD-K15108141-003-04-7,control,7500,951.5,354.5,597,1306
29,22,0.03810018044335479,BRD-K79131256-001-17-9,deletion,2500,BRD-K36207157-001-09-6,deletion,5000,398.5,791,392.5,1189.5
32,12,0.037893460768443216,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,control,10000,888,740,148,1628
12,4,0.03757480059627382,BRD-K21680192-300-14-4,control,10000,BRD-K15108141-003-04-7,control,10000,740,581,159,1321
29,18,0.03737949299492801,BRD-K79131256-001-17-9,deletion,2500,BRD-K36207157-001-09-6,control,5000,398.5,222.5,176,621
27,21,0.034368497110728924,BRD-K79131256-001-17-9,control,7500,BRD-K36207157-001-09-6,deletion,2500,275.5,351.5,76,627
22,14,0.03327624656015477,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,deletion,5000,791,476,315,1267
4,1,0.03240993367376995,BRD-K15108141-003-04-7,control,10000,BRD-K15108141-003-04-7,control,2500,581,158.5,422.5,739.5
15,6,0.03192898013717438,BRD-K21680192-300-14-4,deletion,7500,BRD-K15108141-003-04-7,deletion,5000,489,780,291,1269
12,8,0.027669375530285333,BRD-K21680192-300-14-4,control,10000,BRD-K15108141-003-04-7,deletion,10000,740,1054,314,1794
22,17,0.023068854281808698,BRD-K36207157-001-09-6,deletion,5000,BRD-K36207157-001-09-6,control,2500,791,138,653,929
30,5,0.020820526720947,BRD-K79131256-001-17-9,deletion,5000,BRD-K15108141-003-04-7,deletion,2500,769,423,346,1192
23,3,0.020370365020033074,BRD-K36207157-001-09-6,deletion,7500,BRD-K15108141-003-04-7,control,7500,767,354.5,412.5,1121.5
28,24,0.0199596596266497,BRD-K79131256-001-17-9,control,10000,BRD-K36207157-001-09-6,deletion,10000,466.5,951.5,485,1418
10,4,0.019827062752387683,BRD-K21680192-300-14-4,control,5000,BRD-K15108141-003-04-7,control,10000,261,581,320,842
30,28,0.01931497604726878,BRD-K79131256-001-17-9,deletion,5000,BRD-K79131256-001-17-9,control,10000,769,466.5,302.5,1235.5
22,15,0.01811944660220619,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,deletion,7500,791,489,302,1280
14,8,0.017491055394570812,BRD-K21680192-300-14-4,deletion,5000,BRD-K15108141-003-04-7,deletion,10000,476,1054,578,1530
15,1,0.015941678123949247,BRD-K21680192-300-14-4,deletion,7500,BRD-K15108141-003-04-7,control,2500,489,158.5,330.5,647.5
22,9,0.015598202301828129,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,control,2500,791,184.5,606.5,975.5
32,14,0.014219672408074698,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,deletion,5000,888,476,412,1364
25,16,0.014091056821852724,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,deletion,10000,163,251,88,414
14,6,0.013397034653622289,BRD-K21680192-300-14-4,deletion,5000,BRD-K15108141-003-04-7,deletion,5000,476,780,304,1256
31,28,0.012716842774644797,BRD-K79131256-001-17-9,deletion,7500,BRD-K79131256-001-17-9,control,10000,1032,466.5,565.5,1498.5
32,11,0.011625241049158545,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,control,7500,888,297,591,1185
25,14,0.010489618477010815,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,deletion,5000,163,476,313,639
11,4,0.010281724374609542,BRD-K21680192-300-14-4,control,7500,BRD-K15108141-003-04-7,control,10000,297,581,284,878
7,4,0.00968089790078602,BRD-K15108141-003-04-7,deletion,7500,BRD-K15108141-003-04-7,control,10000,904,581,323,1485
10,1,0.008682452046614076,BRD-K21680192-300-14-4,control,5000,BRD-K15108141-003-04-7,control,2500,261,158.5,102.5,419.5
9,4,0.008275058903686142,BRD-K21680192-300-14-4,control,2500,BRD-K15108141-003-04-7,control,10000,184.5,581,396.5,765.5
28,23,0.0030620035025829117,BRD-K79131256-001-17-9,control,10000,BRD-K36207157-001-09-6,deletion,7500,466.5,767,300.5,1233.5
25,12,0.0030038541405931203,BRD-K79131256-001-17-9,control,2500,BRD-K21680192-300-14-4,control,10000,163,740,577,903
32,15,2.2369781153831712e-4,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,deletion,7500,888,489,399,1377
26,4,-0.00308101568496328,BRD-K79131256-001-17-9,control,5000,BRD-K15108141-003-04-7,control,10000,274.5,581,306.5,855.5
22,12,-0.0050096354179531505,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,control,10000,791,740,51,1531
15,8,-0.0050242029041249955,BRD-K21680192-300-14-4,deletion,7500,BRD-K15108141-003-04-7,deletion,10000,489,1054,565,1543
30,19,-0.005792249639148267,BRD-K79131256-001-17-9,deletion,5000,BRD-K36207157-001-09-6,control,7500,769,337,432,1106
11,8,-0.006299446534941272,BRD-K21680192-300-14-4,control,7500,BRD-K15108141-003-04-7,deletion,10000,297,1054,757,1351
16,8,-0.007824104295252397,BRD-K21680192-300-14-4,deletion,10000,BRD-K15108141-003-04-7,deletion,10000,251,1054,803,1305
32,10,-0.007995960329227215,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,control,5000,888,261,627,1149
29,17,-0.01061496108808202,BRD-K79131256-001-17-9,deletion,2500,BRD-K36207157-001-09-6,control,2500,398.5,138,260.5,536.5
32,16,-0.010771191847691642,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,deletion,10000,888,251,637,1139
31,12,-0.014273061831069776,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,control,10000,1032,740,292,1772
10,8,-0.014947114229175955,BRD-K21680192-300-14-4,control,5000,BRD-K15108141-003-04-7,deletion,10000,261,1054,793,1315
20,16,-0.016190408731798587,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,deletion,10000,506.5,251,255.5,757.5
20,14,-0.018202804255959087,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,deletion,5000,506.5,476,30.5,982.5
13,8,-0.018338582627367712,BRD-K21680192-300-14-4,deletion,2500,BRD-K15108141-003-04-7,deletion,10000,354,1054,700,1408
19,7,-0.018418218388821697,BRD-K36207157-001-09-6,control,7500,BRD-K15108141-003-04-7,deletion,7500,337,904,567,1241
32,9,-0.01857277320449134,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,control,2500,888,184.5,703.5,1072.5
13,1,-0.020267019208314665,BRD-K21680192-300-14-4,deletion,2500,BRD-K15108141-003-04-7,control,2500,354,158.5,195.5,512.5
31,14,-0.020429731233124276,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,deletion,5000,1032,476,556,1508
14,4,-0.02366445968996887,BRD-K21680192-300-14-4,deletion,5000,BRD-K15108141-003-04-7,control,10000,476,581,105,1057
32,13,-0.02381464473777282,BRD-K79131256-001-17-9,deletion,10000,BRD-K21680192-300-14-4,deletion,2500,888,354,534,1242
12,1,-0.027410786808473607,BRD-K21680192-300-14-4,control,10000,BRD-K15108141-003-04-7,control,2500,740,158.5,581.5,898.5
6,4,-0.027616540331363265,BRD-K15108141-003-04-7,deletion,5000,BRD-K15108141-003-04-7,control,10000,780,581,199,1361
16,4,-0.028514127996686348,BRD-K21680192-300-14-4,deletion,10000,BRD-K15108141-003-04-7,control,10000,251,581,330,832
9,8,-0.02869018458925241,BRD-K21680192-300-14-4,control,2500,BRD-K15108141-003-04-7,deletion,10000,184.5,1054,869.5,1238.5
14,1,-0.028923612150287444,BRD-K21680192-300-14-4,deletion,5000,BRD-K15108141-003-04-7,control,2500,476,158.5,317.5,634.5
8,3,-0.029410589268679725,BRD-K15108141-003-04-7,deletion,10000,BRD-K15108141-003-04-7,control,7500,1054,354.5,699.5,1408.5
29,23,-0.02959697673566558,BRD-K79131256-001-17-9,deletion,2500,BRD-K36207157-001-09-6,deletion,7500,398.5,767,368.5,1165.5
20,13,-0.030220167241261635,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,deletion,2500,506.5,354,152.5,860.5
31,15,-0.03176827950452902,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,deletion,7500,1032,489,543,1521
31,16,-0.032440811150746506,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,deletion,10000,1032,251,781,1283
16,1,-0.034646189949423804,BRD-K21680192-300-14-4,deletion,10000,BRD-K15108141-003-04-7,control,2500,251,158.5,92.5,409.5
31,13,-0.037523755631260265,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,deletion,2500,1032,354,678,1386
31,10,-0.04414823546422185,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,control,5000,1032,261,771,1293
13,4,-0.0469304832476513,BRD-K21680192-300-14-4,deletion,2500,BRD-K15108141-003-04-7,control,10000,354,581,227,935
22,11,-0.046938622248612255,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,control,7500,791,297,494,1088
22,10,-0.04901646495075251,BRD-K36207157-001-09-6,deletion,5000,BRD-K21680192-300-14-4,control,5000,791,261,530,1052
23,15,-0.05192466311043943,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,deletion,7500,767,489,278,1256
23,16,-0.05360856387118981,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,deletion,10000,767,251,516,1018
31,11,-0.05634689115889779,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,control,7500,1032,297,735,1329
21,16,-0.05755242484838727,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,deletion,10000,351.5,251,100.5,602.5
20,15,-0.05902243794320733,BRD-K36207157-001-09-6,control,10000,BRD-K21680192-300-14-4,deletion,7500,506.5,489,17.5,995.5
23,14,-0.05934151104320116,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,deletion,5000,767,476,291,1243
31,9,-0.05940314301437009,BRD-K79131256-001-17-9,deletion,7500,BRD-K21680192-300-14-4,control,2500,1032,184.5,847.5,1216.5
23,12,-0.06033432798112474,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,control,10000,767,740,27,1507
21,13,-0.0604430054490695,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,deletion,2500,351.5,354,2.5,705.5
23,5,-0.06648618277367661,BRD-K36207157-001-09-6,deletion,7500,BRD-K15108141-003-04-7,deletion,2500,767,423,344,1190
23,13,-0.06654745331547193,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,deletion,2500,767,354,413,1121
24,16,-0.06732356003939054,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,deletion,10000,951.5,251,700.5,1202.5
28,6,-0.0684232374615183,BRD-K79131256-001-17-9,control,10000,BRD-K15108141-003-04-7,deletion,5000,466.5,780,313.5,1246.5
32,28,-0.07334432277656057,BRD-K79131256-001-17-9,deletion,10000,BRD-K79131256-001-17-9,control,10000,888,466.5,421.5,1354.5
30,27,-0.07465661071080539,BRD-K79131256-001-17-9,deletion,5000,BRD-K79131256-001-17-9,control,7500,769,275.5,493.5,1044.5
23,11,-0.08089037918650584,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,control,7500,767,297,470,1064
24,12,-0.08138969060815912,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,control,10000,951.5,740,211.5,1691.5
23,9,-0.08360511537436675,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,control,2500,767,184.5,582.5,951.5
9,6,-0.0863053275033432,BRD-K21680192-300-14-4,control,2500,BRD-K15108141-003-04-7,deletion,5000,184.5,780,595.5,964.5
13,5,-0.08818004756430577,BRD-K21680192-300-14-4,deletion,2500,BRD-K15108141-003-04-7,deletion,2500,354,423,69,777
26,22,-0.09041233370233173,BRD-K79131256-001-17-9,control,5000,BRD-K36207157-001-09-6,deletion,5000,274.5,791,516.5,1065.5
24,13,-0.09102199076477885,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,deletion,2500,951.5,354,597.5,1305.5
24,14,-0.09175342810008567,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,deletion,5000,951.5,476,475.5,1427.5
31,29,-0.0922702869692347,BRD-K79131256-001-17-9,deletion,7500,BRD-K79131256-001-17-9,deletion,2500,1032,398.5,633.5,1430.5
32,19,-0.09291898565662103,BRD-K79131256-001-17-9,deletion,10000,BRD-K36207157-001-09-6,control,7500,888,337,551,1225
24,15,-0.09338500150759735,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,deletion,7500,951.5,489,462.5,1440.5
12,6,-0.0952529161514134,BRD-K21680192-300-14-4,control,10000,BRD-K15108141-003-04-7,deletion,5000,740,780,40,1520
15,4,-0.09796710994708453,BRD-K21680192-300-14-4,deletion,7500,BRD-K15108141-003-04-7,control,10000,489,581,92,1070
28,13,-0.09854965233573254,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,deletion,2500,466.5,354,112.5,820.5
16,5,-0.10038049853812482,BRD-K21680192-300-14-4,deletion,10000,BRD-K15108141-003-04-7,deletion,2500,251,423,172,674
19,8,-0.10615203868887783,BRD-K36207157-001-09-6,control,7500,BRD-K15108141-003-04-7,deletion,10000,337,1054,717,1391
29,27,-0.10620115976361588,BRD-K79131256-001-17-9,deletion,2500,BRD-K79131256-001-17-9,control,7500,398.5,275.5,123,674
28,16,-0.10890719139540322,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,deletion,10000,466.5,251,215.5,717.5
23,10,-0.11114638764752055,BRD-K36207157-001-09-6,deletion,7500,BRD-K21680192-300-14-4,control,5000,767,261,506,1028
28,5,-0.11236743237523102,BRD-K79131256-001-17-9,control,10000,BRD-K15108141-003-04-7,deletion,2500,466.5,423,43.5,889.5
25,4,-0.11386002336954217,BRD-K79131256-001-17-9,control,2500,BRD-K15108141-003-04-7,control,10000,163,581,418,744
18,6,-0.11756769459951989,BRD-K36207157-001-09-6,control,5000,BRD-K15108141-003-04-7,deletion,5000,222.5,780,557.5,1002.5
5,3,-0.11796961049706314,BRD-K15108141-003-04-7,deletion,2500,BRD-K15108141-003-04-7,control,7500,423,354.5,68.5,777.5
24,9,-0.11970186464555484,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,control,2500,951.5,184.5,767,1136
29,13,-0.12120935972357612,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,deletion,2500,398.5,354,44.5,752.5
24,11,-0.12168727735036132,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,control,7500,951.5,297,654.5,1248.5
28,9,-0.12188409367503215,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,control,2500,466.5,184.5,282,651
21,7,-0.12193433446145012,BRD-K36207157-001-09-6,deletion,2500,BRD-K15108141-003-04-7,deletion,7500,351.5,904,552.5,1255.5
27,22,-0.12226048381930817,BRD-K79131256-001-17-9,control,7500,BRD-K36207157-001-09-6,deletion,5000,275.5,791,515.5,1066.5
15,5,-0.12436440383250164,BRD-K21680192-300-14-4,deletion,7500,BRD-K15108141-003-04-7,deletion,2500,489,423,66,912
29,16,-0.1293879598520707,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,deletion,10000,398.5,251,147.5,649.5
29,15,-0.12979818009039168,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,deletion,7500,398.5,489,90.5,887.5
28,10,-0.13293344263301532,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,control,5000,466.5,261,205.5,727.5
32,20,-0.13353511537044216,BRD-K79131256-001-17-9,deletion,10000,BRD-K36207157-001-09-6,control,10000,888,506.5,381.5,1394.5
28,14,-0.13609502227451192,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,deletion,5000,466.5,476,9.5,942.5
29,24,-0.1368087126664568,BRD-K79131256-001-17-9,deletion,2500,BRD-K36207157-001-09-6,deletion,10000,398.5,951.5,553,1350
21,15,-0.13763406867476286,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,deletion,7500,351.5,489,137.5,840.5
24,18,-0.14006881782834338,BRD-K36207157-001-09-6,deletion,10000,BRD-K36207157-001-09-6,control,5000,951.5,222.5,729,1174
29,7,-0.14299568710546604,BRD-K79131256-001-17-9,deletion,2500,BRD-K15108141-003-04-7,deletion,7500,398.5,904,505.5,1302.5
23,2,-0.14349602038533116,BRD-K36207157-001-09-6,deletion,7500,BRD-K15108141-003-04-7,control,5000,767,252,515,1019
21,9,-0.14368970878902812,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,control,2500,351.5,184.5,167,536
31,20,-0.1454907836142644,BRD-K79131256-001-17-9,deletion,7500,BRD-K36207157-001-09-6,control,10000,1032,506.5,525.5,1538.5
30,4,-0.14841451648270418,BRD-K79131256-001-17-9,deletion,5000,BRD-K15108141-003-04-7,control,10000,769,581,188,1350
10,6,-0.15028947274366247,BRD-K21680192-300-14-4,control,5000,BRD-K15108141-003-04-7,deletion,5000,261,780,519,1041
31,19,-0.15055875568953364,BRD-K79131256-001-17-9,deletion,7500,BRD-K36207157-001-09-6,control,7500,1032,337,695,1369
23,18,-0.15127135895461602,BRD-K36207157-001-09-6,deletion,7500,BRD-K36207157-001-09-6,control,5000,767,222.5,544.5,989.5
28,12,-0.15139346314388163,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,control,10000,466.5,740,273.5,1206.5
32,3,-0.15490471332244352,BRD-K79131256-001-17-9,deletion,10000,BRD-K15108141-003-04-7,control,7500,888,354.5,533.5,1242.5
24,10,-0.15653404364802725,BRD-K36207157-001-09-6,deletion,10000,BRD-K21680192-300-14-4,control,5000,951.5,261,690.5,1212.5
28,8,-0.16007751137478135,BRD-K79131256-001-17-9,control,10000,BRD-K15108141-003-04-7,deletion,10000,466.5,1054,587.5,1520.5
24,2,-0.16054811315158873,BRD-K36207157-001-09-6,deletion,10000,BRD-K15108141-003-04-7,control,5000,951.5,252,699.5,1203.5
27,5,-0.1615774071191358,BRD-K79131256-001-17-9,control,7500,BRD-K15108141-003-04-7,deletion,2500,275.5,423,147.5,698.5
21,14,-0.16245812548514715,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,deletion,5000,351.5,476,124.5,827.5
11,6,-0.1625278427982061,BRD-K21680192-300-14-4,control,7500,BRD-K15108141-003-04-7,deletion,5000,297,780,483,1077
28,7,-0.16507998101979696,BRD-K79131256-001-17-9,control,10000,BRD-K15108141-003-04-7,deletion,7500,466.5,904,437.5,1370.5
20,8,-0.165399012237763,BRD-K36207157-001-09-6,control,10000,BRD-K15108141-003-04-7,deletion,10000,506.5,1054,547.5,1560.5
