Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Row,Metadata_FieldID,Metadata_plating_density,Metadata_line_ID,Metadata_line_condition,Metadata_line_source,FileName_OrigDNA,FileName_OrigER,FileName_OrigRNA,FileName_OrigAGP,FileName_OrigMito
NCP_PROGENITORS_1,BR00127194,C13,3,5,10000,11,control,human,r03c13f05p01-ch5sk1fk1fl1.tiff,r03c13f05p01-ch4sk1fk1fl1.tiff,r03c13f05p01-ch3sk1fk1fl1.tiff,r03c13f05p01-ch2sk1fk1fl1.tiff,r03c13f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,C20,3,3,10000,18,control,human,r03c20f03p01-ch5sk1fk1fl1.tiff,r03c20f03p01-ch4sk1fk1fl1.tiff,r03c20f03p01-ch3sk1fk1fl1.tiff,r03c20f03p01-ch2sk1fk1fl1.tiff,r03c20f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,C20,3,5,10000,18,control,human,r03c20f05p01-ch5sk1fk1fl1.tiff,r03c20f05p01-ch4sk1fk1fl1.tiff,r03c20f05p01-ch3sk1fk1fl1.tiff,r03c20f05p01-ch2sk1fk1fl1.tiff,r03c20f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,C22,3,3,10000,6,control,human,r03c22f03p01-ch5sk1fk1fl1.tiff,r03c22f03p01-ch4sk1fk1fl1.tiff,r03c22f03p01-ch3sk1fk1fl1.tiff,r03c22f03p01-ch2sk1fk1fl1.tiff,r03c22f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,C22,3,5,10000,6,control,human,r03c22f05p01-ch5sk1fk1fl1.tiff,r03c22f05p01-ch4sk1fk1fl1.tiff,r03c22f05p01-ch3sk1fk1fl1.tiff,r03c22f05p01-ch2sk1fk1fl1.tiff,r03c22f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,D16,4,3,10000,38,deletion,human,r04c16f03p01-ch5sk1fk1fl1.tiff,r04c16f03p01-ch4sk1fk1fl1.tiff,r04c16f03p01-ch3sk1fk1fl1.tiff,r04c16f03p01-ch2sk1fk1fl1.tiff,r04c16f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,D16,4,5,10000,38,deletion,human,r04c16f05p01-ch5sk1fk1fl1.tiff,r04c16f05p01-ch4sk1fk1fl1.tiff,r04c16f05p01-ch3sk1fk1fl1.tiff,r04c16f05p01-ch2sk1fk1fl1.tiff,r04c16f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,E05,5,3,10000,32,deletion,human,r05c05f03p01-ch5sk1fk1fl1.tiff,r05c05f03p01-ch4sk1fk1fl1.tiff,r05c05f03p01-ch3sk1fk1fl1.tiff,r05c05f03p01-ch2sk1fk1fl1.tiff,r05c05f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,E05,5,5,10000,32,deletion,human,r05c05f05p01-ch5sk1fk1fl1.tiff,r05c05f05p01-ch4sk1fk1fl1.tiff,r05c05f05p01-ch3sk1fk1fl1.tiff,r05c05f05p01-ch2sk1fk1fl1.tiff,r05c05f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,E08,5,3,10000,46,deletion,human,r05c08f03p01-ch5sk1fk1fl1.tiff,r05c08f03p01-ch4sk1fk1fl1.tiff,r05c08f03p01-ch3sk1fk1fl1.tiff,r05c08f03p01-ch2sk1fk1fl1.tiff,r05c08f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,E08,5,5,10000,46,deletion,human,r05c08f05p01-ch5sk1fk1fl1.tiff,r05c08f05p01-ch4sk1fk1fl1.tiff,r05c08f05p01-ch3sk1fk1fl1.tiff,r05c08f05p01-ch2sk1fk1fl1.tiff,r05c08f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,F04,6,3,10000,41,deletion,human,r06c04f03p01-ch5sk1fk1fl1.tiff,r06c04f03p01-ch4sk1fk1fl1.tiff,r06c04f03p01-ch3sk1fk1fl1.tiff,r06c04f03p01-ch2sk1fk1fl1.tiff,r06c04f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,F04,6,5,10000,41,deletion,human,r06c04f05p01-ch5sk1fk1fl1.tiff,r06c04f05p01-ch4sk1fk1fl1.tiff,r06c04f05p01-ch3sk1fk1fl1.tiff,r06c04f05p01-ch2sk1fk1fl1.tiff,r06c04f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,F23,6,3,10000,28,deletion,human,r06c23f03p01-ch5sk1fk1fl1.tiff,r06c23f03p01-ch4sk1fk1fl1.tiff,r06c23f03p01-ch3sk1fk1fl1.tiff,r06c23f03p01-ch2sk1fk1fl1.tiff,r06c23f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,F23,6,5,10000,28,deletion,human,r06c23f05p01-ch5sk1fk1fl1.tiff,r06c23f05p01-ch4sk1fk1fl1.tiff,r06c23f05p01-ch3sk1fk1fl1.tiff,r06c23f05p01-ch2sk1fk1fl1.tiff,r06c23f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,G05,7,3,10000,13,control,human,r07c05f03p01-ch5sk1fk1fl1.tiff,r07c05f03p01-ch4sk1fk1fl1.tiff,r07c05f03p01-ch3sk1fk1fl1.tiff,r07c05f03p01-ch2sk1fk1fl1.tiff,r07c05f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,G05,7,5,10000,13,control,human,r07c05f05p01-ch5sk1fk1fl1.tiff,r07c05f05p01-ch4sk1fk1fl1.tiff,r07c05f05p01-ch3sk1fk1fl1.tiff,r07c05f05p01-ch2sk1fk1fl1.tiff,r07c05f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,G11,7,3,10000,17,control,human,r07c11f03p01-ch5sk1fk1fl1.tiff,r07c11f03p01-ch4sk1fk1fl1.tiff,r07c11f03p01-ch3sk1fk1fl1.tiff,r07c11f03p01-ch2sk1fk1fl1.tiff,r07c11f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,G11,7,5,10000,17,control,human,r07c11f05p01-ch5sk1fk1fl1.tiff,r07c11f05p01-ch4sk1fk1fl1.tiff,r07c11f05p01-ch3sk1fk1fl1.tiff,r07c11f05p01-ch2sk1fk1fl1.tiff,r07c11f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,G19,7,3,10000,10,control,human,r07c19f03p01-ch5sk1fk1fl1.tiff,r07c19f03p01-ch4sk1fk1fl1.tiff,r07c19f03p01-ch3sk1fk1fl1.tiff,r07c19f03p01-ch2sk1fk1fl1.tiff,r07c19f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,G19,7,5,10000,10,control,human,r07c19f05p01-ch5sk1fk1fl1.tiff,r07c19f05p01-ch4sk1fk1fl1.tiff,r07c19f05p01-ch3sk1fk1fl1.tiff,r07c19f05p01-ch2sk1fk1fl1.tiff,r07c19f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,I16,9,3,10000,5,control,human,r09c16f03p01-ch5sk1fk1fl1.tiff,r09c16f03p01-ch4sk1fk1fl1.tiff,r09c16f03p01-ch3sk1fk1fl1.tiff,r09c16f03p01-ch2sk1fk1fl1.tiff,r09c16f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,I16,9,5,10000,5,control,human,r09c16f05p01-ch5sk1fk1fl1.tiff,r09c16f05p01-ch4sk1fk1fl1.tiff,r09c16f05p01-ch3sk1fk1fl1.tiff,r09c16f05p01-ch2sk1fk1fl1.tiff,r09c16f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,I20,9,3,10000,27,deletion,human,r09c20f03p01-ch5sk1fk1fl1.tiff,r09c20f03p01-ch4sk1fk1fl1.tiff,r09c20f03p01-ch3sk1fk1fl1.tiff,r09c20f03p01-ch2sk1fk1fl1.tiff,r09c20f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,I20,9,5,10000,27,deletion,human,r09c20f05p01-ch5sk1fk1fl1.tiff,r09c20f05p01-ch4sk1fk1fl1.tiff,r09c20f05p01-ch3sk1fk1fl1.tiff,r09c20f05p01-ch2sk1fk1fl1.tiff,r09c20f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,I21,9,3,10000,42,deletion,human,r09c21f03p01-ch5sk1fk1fl1.tiff,r09c21f03p01-ch4sk1fk1fl1.tiff,r09c21f03p01-ch3sk1fk1fl1.tiff,r09c21f03p01-ch2sk1fk1fl1.tiff,r09c21f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,I21,9,5,10000,42,deletion,human,r09c21f05p01-ch5sk1fk1fl1.tiff,r09c21f05p01-ch4sk1fk1fl1.tiff,r09c21f05p01-ch3sk1fk1fl1.tiff,r09c21f05p01-ch2sk1fk1fl1.tiff,r09c21f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J02,10,3,10000,24,control,isogenic_control,r10c02f03p01-ch5sk1fk1fl1.tiff,r10c02f03p01-ch4sk1fk1fl1.tiff,r10c02f03p01-ch3sk1fk1fl1.tiff,r10c02f03p01-ch2sk1fk1fl1.tiff,r10c02f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J02,10,5,10000,24,control,isogenic_control,r10c02f05p01-ch5sk1fk1fl1.tiff,r10c02f05p01-ch4sk1fk1fl1.tiff,r10c02f05p01-ch3sk1fk1fl1.tiff,r10c02f05p01-ch2sk1fk1fl1.tiff,r10c02f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J10,10,3,10000,20,control,human,r10c10f03p01-ch5sk1fk1fl1.tiff,r10c10f03p01-ch4sk1fk1fl1.tiff,r10c10f03p01-ch3sk1fk1fl1.tiff,r10c10f03p01-ch2sk1fk1fl1.tiff,r10c10f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J10,10,5,10000,20,control,human,r10c10f05p01-ch5sk1fk1fl1.tiff,r10c10f05p01-ch4sk1fk1fl1.tiff,r10c10f05p01-ch3sk1fk1fl1.tiff,r10c10f05p01-ch2sk1fk1fl1.tiff,r10c10f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J12,10,3,10000,12,control,human,r10c12f03p01-ch5sk1fk1fl1.tiff,r10c12f03p01-ch4sk1fk1fl1.tiff,r10c12f03p01-ch3sk1fk1fl1.tiff,r10c12f03p01-ch2sk1fk1fl1.tiff,r10c12f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J12,10,5,10000,12,control,human,r10c12f05p01-ch5sk1fk1fl1.tiff,r10c12f05p01-ch4sk1fk1fl1.tiff,r10c12f05p01-ch3sk1fk1fl1.tiff,r10c12f05p01-ch2sk1fk1fl1.tiff,r10c12f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J13,10,3,10000,47,deletion,human,r10c13f03p01-ch5sk1fk1fl1.tiff,r10c13f03p01-ch4sk1fk1fl1.tiff,r10c13f03p01-ch3sk1fk1fl1.tiff,r10c13f03p01-ch2sk1fk1fl1.tiff,r10c13f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J13,10,5,10000,47,deletion,human,r10c13f05p01-ch5sk1fk1fl1.tiff,r10c13f05p01-ch4sk1fk1fl1.tiff,r10c13f05p01-ch3sk1fk1fl1.tiff,r10c13f05p01-ch2sk1fk1fl1.tiff,r10c13f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J17,10,3,10000,40,deletion,human,r10c17f03p01-ch5sk1fk1fl1.tiff,r10c17f03p01-ch4sk1fk1fl1.tiff,r10c17f03p01-ch3sk1fk1fl1.tiff,r10c17f03p01-ch2sk1fk1fl1.tiff,r10c17f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J17,10,5,10000,40,deletion,human,r10c17f05p01-ch5sk1fk1fl1.tiff,r10c17f05p01-ch4sk1fk1fl1.tiff,r10c17f05p01-ch3sk1fk1fl1.tiff,r10c17f05p01-ch2sk1fk1fl1.tiff,r10c17f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J23,10,3,10000,19,control,human,r10c23f03p01-ch5sk1fk1fl1.tiff,r10c23f03p01-ch4sk1fk1fl1.tiff,r10c23f03p01-ch3sk1fk1fl1.tiff,r10c23f03p01-ch2sk1fk1fl1.tiff,r10c23f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,J23,10,5,10000,19,control,human,r10c23f05p01-ch5sk1fk1fl1.tiff,r10c23f05p01-ch4sk1fk1fl1.tiff,r10c23f05p01-ch3sk1fk1fl1.tiff,r10c23f05p01-ch2sk1fk1fl1.tiff,r10c23f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,K10,11,3,10000,26,deletion,isogenic_deletion,r11c10f03p01-ch5sk1fk1fl1.tiff,r11c10f03p01-ch4sk1fk1fl1.tiff,r11c10f03p01-ch3sk1fk1fl1.tiff,r11c10f03p01-ch2sk1fk1fl1.tiff,r11c10f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,K10,11,5,10000,26,deletion,isogenic_deletion,r11c10f05p01-ch5sk1fk1fl1.tiff,r11c10f05p01-ch4sk1fk1fl1.tiff,r11c10f05p01-ch3sk1fk1fl1.tiff,r11c10f05p01-ch2sk1fk1fl1.tiff,r11c10f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,K18,11,3,10000,30,deletion,human,r11c18f03p01-ch5sk1fk1fl1.tiff,r11c18f03p01-ch4sk1fk1fl1.tiff,r11c18f03p01-ch3sk1fk1fl1.tiff,r11c18f03p01-ch2sk1fk1fl1.tiff,r11c18f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,K18,11,5,10000,30,deletion,human,r11c18f05p01-ch5sk1fk1fl1.tiff,r11c18f05p01-ch4sk1fk1fl1.tiff,r11c18f05p01-ch3sk1fk1fl1.tiff,r11c18f05p01-ch2sk1fk1fl1.tiff,r11c18f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,L12,12,3,10000,48,deletion,human,r12c12f03p01-ch5sk1fk1fl1.tiff,r12c12f03p01-ch4sk1fk1fl1.tiff,r12c12f03p01-ch3sk1fk1fl1.tiff,r12c12f03p01-ch2sk1fk1fl1.tiff,r12c12f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,L12,12,5,10000,48,deletion,human,r12c12f05p01-ch5sk1fk1fl1.tiff,r12c12f05p01-ch4sk1fk1fl1.tiff,r12c12f05p01-ch3sk1fk1fl1.tiff,r12c12f05p01-ch2sk1fk1fl1.tiff,r12c12f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,L13,12,3,10000,39,deletion,human,r12c13f03p01-ch5sk1fk1fl1.tiff,r12c13f03p01-ch4sk1fk1fl1.tiff,r12c13f03p01-ch3sk1fk1fl1.tiff,r12c13f03p01-ch2sk1fk1fl1.tiff,r12c13f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,L13,12,5,10000,39,deletion,human,r12c13f05p01-ch5sk1fk1fl1.tiff,r12c13f05p01-ch4sk1fk1fl1.tiff,r12c13f05p01-ch3sk1fk1fl1.tiff,r12c13f05p01-ch2sk1fk1fl1.tiff,r12c13f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M02,13,3,10000,14,control,human,r13c02f03p01-ch5sk1fk1fl1.tiff,r13c02f03p01-ch4sk1fk1fl1.tiff,r13c02f03p01-ch3sk1fk1fl1.tiff,r13c02f03p01-ch2sk1fk1fl1.tiff,r13c02f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M02,13,5,10000,14,control,human,r13c02f05p01-ch5sk1fk1fl1.tiff,r13c02f05p01-ch4sk1fk1fl1.tiff,r13c02f05p01-ch3sk1fk1fl1.tiff,r13c02f05p01-ch2sk1fk1fl1.tiff,r13c02f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M08,13,3,10000,16,control,human,r13c08f03p01-ch5sk1fk1fl1.tiff,r13c08f03p01-ch4sk1fk1fl1.tiff,r13c08f03p01-ch3sk1fk1fl1.tiff,r13c08f03p01-ch2sk1fk1fl1.tiff,r13c08f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M08,13,5,10000,16,control,human,r13c08f05p01-ch5sk1fk1fl1.tiff,r13c08f05p01-ch4sk1fk1fl1.tiff,r13c08f05p01-ch3sk1fk1fl1.tiff,r13c08f05p01-ch2sk1fk1fl1.tiff,r13c08f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M09,13,3,10000,45,deletion,human,r13c09f03p01-ch5sk1fk1fl1.tiff,r13c09f03p01-ch4sk1fk1fl1.tiff,r13c09f03p01-ch3sk1fk1fl1.tiff,r13c09f03p01-ch2sk1fk1fl1.tiff,r13c09f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M09,13,5,10000,45,deletion,human,r13c09f05p01-ch5sk1fk1fl1.tiff,r13c09f05p01-ch4sk1fk1fl1.tiff,r13c09f05p01-ch3sk1fk1fl1.tiff,r13c09f05p01-ch2sk1fk1fl1.tiff,r13c09f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M21,13,3,10000,37,deletion,human,r13c21f03p01-ch5sk1fk1fl1.tiff,r13c21f03p01-ch4sk1fk1fl1.tiff,r13c21f03p01-ch3sk1fk1fl1.tiff,r13c21f03p01-ch2sk1fk1fl1.tiff,r13c21f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,M21,13,5,10000,37,deletion,human,r13c21f05p01-ch5sk1fk1fl1.tiff,r13c21f05p01-ch4sk1fk1fl1.tiff,r13c21f05p01-ch3sk1fk1fl1.tiff,r13c21f05p01-ch2sk1fk1fl1.tiff,r13c21f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N05,14,3,10000,43,deletion,human,r14c05f03p01-ch5sk1fk1fl1.tiff,r14c05f03p01-ch4sk1fk1fl1.tiff,r14c05f03p01-ch3sk1fk1fl1.tiff,r14c05f03p01-ch2sk1fk1fl1.tiff,r14c05f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N05,14,5,10000,43,deletion,human,r14c05f05p01-ch5sk1fk1fl1.tiff,r14c05f05p01-ch4sk1fk1fl1.tiff,r14c05f05p01-ch3sk1fk1fl1.tiff,r14c05f05p01-ch2sk1fk1fl1.tiff,r14c05f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N14,14,3,10000,25,deletion,isogenic_deletion,r14c14f03p01-ch5sk1fk1fl1.tiff,r14c14f03p01-ch4sk1fk1fl1.tiff,r14c14f03p01-ch3sk1fk1fl1.tiff,r14c14f03p01-ch2sk1fk1fl1.tiff,r14c14f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N14,14,5,10000,25,deletion,isogenic_deletion,r14c14f05p01-ch5sk1fk1fl1.tiff,r14c14f05p01-ch4sk1fk1fl1.tiff,r14c14f05p01-ch3sk1fk1fl1.tiff,r14c14f05p01-ch2sk1fk1fl1.tiff,r14c14f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N17,14,3,10000,44,deletion,human,r14c17f03p01-ch5sk1fk1fl1.tiff,r14c17f03p01-ch4sk1fk1fl1.tiff,r14c17f03p01-ch3sk1fk1fl1.tiff,r14c17f03p01-ch2sk1fk1fl1.tiff,r14c17f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N17,14,5,10000,44,deletion,human,r14c17f05p01-ch5sk1fk1fl1.tiff,r14c17f05p01-ch4sk1fk1fl1.tiff,r14c17f05p01-ch3sk1fk1fl1.tiff,r14c17f05p01-ch2sk1fk1fl1.tiff,r14c17f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N24,14,3,10000,7,control,human,r14c24f03p01-ch5sk1fk1fl1.tiff,r14c24f03p01-ch4sk1fk1fl1.tiff,r14c24f03p01-ch3sk1fk1fl1.tiff,r14c24f03p01-ch2sk1fk1fl1.tiff,r14c24f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,N24,14,5,10000,7,control,human,r14c24f05p01-ch5sk1fk1fl1.tiff,r14c24f05p01-ch4sk1fk1fl1.tiff,r14c24f05p01-ch3sk1fk1fl1.tiff,r14c24f05p01-ch2sk1fk1fl1.tiff,r14c24f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O05,15,3,10000,8,control,human,r15c05f03p01-ch5sk1fk1fl1.tiff,r15c05f03p01-ch4sk1fk1fl1.tiff,r15c05f03p01-ch3sk1fk1fl1.tiff,r15c05f03p01-ch2sk1fk1fl1.tiff,r15c05f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O05,15,5,10000,8,control,human,r15c05f05p01-ch5sk1fk1fl1.tiff,r15c05f05p01-ch4sk1fk1fl1.tiff,r15c05f05p01-ch3sk1fk1fl1.tiff,r15c05f05p01-ch2sk1fk1fl1.tiff,r15c05f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O12,15,3,10000,21,control,human,r15c12f03p01-ch5sk1fk1fl1.tiff,r15c12f03p01-ch4sk1fk1fl1.tiff,r15c12f03p01-ch3sk1fk1fl1.tiff,r15c12f03p01-ch2sk1fk1fl1.tiff,r15c12f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O12,15,5,10000,21,control,human,r15c12f05p01-ch5sk1fk1fl1.tiff,r15c12f05p01-ch4sk1fk1fl1.tiff,r15c12f05p01-ch3sk1fk1fl1.tiff,r15c12f05p01-ch2sk1fk1fl1.tiff,r15c12f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O15,15,3,10000,23,control,isogenic_control,r15c15f03p01-ch5sk1fk1fl1.tiff,r15c15f03p01-ch4sk1fk1fl1.tiff,r15c15f03p01-ch3sk1fk1fl1.tiff,r15c15f03p01-ch2sk1fk1fl1.tiff,r15c15f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O15,15,5,10000,23,control,isogenic_control,r15c15f05p01-ch5sk1fk1fl1.tiff,r15c15f05p01-ch4sk1fk1fl1.tiff,r15c15f05p01-ch3sk1fk1fl1.tiff,r15c15f05p01-ch2sk1fk1fl1.tiff,r15c15f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O21,15,3,10000,35,deletion,human,r15c21f03p01-ch5sk1fk1fl1.tiff,r15c21f03p01-ch4sk1fk1fl1.tiff,r15c21f03p01-ch3sk1fk1fl1.tiff,r15c21f03p01-ch2sk1fk1fl1.tiff,r15c21f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,O21,15,5,10000,35,deletion,human,r15c21f05p01-ch5sk1fk1fl1.tiff,r15c21f05p01-ch4sk1fk1fl1.tiff,r15c21f05p01-ch3sk1fk1fl1.tiff,r15c21f05p01-ch2sk1fk1fl1.tiff,r15c21f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P08,16,3,10000,31,deletion,human,r16c08f03p01-ch5sk1fk1fl1.tiff,r16c08f03p01-ch4sk1fk1fl1.tiff,r16c08f03p01-ch3sk1fk1fl1.tiff,r16c08f03p01-ch2sk1fk1fl1.tiff,r16c08f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P08,16,5,10000,31,deletion,human,r16c08f05p01-ch5sk1fk1fl1.tiff,r16c08f05p01-ch4sk1fk1fl1.tiff,r16c08f05p01-ch3sk1fk1fl1.tiff,r16c08f05p01-ch2sk1fk1fl1.tiff,r16c08f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P14,16,3,10000,3,control,human,r16c14f03p01-ch5sk1fk1fl1.tiff,r16c14f03p01-ch4sk1fk1fl1.tiff,r16c14f03p01-ch3sk1fk1fl1.tiff,r16c14f03p01-ch2sk1fk1fl1.tiff,r16c14f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P14,16,5,10000,3,control,human,r16c14f05p01-ch5sk1fk1fl1.tiff,r16c14f05p01-ch4sk1fk1fl1.tiff,r16c14f05p01-ch3sk1fk1fl1.tiff,r16c14f05p01-ch2sk1fk1fl1.tiff,r16c14f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P17,16,3,10000,33,deletion,human,r16c17f03p01-ch5sk1fk1fl1.tiff,r16c17f03p01-ch4sk1fk1fl1.tiff,r16c17f03p01-ch3sk1fk1fl1.tiff,r16c17f03p01-ch2sk1fk1fl1.tiff,r16c17f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P17,16,5,10000,33,deletion,human,r16c17f05p01-ch5sk1fk1fl1.tiff,r16c17f05p01-ch4sk1fk1fl1.tiff,r16c17f05p01-ch3sk1fk1fl1.tiff,r16c17f05p01-ch2sk1fk1fl1.tiff,r16c17f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P24,16,3,10000,22,control,human,r16c24f03p01-ch5sk1fk1fl1.tiff,r16c24f03p01-ch4sk1fk1fl1.tiff,r16c24f03p01-ch3sk1fk1fl1.tiff,r16c24f03p01-ch2sk1fk1fl1.tiff,r16c24f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,P24,16,5,10000,22,control,human,r16c24f05p01-ch5sk1fk1fl1.tiff,r16c24f05p01-ch4sk1fk1fl1.tiff,r16c24f05p01-ch3sk1fk1fl1.tiff,r16c24f05p01-ch2sk1fk1fl1.tiff,r16c24f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A05,1,3,10000,9,control,human,r01c05f03p01-ch5sk1fk1fl1.tiff,r01c05f03p01-ch4sk1fk1fl1.tiff,r01c05f03p01-ch3sk1fk1fl1.tiff,r01c05f03p01-ch2sk1fk1fl1.tiff,r01c05f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A05,1,5,10000,9,control,human,r01c05f05p01-ch5sk1fk1fl1.tiff,r01c05f05p01-ch4sk1fk1fl1.tiff,r01c05f05p01-ch3sk1fk1fl1.tiff,r01c05f05p01-ch2sk1fk1fl1.tiff,r01c05f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A08,1,3,10000,26,deletion,isogenic_deletion,r01c08f03p01-ch5sk1fk1fl1.tiff,r01c08f03p01-ch4sk1fk1fl1.tiff,r01c08f03p01-ch3sk1fk1fl1.tiff,r01c08f03p01-ch2sk1fk1fl1.tiff,r01c08f03p01-ch1sk1fk1fl1.tiff
