Metadata_plate_map_name,Metadata_EXPERIMENT_NAME,Metadata_DENSITY,Metadata_LINE_ID,Metadata_GENOTYPE,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Object_Count,Nuclei_ObjectSkeleton_NumberBranchEnds_CellImageSkel,Nuclei_ObjectSkeleton_NumberNonTrunkBranches_CellImageSkel,Nuclei_ObjectSkeleton_NumberTrunks_CellImageSkel,Nuclei_ObjectSkeleton_TotalObjectSkeletonLength_CellImageSkel
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,4,DELETION,BR00132673,B10,3,85,0.696,1.6833,0.5364300000000001,0.077305
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,34,DELETION,BR00132673,B11,3,160,0.11292,0.39914,-0.045841,-0.21086
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,34,DELETION,BR00132673,B12,3,48,-0.11625,-0.51354,0.98113,-0.66198
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,15,DELETION,BR00132673,B13,3,431,-0.88923,-0.76264,-0.63988,-0.88182
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,15,DELETION,BR00132673,B14,3,271,-0.0051113999999999995,-0.039481,0.7672399999999999,-0.2265
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,36,DELETION,BR00132673,B15,3,212,0.33544,0.42762,0.268,-0.035394
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,36,DELETION,BR00132673,B16,3,168,0.90479,1.0752,1.5194,0.30812
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,2,DELETION,BR00132673,B17,3,352,-0.49951,-0.28259,-0.80594,-0.58405
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,2,DELETION,BR00132673,B18,3,208,-0.42331,-0.50684,0.07899400000000001,-0.35183000000000003
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,16,DELETION,BR00132673,B19,3,292,-0.52171,-0.5221100000000001,-0.24583000000000002,-0.54114
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,16,DELETION,BR00132673,B20,3,246,-0.81485,-0.7953399999999999,0.28851,-0.7519600000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,20,CONTROL,BR00132673,B21,3,247,0.34642,0.18561,-0.1628,0.17456
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,20,CONTROL,BR00132673,B22,3,139,1.7087,1.8179,1.0293,1.6206
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,12,CONTROL,BR00132673,B23,3,137,1.5451,1.7653,0.75849,0.69835
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,12,CONTROL,BR00132673,B24,3,135,0.25981,-0.099637,0.9838600000000001,-0.35404
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,C01,3,135,0.024742,-0.13818,-0.10359000000000002,-0.045420999999999996
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,C02,3,672,-1.4516,-1.1883,-2.0166,-1.4833
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,39,CONTROL,BR00132673,C03,3,349,-0.61623,-0.61264,-0.7290300000000001,-0.40116999999999997
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,39,CONTROL,BR00132673,C04,3,702,-2.0238,-1.6093,-2.7253,-1.9795
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,37,DELETION,BR00132673,C05,3,181,0.27699,0.1467,-0.017256999999999998,0.053041
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,37,DELETION,BR00132673,C06,3,62,0.42607,0.9197200000000001,-2.3316,5.8697
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,42,DELETION,BR00132673,C07,3,220,-0.8690399999999999,-0.9344,0.068591,-0.81342
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,42,DELETION,BR00132673,C08,3,489,-1.3308,-1.1564,-1.2822,-1.3066
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,7,CONTROL,BR00132673,C09,3,68,0.59196,0.8705700000000001,0.78815,0.7270300000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,7,CONTROL,BR00132673,C10,3,412,-0.68904,-0.59397,-1.4483,-0.36888000000000004
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,C11,3,165,-0.44915,-0.42988000000000004,0.9405899999999999,-0.73507
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,C12,3,426,-0.8768799999999999,-0.75439,-0.45613000000000004,-1.0538
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,C13,3,553,-1.1512,-0.9559799999999999,-0.6774100000000001,-1.1079
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,C14,3,144,0.0035435,0.094122,0.26547,0.43927
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,38,DELETION,BR00132673,C15,3,261,0.58136,0.37934,0.27383,0.52249
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,38,DELETION,BR00132673,C16,3,436,-0.69262,-0.6735899999999999,-0.59204,-0.76413
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,43,CONTROL,BR00132673,C17,3,258,0.6007399999999999,0.46676000000000006,0.1945,0.9951399999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,43,CONTROL,BR00132673,C18,3,353,-0.16529000000000002,-0.24495,1.2995,-0.075902
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,18,DELETION,BR00132673,C19,3,402,-1.0946,-0.9318799999999999,-1.0595,-0.6414
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,18,DELETION,BR00132673,C20,3,326,-0.875,-0.7819,0.097661,-0.95588
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,6,CONTROL,BR00132673,C21,3,287,0.094797,0.10350999999999999,-0.29133000000000003,0.0025066999999999997
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,6,CONTROL,BR00132673,C22,3,138,1.9572,1.7633,0.59545,2.0588
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,C23,3,338,-0.034087,-0.091802,0.16202,0.035394
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,C24,3,371,-1.0657,-0.74528,-0.5444100000000001,-0.9839100000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,D01,3,186,0.10402,0.23974,-0.31389,-0.21206
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,D02,3,325,-0.57998,-0.55118,-0.11934000000000002,-0.65023
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,39,CONTROL,BR00132673,D03,3,344,-0.49537,-0.48458,-0.61849,-0.4144
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,39,CONTROL,BR00132673,D04,3,401,-0.67035,-0.64842,-0.12537,-0.70938
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,37,DELETION,BR00132673,D05,3,142,0.025306,0.16935,0.78776,-0.42563
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,37,DELETION,BR00132673,D06,1,61,0.043933,-0.15937,1.1744,-0.74115
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,42,DELETION,BR00132673,D07,3,234,-0.24883000000000002,-0.40776999999999997,0.35481999999999997,-0.31514000000000003
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,42,DELETION,BR00132673,D08,3,296,-0.14328,-0.0024322,0.37018,-0.24455
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,7,CONTROL,BR00132673,D09,3,172,1.5593,1.1734,-0.19177,1.3012
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,7,CONTROL,BR00132673,D10,3,157,-0.0076828,-0.10105,0.90141,-0.49682
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,D11,3,295,-0.51143,-0.57517,-0.29969,-0.5978899999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,D12,3,344,-0.90617,-0.72811,0.63064,-1.1523
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,D13,3,365,-0.6017399999999999,-0.64593,0.097175,-0.8348399999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,D14,3,110,2.0681,2.7124,1.4916,1.2837
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,38,DELETION,BR00132673,D15,3,225,0.33776,0.10436,0.40051,0.030581
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,38,DELETION,BR00132673,D16,3,137,1.5666,1.2161,0.24039000000000002,1.1987
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,43,CONTROL,BR00132673,D17,3,280,0.5108600000000001,0.37954,0.24505,0.5636
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,43,CONTROL,BR00132673,D18,3,184,1.7604,1.8346,0.73283,1.4686
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,18,DELETION,BR00132673,D19,3,293,-0.64828,-0.7216600000000001,0.5535399999999999,-0.86841
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,18,DELETION,BR00132673,D20,3,368,-0.49863,-0.33073,0.52146,-0.77081
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,6,CONTROL,BR00132673,D21,3,191,0.35325,0.14595999999999998,-0.13684000000000002,0.42122
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,6,CONTROL,BR00132673,D22,3,140,1.1959,0.6754,1.0262,0.67409
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,D23,3,238,0.29969,0.39097,0.62471,0.28726
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,29,CONTROL,BR00132673,D24,3,279,0.23428000000000002,0.23371999999999998,1.54,-0.11099
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,27,CONTROL,BR00132673,E01,3,308,-0.58907,-0.51326,-2.0824,-0.34883000000000003
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,27,CONTROL,BR00132673,E02,3,328,-1.7817,-1.3999,-2.8041,-1.4746
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,41,CONTROL,BR00132673,E03,3,142,1.4139,1.4154,1.1095,1.5765
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,41,CONTROL,BR00132673,E04,3,127,0.42256000000000005,0.9066799999999999,1.5735,0.40157
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,32,CONTROL,BR00132673,E05,3,218,0.0030418000000000003,-0.10439000000000001,0.10815999999999999,0.2628
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,32,CONTROL,BR00132673,E06,3,193,0.16071,0.07556900000000001,0.042244,0.24615
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,46,CONTROL,BR00132673,E07,3,485,-1.1037,-0.91254,-0.80477,-0.86321
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,46,CONTROL,BR00132673,E08,3,556,-1.1789,-1.0159,-0.70716,-1.2883
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,1,DELETION,BR00132673,E09,3,616,-1.2143,-1.0421,-0.66662,-1.1316
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,1,DELETION,BR00132673,E10,3,201,-0.11135,-0.12218,0.40858,0.060661
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,33,DELETION,BR00132673,E11,3,566,-1.6942,-1.3679,-2.8533,-1.5565
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,33,DELETION,BR00132673,E12,3,194,0.42418999999999996,0.36908,-0.70152,0.5632
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,14,CONTROL,BR00132673,E13,3,725,-1.4147,-1.1348,-1.6807,-1.3157
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,14,CONTROL,BR00132673,E14,3,322,-0.5278,-0.46945,-0.9294100000000001,-0.15652
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,9,CONTROL,BR00132673,E15,3,395,-0.18003,-0.28859,-0.81595,-0.22409
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,9,CONTROL,BR00132673,E16,3,288,-0.32221,-0.28169,-1.4191,-0.24014000000000002
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,23,DELETION,BR00132673,E17,3,830,-1.4655,-1.2009999999999998,-0.77035,-1.5168
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,23,DELETION,BR00132673,E18,3,593,-1.149,-0.88805,-0.18350999999999998,-1.2455
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,22,CONTROL,BR00132673,E19,3,395,-0.64777,-0.47963,-1.6209,-0.072292
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,22,CONTROL,BR00132673,E20,3,258,0.24971,0.26319000000000004,-0.28783000000000003,0.36627
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,3,CONTROL,BR00132673,E21,3,373,-0.33268000000000003,-0.37346,-0.65018,-0.24174
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,3,CONTROL,BR00132673,E22,3,214,0.77572,0.7809699999999999,0.062272,0.68612
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,E23,3,434,-1.1358,-0.81822,-1.5184,-0.33559
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,E24,3,259,0.0052369,-0.03999,-0.40829,0.7300399999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,27,CONTROL,BR00132673,F01,3,248,-0.10427,-0.14243,-0.191,-0.46173000000000003
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,27,CONTROL,BR00132673,F02,3,150,0.27460999999999997,0.21686,0.66837,-0.048629
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,41,CONTROL,BR00132673,F03,3,75,1.6732,1.9921,2.211,0.92355
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,41,CONTROL,BR00132673,F04,3,96,1.9587,3.3069,2.4092,1.7886
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,32,CONTROL,BR00132673,F05,3,148,1.1916,0.9062,-0.18487,1.1078
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,32,CONTROL,BR00132673,F06,3,116,0.10213,0.9293100000000001,0.79252,-0.048429
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,46,CONTROL,BR00132673,F07,3,429,-0.55947,-0.44527,0.5825199999999999,-0.59608
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,46,CONTROL,BR00132673,F08,3,251,0.74285,0.80023,1.3719,0.74528
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,1,DELETION,BR00132673,F09,3,301,-0.10645999999999999,0.055376,0.42278000000000004,-0.33038
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,1,DELETION,BR00132673,F10,3,93,0.053779999999999994,0.27275,0.73156,-0.60511
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,33,DELETION,BR00132673,F11,3,383,-0.72887,-0.6362,-2.1276,-0.60992
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,33,DELETION,BR00132673,F12,3,192,-0.56047,-0.45624,-0.51777,-0.068682
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,14,CONTROL,BR00132673,F13,3,380,-0.44814,-0.50189,-0.69598,-0.2271
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,14,CONTROL,BR00132673,F14,3,326,-0.49675,-0.43601999999999996,-0.43328,-0.7089
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,9,CONTROL,BR00132673,F15,3,259,0.9069799999999999,0.67186,0.072286,0.8198799999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,9,CONTROL,BR00132673,F16,3,191,1.0057,0.9079299999999999,0.84055,0.7280300000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,23,DELETION,BR00132673,F17,3,564,-1.1156,-0.98734,-0.21258000000000002,-1.3318
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,23,DELETION,BR00132673,F18,3,467,-0.6326,-0.49783999999999995,0.5832,-0.9174399999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,22,CONTROL,BR00132673,F19,3,324,-0.68484,-0.54137,-1.1389,-0.4906
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,22,CONTROL,BR00132673,F20,3,263,0.15438,0.22043000000000001,-0.7882399999999999,0.19823
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,3,CONTROL,BR00132673,F21,3,318,-0.0030418000000000003,0.039227,0.22211,-0.0023061
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,3,CONTROL,BR00132673,F22,3,250,0.31976,0.25442,0.62432,0.16614
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,F23,3,286,-0.5375800000000001,-0.52652,-0.76705,0.0755
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,F24,3,225,0.41941999999999996,0.37148000000000003,-0.51125,0.74708
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,5,CONTROL,BR00132673,G01,3,130,0.60017,0.73739,1.0054,0.82649
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,5,CONTROL,BR00132673,G02,3,114,0.81698,1.6892,-0.56891,1.2312
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,35,DELETION,BR00132673,G03,3,136,1.0351,1.3586,0.26625,0.8726200000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,35,DELETION,BR00132673,G04,3,88,0.88271,1.5269,-0.057411000000000004,0.9454100000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,13,DELETION,BR00132673,G05,3,399,-0.7851199999999999,-0.81477,-0.3484,-0.75338
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,13,DELETION,BR00132673,G06,3,319,-0.56091,-0.5979,-0.17894000000000002,-0.47576
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,19,CONTROL,BR00132673,G07,3,306,-0.9999299999999999,-0.9418700000000001,-0.96577,-0.98536
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,19,CONTROL,BR00132673,G08,3,158,0.63799,0.82396,0.32118,0.61333
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,24,CONTROL,BR00132673,G09,3,481,-0.9216,-0.79223,-0.34762,-0.9687899999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,24,CONTROL,BR00132673,G10,3,133,0.31989,0.0024322,0.43376000000000003,0.048027999999999994
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,G11,3,586,-1.1228,-0.9428,-0.87166,-1.2374
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,G12,3,306,-0.27153,-0.28972,-1.0165,-0.2638
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,21,CONTROL,BR00132673,G13,3,415,-0.99259,-0.79291,-1.2202,-0.65223
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,21,CONTROL,BR00132673,G14,3,247,0.01684,0.1215,-0.44621000000000005,0.12042
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,G15,3,403,-1.2144,-0.9271,-2.194,-0.5642
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,G16,3,177,0.79886,1.0322,-0.79515,2.0977
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,31,CONTROL,BR00132673,G17,3,329,-0.35645,-0.29682,-1.4402,0.056249
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,31,CONTROL,BR00132673,G18,3,271,0.25153000000000003,0.047258999999999995,-1.0659999999999998,0.67489
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,10,CONTROL,BR00132673,G19,3,571,-1.1215,-0.90015,-1.0265,-0.79686
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,10,CONTROL,BR00132673,G20,3,249,0.59446,0.5113300000000001,0.80788,0.46393
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,45,DELETION,BR00132673,G21,3,268,-0.14284000000000002,-0.1523,-1.4948,0.4529
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,45,DELETION,BR00132673,G22,3,157,0.029508,0.14899,-0.38661,0.39314
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,G23,3,300,-0.39352,-0.30796,-0.26498,0.13426
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,G24,3,246,0.67738,0.73405,0.24106999999999998,0.6877300000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,5,CONTROL,BR00132673,H01,3,270,-0.08281799999999999,-0.14656,-0.29085,-0.2628
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,5,CONTROL,BR00132673,H02,3,43,2.0972,2.6468,0.75217,2.2372
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,35,DELETION,BR00132673,H03,3,204,-0.07178,-0.30479,0.035146,-0.18299
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,35,DELETION,BR00132673,H04,3,93,1.3446,1.9723,-0.11525999999999999,2.0909
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,13,DELETION,BR00132673,H05,3,584,-1.4517,-1.1923,-1.0299,-1.4067
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,13,DELETION,BR00132673,H06,3,206,0.8364299999999999,0.8147399999999999,0.60235,0.77175
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,19,CONTROL,BR00132673,H07,3,367,-0.39546,-0.46,-0.9411799999999999,-0.3384
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,19,CONTROL,BR00132673,H08,3,218,-0.13330999999999998,-0.077662,0.041272,-0.32075
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,24,CONTROL,BR00132673,H09,3,372,-0.60105,-0.52279,-0.64581,-0.43485
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,24,CONTROL,BR00132673,H10,3,182,0.23321,0.45698,0.050313,0.25738
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,H11,3,586,-1.2152,-0.9652,-1.2168,-1.0027
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,17,CONTROL,BR00132673,H12,3,249,0.11085,0.061342999999999995,-0.043313,-0.16353
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,21,CONTROL,BR00132673,H13,3,295,-0.093041,0.017026,-0.06236900000000001,-0.21606999999999998
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,21,CONTROL,BR00132673,H14,3,142,0.7469899999999999,0.47508,-0.12294000000000001,0.40618000000000004
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,H15,3,248,0.25309,0.19192,-0.61441,1.2085
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,28,CONTROL,BR00132673,H16,3,125,2.1318,1.7302,0.8732200000000001,2.3167
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,31,CONTROL,BR00132673,H17,3,303,0.15814,0.18485,-0.9653799999999999,0.27784000000000003
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,31,CONTROL,BR00132673,H18,3,217,0.51795,0.09036,-0.25264000000000003,0.47115
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,10,CONTROL,BR00132673,H19,3,140,1.242,0.82568,0.76928,1.3302
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,10,CONTROL,BR00132673,H20,3,268,-0.11592999999999999,-0.22648000000000001,0.31185,-0.10438
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,45,DELETION,BR00132673,H21,3,141,2.3569,2.1918,-0.28676,2.0405
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,45,DELETION,BR00132673,H22,3,159,0.6069399999999999,0.66864,0.35968,1.301
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,H23,3,94,-0.031201999999999997,-0.17455,0.25458000000000003,0.028175
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,11,CONTROL,BR00132673,H24,3,248,-0.18241,0.025199,-0.23805,0.13827
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,24,CONTROL,BR00132673,I01,3,362,-1.0874,-1.0154,0.017646000000000002,-0.9981700000000001
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,24,CONTROL,BR00132673,I02,3,424,-0.88146,-0.8766799999999999,-0.48178999999999994,-1.0824
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,38,DELETION,BR00132673,I03,3,231,-0.03277,-0.16992000000000002,-0.39779000000000003,-0.0009023999999999999
NCP_2022_03_03_METADATA,2022_03_03_NCP_NEURONS_2,3500,38,DELETION,BR00132673,I04,3,271,-0.62325,-0.48062,-0.84716,-0.5313100000000001
