plate_map_name	well_position	plating_density	condition
IFMARKERS	I23	15000	glia
IFMARKERS	I24	15000	glia
IFMARKERS	J01	5000	glia
IFMARKERS	J02	5000	glia
IFMARKERS	J03	5000	glia
IFMARKERS	J04	5000	glia
IFMARKERS	J05	5000	glia
IFMARKERS	J06	5000	glia
IFMARKERS	J07	5000	glia
IFMARKERS	J08	5000	glia
IFMARKERS	J09	10000	glia
IFMARKERS	J10	10000	glia
IFMARKERS	J11	10000	glia
IFMARKERS	J12	10000	glia
IFMARKERS	J13	10000	glia
IFMARKERS	J14	10000	glia
IFMARKERS	J15	10000	glia
IFMARKERS	J16	10000	glia
IFMARKERS	J17	15000	glia
IFMARKERS	J18	15000	glia
IFMARKERS	J19	15000	glia
IFMARKERS	J20	15000	glia
IFMARKERS	J21	15000	glia
IFMARKERS	J22	15000	glia
IFMARKERS	J23	15000	glia
IFMARKERS	J24	15000	glia
IFMARKERS	K01	5000	glia
IFMARKERS	K02	5000	glia
IFMARKERS	K03	5000	glia
IFMARKERS	K04	5000	glia
IFMARKERS	K05	5000	glia
IFMARKERS	K06	5000	glia
IFMARKERS	K07	5000	glia
IFMARKERS	K08	5000	glia
IFMARKERS	K09	10000	glia
IFMARKERS	K10	10000	glia
IFMARKERS	K11	10000	glia
IFMARKERS	K12	10000	glia
IFMARKERS	K13	10000	glia
IFMARKERS	K14	10000	glia
IFMARKERS	K15	10000	glia
IFMARKERS	K16	10000	glia
IFMARKERS	K17	15000	glia
IFMARKERS	K18	15000	glia
IFMARKERS	K19	15000	glia
IFMARKERS	K20	15000	glia
IFMARKERS	K21	15000	glia
IFMARKERS	K22	15000	glia
IFMARKERS	K23	15000	glia
IFMARKERS	K24	15000	glia
IFMARKERS	L01	5000	glia
IFMARKERS	L02	5000	glia
IFMARKERS	L03	5000	glia
IFMARKERS	L04	5000	glia
IFMARKERS	L05	5000	glia
IFMARKERS	L06	5000	glia
IFMARKERS	L07	5000	glia
IFMARKERS	L08	5000	glia
IFMARKERS	L09	10000	glia
IFMARKERS	L10	10000	glia
IFMARKERS	L11	10000	glia
IFMARKERS	L12	10000	glia
IFMARKERS	L13	10000	glia
IFMARKERS	L14	10000	glia
IFMARKERS	L15	10000	glia
IFMARKERS	L16	10000	glia
IFMARKERS	L17	15000	glia
IFMARKERS	L18	15000	glia
IFMARKERS	L19	15000	glia
IFMARKERS	L20	15000	glia
IFMARKERS	L21	15000	glia
IFMARKERS	L22	15000	glia
IFMARKERS	L23	15000	glia
IFMARKERS	L24	15000	glia
IFMARKERS	M01	5000	glia
IFMARKERS	M02	5000	glia
IFMARKERS	M03	5000	glia
IFMARKERS	M04	5000	glia
IFMARKERS	M05	5000	glia
IFMARKERS	M06	5000	glia
IFMARKERS	M07	5000	glia
IFMARKERS	M08	5000	glia
IFMARKERS	M09	10000	glia
IFMARKERS	M10	10000	glia
IFMARKERS	M11	10000	glia
IFMARKERS	M12	10000	glia
IFMARKERS	M13	10000	glia
IFMARKERS	M14	10000	glia
IFMARKERS	M15	10000	glia
IFMARKERS	M16	10000	glia
IFMARKERS	M17	15000	glia
IFMARKERS	M18	15000	glia
IFMARKERS	M19	15000	glia
IFMARKERS	M20	15000	glia
IFMARKERS	M21	15000	glia
IFMARKERS	M22	15000	glia
IFMARKERS	M23	15000	glia
IFMARKERS	M24	15000	glia
IFMARKERS	N01	5000	glia
IFMARKERS	N02	5000	glia
IFMARKERS	N03	5000	glia
IFMARKERS	N04	5000	glia
IFMARKERS	N05	5000	glia
IFMARKERS	N06	5000	glia
IFMARKERS	N07	5000	glia
IFMARKERS	N08	5000	glia
IFMARKERS	N09	10000	glia
IFMARKERS	N10	10000	glia
IFMARKERS	N11	10000	glia
IFMARKERS	N12	10000	glia
IFMARKERS	N13	10000	glia
IFMARKERS	N14	10000	glia
IFMARKERS	N15	10000	glia
IFMARKERS	N16	10000	glia
IFMARKERS	N17	15000	glia
IFMARKERS	N18	15000	glia
IFMARKERS	N19	15000	glia
IFMARKERS	N20	15000	glia
IFMARKERS	N21	15000	glia
IFMARKERS	N22	15000	glia
IFMARKERS	N23	15000	glia
IFMARKERS	N24	15000	glia
IFMARKERS	O01	5000	glia
IFMARKERS	O02	5000	glia
IFMARKERS	O03	5000	glia
IFMARKERS	O04	5000	glia
IFMARKERS	O05	5000	glia
IFMARKERS	O06	5000	glia
IFMARKERS	O07	5000	glia
IFMARKERS	O08	5000	glia
IFMARKERS	O09	10000	glia
IFMARKERS	O10	10000	glia
IFMARKERS	O11	10000	glia
IFMARKERS	O12	10000	glia
IFMARKERS	O13	10000	glia
IFMARKERS	O14	10000	glia
IFMARKERS	O15	10000	glia
IFMARKERS	O16	10000	glia
IFMARKERS	O17	15000	glia
IFMARKERS	O18	15000	glia
IFMARKERS	O19	15000	glia
IFMARKERS	O20	15000	glia
IFMARKERS	O21	15000	glia
IFMARKERS	O22	15000	glia
IFMARKERS	O23	15000	glia
IFMARKERS	O24	15000	glia
IFMARKERS	P01	5000	glia
IFMARKERS	P02	5000	glia
IFMARKERS	P03	5000	glia
IFMARKERS	P04	5000	glia
IFMARKERS	P05	5000	glia
IFMARKERS	P06	5000	glia
IFMARKERS	P07	5000	glia
IFMARKERS	P08	5000	glia
IFMARKERS	P09	10000	glia
IFMARKERS	P10	10000	glia
IFMARKERS	P11	10000	glia
IFMARKERS	P12	10000	glia
IFMARKERS	P13	10000	glia
IFMARKERS	P14	10000	glia
IFMARKERS	P15	10000	glia
IFMARKERS	P16	10000	glia
IFMARKERS	P17	15000	glia
IFMARKERS	P18	15000	glia
IFMARKERS	P19	15000	glia
IFMARKERS	P20	15000	glia
IFMARKERS	P21	15000	glia
IFMARKERS	P22	15000	glia
IFMARKERS	P23	15000	glia
IFMARKERS	P24	15000	glia
