plate_map_name	well_position	plating_density	condition
CELLPAINTING	D15	10000	no_glia
CELLPAINTING	D16	10000	no_glia
CELLPAINTING	D17	15000	no_glia
CELLPAINTING	D18	15000	no_glia
CELLPAINTING	D19	15000	no_glia
CELLPAINTING	D20	15000	no_glia
CELLPAINTING	D21	15000	no_glia
CELLPAINTING	D22	15000	no_glia
CELLPAINTING	D23	15000	no_glia
CELLPAINTING	D24	15000	no_glia
CELLPAINTING	E01	5000	no_glia
CELLPAINTING	E02	5000	no_glia
CELLPAINTING	E03	5000	no_glia
CELLPAINTING	E04	5000	no_glia
CELLPAINTING	E05	5000	no_glia
CELLPAINTING	E06	5000	no_glia
CELLPAINTING	E07	5000	no_glia
CELLPAINTING	E08	5000	no_glia
CELLPAINTING	E09	10000	no_glia
CELLPAINTING	E10	10000	no_glia
CELLPAINTING	E11	10000	no_glia
CELLPAINTING	E12	10000	no_glia
CELLPAINTING	E13	10000	no_glia
CELLPAINTING	E14	10000	no_glia
CELLPAINTING	E15	10000	no_glia
CELLPAINTING	E16	10000	no_glia
CELLPAINTING	E17	15000	no_glia
CELLPAINTING	E18	15000	no_glia
CELLPAINTING	E19	15000	no_glia
CELLPAINTING	E20	15000	no_glia
CELLPAINTING	E21	15000	no_glia
CELLPAINTING	E22	15000	no_glia
CELLPAINTING	E23	15000	no_glia
CELLPAINTING	E24	15000	no_glia
CELLPAINTING	F01	5000	no_glia
CELLPAINTING	F02	5000	no_glia
CELLPAINTING	F03	5000	no_glia
CELLPAINTING	F04	5000	no_glia
CELLPAINTING	F05	5000	no_glia
CELLPAINTING	F06	5000	no_glia
CELLPAINTING	F07	5000	no_glia
CELLPAINTING	F08	5000	no_glia
CELLPAINTING	F09	10000	no_glia
CELLPAINTING	F10	10000	no_glia
CELLPAINTING	F11	10000	no_glia
CELLPAINTING	F12	10000	no_glia
CELLPAINTING	F13	10000	no_glia
CELLPAINTING	F14	10000	no_glia
CELLPAINTING	F15	10000	no_glia
CELLPAINTING	F16	10000	no_glia
CELLPAINTING	F17	15000	no_glia
CELLPAINTING	F18	15000	no_glia
CELLPAINTING	F19	15000	no_glia
CELLPAINTING	F20	15000	no_glia
CELLPAINTING	F21	15000	no_glia
CELLPAINTING	F22	15000	no_glia
CELLPAINTING	F23	15000	no_glia
CELLPAINTING	F24	15000	no_glia
CELLPAINTING	G01	5000	no_glia
CELLPAINTING	G02	5000	no_glia
CELLPAINTING	G03	5000	no_glia
CELLPAINTING	G04	5000	no_glia
CELLPAINTING	G05	5000	no_glia
CELLPAINTING	G06	5000	no_glia
CELLPAINTING	G07	5000	no_glia
CELLPAINTING	G08	5000	no_glia
CELLPAINTING	G09	10000	no_glia
CELLPAINTING	G10	10000	no_glia
CELLPAINTING	G11	10000	no_glia
CELLPAINTING	G12	10000	no_glia
CELLPAINTING	G13	10000	no_glia
CELLPAINTING	G14	10000	no_glia
CELLPAINTING	G15	10000	no_glia
CELLPAINTING	G16	10000	no_glia
CELLPAINTING	G17	15000	no_glia
CELLPAINTING	G18	15000	no_glia
CELLPAINTING	G19	15000	no_glia
CELLPAINTING	G20	15000	no_glia
CELLPAINTING	G21	15000	no_glia
CELLPAINTING	G22	15000	no_glia
CELLPAINTING	G23	15000	no_glia
CELLPAINTING	G24	15000	no_glia
CELLPAINTING	H01	5000	no_glia
CELLPAINTING	H02	5000	no_glia
CELLPAINTING	H03	5000	no_glia
CELLPAINTING	H04	5000	no_glia
CELLPAINTING	H05	5000	no_glia
CELLPAINTING	H06	5000	no_glia
CELLPAINTING	H07	5000	no_glia
CELLPAINTING	H08	5000	no_glia
CELLPAINTING	H09	10000	no_glia
CELLPAINTING	H10	10000	no_glia
CELLPAINTING	H11	10000	no_glia
CELLPAINTING	H12	10000	no_glia
CELLPAINTING	H13	10000	no_glia
CELLPAINTING	H14	10000	no_glia
CELLPAINTING	H15	10000	no_glia
CELLPAINTING	H16	10000	no_glia
CELLPAINTING	H17	15000	no_glia
CELLPAINTING	H18	15000	no_glia
CELLPAINTING	H19	15000	no_glia
CELLPAINTING	H20	15000	no_glia
CELLPAINTING	H21	15000	no_glia
CELLPAINTING	H22	15000	no_glia
CELLPAINTING	H23	15000	no_glia
CELLPAINTING	H24	15000	no_glia
CELLPAINTING	I01	5000	glia
CELLPAINTING	I02	5000	glia
CELLPAINTING	I03	5000	glia
CELLPAINTING	I04	5000	glia
CELLPAINTING	I05	5000	glia
CELLPAINTING	I06	5000	glia
CELLPAINTING	I07	5000	glia
CELLPAINTING	I08	5000	glia
CELLPAINTING	I09	10000	glia
CELLPAINTING	I10	10000	glia
CELLPAINTING	I11	10000	glia
CELLPAINTING	I12	10000	glia
CELLPAINTING	I13	10000	glia
CELLPAINTING	I14	10000	glia
CELLPAINTING	I15	10000	glia
CELLPAINTING	I16	10000	glia
CELLPAINTING	I17	15000	glia
CELLPAINTING	I18	15000	glia
CELLPAINTING	I19	15000	glia
CELLPAINTING	I20	15000	glia
CELLPAINTING	I21	15000	glia
CELLPAINTING	I22	15000	glia
CELLPAINTING	I23	15000	glia
CELLPAINTING	I24	15000	glia
CELLPAINTING	J01	5000	glia
CELLPAINTING	J02	5000	glia
CELLPAINTING	J03	5000	glia
CELLPAINTING	J04	5000	glia
CELLPAINTING	J05	5000	glia
CELLPAINTING	J06	5000	glia
CELLPAINTING	J07	5000	glia
CELLPAINTING	J08	5000	glia
CELLPAINTING	J09	10000	glia
CELLPAINTING	J10	10000	glia
CELLPAINTING	J11	10000	glia
CELLPAINTING	J12	10000	glia
CELLPAINTING	J13	10000	glia
CELLPAINTING	J14	10000	glia
CELLPAINTING	J15	10000	glia
CELLPAINTING	J16	10000	glia
CELLPAINTING	J17	15000	glia
CELLPAINTING	J18	15000	glia
CELLPAINTING	J19	15000	glia
CELLPAINTING	J20	15000	glia
CELLPAINTING	J21	15000	glia
CELLPAINTING	J22	15000	glia
CELLPAINTING	J23	15000	glia
CELLPAINTING	J24	15000	glia
CELLPAINTING	K01	5000	glia
CELLPAINTING	K02	5000	glia
CELLPAINTING	K03	5000	glia
CELLPAINTING	K04	5000	glia
CELLPAINTING	K05	5000	glia
CELLPAINTING	K06	5000	glia
CELLPAINTING	K07	5000	glia
CELLPAINTING	K08	5000	glia
CELLPAINTING	K09	10000	glia
CELLPAINTING	K10	10000	glia
CELLPAINTING	K11	10000	glia
CELLPAINTING	K12	10000	glia
CELLPAINTING	K13	10000	glia
CELLPAINTING	K14	10000	glia
CELLPAINTING	K15	10000	glia
CELLPAINTING	K16	10000	glia
CELLPAINTING	K17	15000	glia
CELLPAINTING	K18	15000	glia
CELLPAINTING	K19	15000	glia
CELLPAINTING	K20	15000	glia
CELLPAINTING	K21	15000	glia
CELLPAINTING	K22	15000	glia
CELLPAINTING	K23	15000	glia
CELLPAINTING	K24	15000	glia
CELLPAINTING	L01	5000	glia
CELLPAINTING	L02	5000	glia
CELLPAINTING	L03	5000	glia
CELLPAINTING	L04	5000	glia
CELLPAINTING	L05	5000	glia
CELLPAINTING	L06	5000	glia
CELLPAINTING	L07	5000	glia
CELLPAINTING	L08	5000	glia
CELLPAINTING	L09	10000	glia
CELLPAINTING	L10	10000	glia
CELLPAINTING	L11	10000	glia
CELLPAINTING	L12	10000	glia
CELLPAINTING	L13	10000	glia
CELLPAINTING	L14	10000	glia
CELLPAINTING	L15	10000	glia
CELLPAINTING	L16	10000	glia
CELLPAINTING	L17	15000	glia
CELLPAINTING	L18	15000	glia
CELLPAINTING	L19	15000	glia
CELLPAINTING	L20	15000	glia
CELLPAINTING	L21	15000	glia
CELLPAINTING	L22	15000	glia
CELLPAINTING	L23	15000	glia
CELLPAINTING	L24	15000	glia
CELLPAINTING	M01	5000	glia
CELLPAINTING	M02	5000	glia
CELLPAINTING	M03	5000	glia
CELLPAINTING	M04	5000	glia
CELLPAINTING	M05	5000	glia
CELLPAINTING	M06	5000	glia
CELLPAINTING	M07	5000	glia
CELLPAINTING	M08	5000	glia
CELLPAINTING	M09	10000	glia
CELLPAINTING	M10	10000	glia
CELLPAINTING	M11	10000	glia
CELLPAINTING	M12	10000	glia
CELLPAINTING	M13	10000	glia
CELLPAINTING	M14	10000	glia
CELLPAINTING	M15	10000	glia
CELLPAINTING	M16	10000	glia
CELLPAINTING	M17	15000	glia
CELLPAINTING	M18	15000	glia
CELLPAINTING	M19	15000	glia
CELLPAINTING	M20	15000	glia
CELLPAINTING	M21	15000	glia
CELLPAINTING	M22	15000	glia
CELLPAINTING	M23	15000	glia
CELLPAINTING	M24	15000	glia
CELLPAINTING	N01	5000	glia
CELLPAINTING	N02	5000	glia
CELLPAINTING	N03	5000	glia
CELLPAINTING	N04	5000	glia
CELLPAINTING	N05	5000	glia
CELLPAINTING	N06	5000	glia
CELLPAINTING	N07	5000	glia
CELLPAINTING	N08	5000	glia
CELLPAINTING	N09	10000	glia
CELLPAINTING	N10	10000	glia
CELLPAINTING	N11	10000	glia
CELLPAINTING	N12	10000	glia
CELLPAINTING	N13	10000	glia
CELLPAINTING	N14	10000	glia
CELLPAINTING	N15	10000	glia
CELLPAINTING	N16	10000	glia
CELLPAINTING	N17	15000	glia
CELLPAINTING	N18	15000	glia
CELLPAINTING	N19	15000	glia
CELLPAINTING	N20	15000	glia
CELLPAINTING	N21	15000	glia
CELLPAINTING	N22	15000	glia
CELLPAINTING	N23	15000	glia
CELLPAINTING	N24	15000	glia
CELLPAINTING	O01	5000	glia
CELLPAINTING	O02	5000	glia
CELLPAINTING	O03	5000	glia
CELLPAINTING	O04	5000	glia
CELLPAINTING	O05	5000	glia
CELLPAINTING	O06	5000	glia
CELLPAINTING	O07	5000	glia
CELLPAINTING	O08	5000	glia
CELLPAINTING	O09	10000	glia
CELLPAINTING	O10	10000	glia
CELLPAINTING	O11	10000	glia
CELLPAINTING	O12	10000	glia
CELLPAINTING	O13	10000	glia
CELLPAINTING	O14	10000	glia
CELLPAINTING	O15	10000	glia
CELLPAINTING	O16	10000	glia
CELLPAINTING	O17	15000	glia
CELLPAINTING	O18	15000	glia
CELLPAINTING	O19	15000	glia
CELLPAINTING	O20	15000	glia
CELLPAINTING	O21	15000	glia
CELLPAINTING	O22	15000	glia
CELLPAINTING	O23	15000	glia
CELLPAINTING	O24	15000	glia
CELLPAINTING	P01	5000	glia
CELLPAINTING	P02	5000	glia
CELLPAINTING	P03	5000	glia
CELLPAINTING	P04	5000	glia
CELLPAINTING	P05	5000	glia
CELLPAINTING	P06	5000	glia
CELLPAINTING	P07	5000	glia
CELLPAINTING	P08	5000	glia
CELLPAINTING	P09	10000	glia
CELLPAINTING	P10	10000	glia
CELLPAINTING	P11	10000	glia
CELLPAINTING	P12	10000	glia
CELLPAINTING	P13	10000	glia
CELLPAINTING	P14	10000	glia
CELLPAINTING	P15	10000	glia
CELLPAINTING	P16	10000	glia
CELLPAINTING	P17	15000	glia
CELLPAINTING	P18	15000	glia
CELLPAINTING	P19	15000	glia
CELLPAINTING	P20	15000	glia
CELLPAINTING	P21	15000	glia
CELLPAINTING	P22	15000	glia
CELLPAINTING	P23	15000	glia
CELLPAINTING	P24	15000	glia
