Metadata_Plate,Metadata_cell_type,Metadata_line_ID,Metadata_line_source,mean_average_precision,nlog10pvalue,q_value,nlog10qvalue,above_p_threshold,above_q_threshold
Plate1_PE_PP96,astro,23,isogenic_control,0.01622817801819523,0.17410359,0.6840249961805513,0.16492802765863981,False,False
Plate1_PE_PP96,astro,24,isogenic_control,0.06696428571428571,0.786216,0.25682923610767594,0.5903555399586217,False,False
Plate1_PE_PP96,astro,25,isogenic_deletion,0.09946236559139784,0.81704926,0.24991630613803864,0.6022054067997615,False,False
Plate1_PE_PP96,astro,26,isogenic_deletion,0.29166666666666663,1.3729144,0.11391599075955766,0.9434153083072955,True,False
Plate1_PE_PP96,astro,27,human,0.14285714285714285,0.9142732,0.23070690832422963,0.6369394007013958,False,False
Plate1_PE_PP96,astro,28,human,0.09523809523809523,0.86385286,0.23373284873863062,0.6312802477130086,False,False
Plate1_PE_PP96,astro,29,human,0.14583333333333334,0.9483352,0.22293524387581598,0.651821268393507,False,False
Plate1_PE_PP96,astro,30,human,1.0,1.8962396,0.05112834811210632,1.2913382385151222,True,False
Plate1_PE_PP96,astro,31,human,0.04188829787234043,0.5326706,0.368835595379705,0.43316717294645923,False,False
Plate1_PE_PP96,astro,32,human,0.10333333333333333,0.8650491,0.23373284873863062,0.6312802477130086,False,False
Plate1_PE_PP96,astro,33,human,0.08116883116883117,0.86027837,0.23427007307667702,0.6302831869804332,False,False
Plate1_PE_PP96,astro,34,human,0.027575757575757576,0.37139678,0.4748451412883714,0.32344800142646674,False,False
Plate1_PE_PP96,astro,35,human,0.75,1.7491715,0.06472667525935022,1.1889167003140846,True,False
Plate1_PE_PP96,astro,36,human,0.02069672131147541,0.28338778,0.5521407499084613,0.2579501992331643,False,False
Plate1_PE_PP96,astro,37,human,0.10714285714285714,0.9492893,0.22293524387581598,0.651821268393507,False,False
Plate1_PE_PP96,astro,38,human,0.038980509745127435,0.56355596,0.3531611769854486,0.45202704447074527,False,False
Plate1_PE_PP96,astro,39,human,0.18333333333333335,1.178823,0.1584446828191479,0.8001223305415257,False,False
Plate1_PE_PP96,astro,40,human,0.29166666666666663,1.3729144,0.11391599075955766,0.9434153083072955,True,False
Plate1_PE_PP96,astro,41,human,0.07112068965517242,0.6294557,0.32077973236640295,0.4937930792890467,False,False
Plate1_PE_PP96,astro,42,human,0.0225,0.32644844,0.5126601164088105,0.29017046819901393,False,False
Plate1_PE_PP96,astro,43,human,0.02542892156862745,0.36534917,0.4759478645829054,0.32244061737198976,False,False
Plate1_PE_PP96,astro,44,human,0.20833333333333331,1.2247922,0.1474455495140162,0.8313683316281162,False,False
Plate1_PE_PP96,astro,45,human,0.0277569392348087,0.4202431,0.43973101963919975,0.3568128971663683,False,False
Plate1_PE_PP96,astro,46,human,0.23809523809523808,1.2611971,0.14043222647160292,0.8525332186108742,False,False
Plate1_PE_PP96,astro,47,human,0.26666666666666666,1.3269452,0.12402527782758442,0.9064897914326622,True,False
Plate1_PE_PP96,astro,48,human,0.03461538461538462,0.45967007,0.40983170148276493,0.38739445089691854,False,False
