Metadata_Plate,Metadata_cell_type,Metadata_line_ID,Metadata_line_source,mean_average_precision,nlog10pvalue,q_value,nlog10qvalue,above_p_threshold,above_q_threshold
BR00127194,progen,19,human,0.1581931816611747,1.8440069,0.05408307797226467,1.2669385998265745,True,False
BR00127194,progen,20,human,0.2188480523874025,2.6177588,0.018703436579655956,1.7280785886261982,True,True
BR00127194,progen,21,human,0.11264572455619358,1.441972,0.10584827698767184,0.9753162070903582,True,False
BR00127194,progen,22,human,0.11463768068087685,1.5273813,0.0916257697528088,1.0379823638051888,True,False
BR00127194,progen,23,isogenic_control,0.5684468589614969,3.5596075,0.007821182478972547,2.1067275813046527,True,True
BR00127194,progen,24,isogenic_control,0.0498641531173146,0.78809345,0.25682923610767594,0.5903555399586217,False,False
BR00127194,progen,25,isogenic_deletion,0.5587435116891862,3.410613,0.007821182478972547,2.1067275813046527,True,True
BR00127194,progen,26,isogenic_deletion,0.2848228758699668,3.0944967,0.01003823445542999,1.9983426650486231,True,True
BR00127194,progen,27,human,0.039779787385424155,0.61820745,0.32455988235316924,0.4887051627272534,False,False
BR00127194,progen,28,human,0.11041305562643139,1.5734707,0.08514686541424858,1.0698313354682922,True,False
BR00127194,progen,29,human,0.5227620821120038,3.7193544,0.007821182478972547,2.1067275813046527,True,True
BR00127194,progen,30,human,0.14244671422288105,1.9178343,0.05112834811210632,1.2913382385151222,True,False
BR00127194,progen,31,human,0.255032298105551,2.8588247,0.013054246581305051,1.8842481881860267,True,True
BR00127194,progen,32,human,0.0832557725637287,1.2769098,0.13666241656284076,0.8643509040390023,False,False
BR00127194,progen,33,human,0.0796892288560233,1.1833422,0.15812215384315043,0.801007278595293,False,False
BR00127194,progen,34,human,0.3807758810446788,3.716941,0.007821182478972547,2.1067275813046527,True,True
BR00127194,progen,35,human,0.0681966472545493,0.9677777,0.2192224655168276,0.6591149422038526,False,False
BR00127194,progen,36,human,0.14973066180439165,1.9145591,0.05112834811210632,1.2913382385151222,True,False
BR00127194,progen,37,human,0.2485630622698657,2.693813,0.01708401390351355,1.7674100838024158,True,True
BR00127194,progen,38,human,0.11384735959406637,1.4364661,0.10611593915206013,0.9742193779659667,True,False
BR00127194,progen,39,human,0.1736159772988685,2.0653036,0.04257457539567659,1.370849674645084,True,True
BR00127194,progen,40,human,0.21580176903058504,2.3582273,0.028999361135488885,1.5376115696316663,True,True
BR00127194,progen,41,human,0.36019719150689067,3.119294,0.009912090809931133,2.003834727811237,True,True
BR00127194,progen,42,human,0.04654680844635483,0.6686771,0.3062025160338748,0.5139912450710079,False,False
BR00127194,progen,43,human,0.034695351588593645,0.56569684,0.35301471201542817,0.45220719485586836,False,False
BR00127194,progen,44,human,0.13960720831899293,1.8741589,0.05112834811210632,1.2913382385151222,True,False
BR00127194,progen,45,human,0.30453028587521896,3.1917045,0.009228845947654917,2.034852603405402,True,True
BR00127194,progen,46,human,0.1540357303370551,1.9290521,0.05112834811210632,1.2913382385151222,True,False
BR00127194,progen,47,human,0.4063394621355111,3.7438912,0.007821182478972547,2.1067275813046527,True,True
BR00127194,progen,48,human,0.20040213872414006,2.2899528,0.03200157313688618,1.4948286720589645,True,True
BR00132672,neuron,1,human,0.06759650068614109,1.0991833,0.17500294338573108,0.7569546468255274,False,False
BR00132672,neuron,2,human,0.052380854383422354,0.77193475,0.2578989294943986,0.5885504605593888,False,False
BR00132672,neuron,3,human,0.042455633093998954,0.6642821,0.3062695110666341,0.513896234778714,False,False
BR00132672,neuron,4,human,0.06550097773834274,0.9484681,0.22293524387581598,0.651821268393507,False,False
BR00132672,neuron,5,human,0.06651758967681787,0.80940884,0.2514778751101197,0.599500217925192,False,False
BR00132672,neuron,6,human,0.042585810566547436,0.64839816,0.3115396966824785,0.5064866072657044,False,False
BR00132672,neuron,7,human,0.029794159239631683,0.40359065,0.44966667228274876,0.347109299623666,False,False
BR00132672,neuron,8,human,0.03138354028088656,0.48426253,0.39540522063479705,0.40295760088497545,False,False
BR00132672,neuron,9,human,0.024466815075491127,0.30158544,0.5327754360814076,0.27345580677360626,False,False
BR00132672,neuron,10,human,0.020014414627858166,0.1747522,0.6840249961805513,0.16492802765863981,False,False
BR00132672,neuron,11,human,0.044532542065874064,0.53356785,0.368835595379705,0.43316717294645923,False,False
BR00132672,neuron,12,human,0.054202623212303916,0.90716,0.23070690832422963,0.6369394007013958,False,False
BR00132672,neuron,13,human,0.05842264277489188,0.89342415,0.23070690832422963,0.6369394007013958,False,False
BR00132672,neuron,14,human,0.02500603191579869,0.27293405,0.5607705758168148,0.2512147823018169,False,False
BR00132672,neuron,15,human,0.036188611291533,0.5829272,0.34553730487823486,0.46150505848320694,False,False
BR00132672,neuron,16,human,0.028299281514946203,0.40908507,0.44756571686267854,0.3491431874421409,False,False
BR00132672,neuron,17,human,0.023038739046043484,0.264661,0.5694693055031073,0.24452967950388996,False,False
BR00132672,neuron,18,human,0.04354356639441789,0.5512723,0.35686271644271583,0.44749882298579097,False,False
BR00132672,neuron,19,human,0.04820829183497088,0.7211217,0.28557935115242505,0.5442731974727407,False,False
BR00132672,neuron,20,human,0.03653942909830672,0.5926614,0.3394429158005449,0.4692332506538605,False,False
BR00132672,neuron,21,human,0.02469519711203955,0.27857035,0.5555749114821938,0.2552573742570529,False,False
BR00132672,neuron,22,human,0.08661311278078612,1.166626,0.1616108607162129,0.7915294567382417,False,False
BR00132672,neuron,23,isogenic_control,0.027381546865099308,0.38740283,0.4648989409561685,0.33264144314239363,False,False
BR00132672,neuron,24,isogenic_control,0.04912655524803363,0.6762929,0.3044704788178205,0.5164548097898923,False,False
BR00132672,neuron,25,isogenic_deletion,0.03145604981399819,0.51737094,0.37562264636350806,0.42524823191652844,False,False
BR00132672,neuron,26,isogenic_deletion,0.027778015276948436,0.40413523,0.44966667228274876,0.347109299623666,False,False
BR00132672,neuron,27,human,0.060597703412918175,0.8701618,0.23313744195613514,0.6323879730297308,False,False
BR00132672,neuron,28,human,0.03302351134863747,0.46568447,0.4058654325560105,0.39161793584571797,False,False
BR00132672,neuron,29,human,0.13319602572649586,1.7059686,0.06888100039213896,1.1619005540394378,True,False
BR00132672,neuron,30,human,0.056391255308614205,0.87311924,0.23295858141147727,0.6327212869714667,False,False
BR00132672,neuron,31,human,0.03894153610150798,0.64409745,0.31312743889597744,0.5042788741301881,False,False
BR00132672,neuron,32,human,0.031584248399554614,0.5031655,0.3833968598791893,0.4163514484290706,False,False
BR00132672,neuron,33,human,0.02593858924300451,0.35299182,0.4859468513772688,0.3134112274780134,False,False
BR00132672,neuron,34,human,0.029973813341846678,0.36672035,0.4759478645829054,0.32244061737198976,False,False
BR00132672,neuron,35,human,0.02935063704735729,0.44581574,0.41966242619923183,0.37709991290626815,False,False
BR00132672,neuron,36,human,0.025096074225389977,0.31737977,0.5215023107123825,0.28274376292793213,False,False
BR00132672,neuron,37,human,0.033211199375697165,0.5157742,0.37562264636350806,0.42524823191652844,False,False
BR00132672,neuron,38,human,0.025358721769653435,0.3316399,0.5084944918128474,0.2937137471428925,False,False
BR00132672,neuron,39,human,0.026065653972171043,0.35558426,0.4849055217600417,0.31434287041888953,False,False
BR00132672,neuron,40,human,0.027226220057809867,0.3672198,0.4759478645829054,0.32244061737198976,False,False
BR00132672,neuron,41,human,0.05193424557870184,0.8980442,0.23070690832422963,0.6369394007013958,False,False
BR00132672,neuron,42,human,0.11193034029216359,1.4172596,0.10871787144258471,0.9636990591249854,True,False
BR00132672,neuron,43,human,0.05326223267479654,0.89595497,0.23070690832422963,0.6369394007013958,False,False
BR00132672,neuron,44,human,0.026953184002628753,0.3832845,0.46748066769810176,0.3302363443329345,False,False
BR00132672,neuron,45,human,0.031032704531442787,0.46750182,0.4058476343936445,0.391636981106955,False,False
BR00132672,neuron,46,human,0.047456636292227655,0.7834196,0.25682923610767594,0.5903555399586217,False,False
BR00132672,neuron,47,human,0.08053354455637575,1.2004886,0.15459928725265032,0.8107925126360283,False,False
BR00132672,neuron,48,human,0.07891745453616106,1.1445426,0.1632934490011798,0.7870312379192219,False,False
BR00132673,neuron,1,human,0.03195384900007076,0.47807568,0.3994002201317743,0.3985917001012989,False,False
BR00132673,neuron,2,human,0.06025031537275165,0.87821794,0.23295858141147727,0.6327212869714667,False,False
BR00132673,neuron,3,human,0.03290084631546117,0.48459792,0.39540522063479705,0.40295760088497545,False,False
BR00132673,neuron,4,human,0.06767827400819063,0.854481,0.23602172951487932,0.6270480115469247,False,False
BR00132673,neuron,5,human,0.030103053863114772,0.47371745,0.40174753454824286,0.39604677974291025,False,False
BR00132673,neuron,6,human,0.09529168134959884,1.3828613,0.11391599075955766,0.9434153083072955,True,False
BR00132673,neuron,7,human,0.037781675657467755,0.37598,0.47298384469468147,0.32515369283465023,False,False
BR00132673,neuron,8,human,0.07996777803954112,1.1257236,0.1671592227594797,0.7768696568635028,False,False
BR00132673,neuron,9,human,0.024484396771410583,0.30513063,0.5321833176621751,0.2739387433900726,False,False
BR00132673,neuron,10,human,0.03797864889985516,0.55471945,0.35561486668056913,0.44902009139593435,False,False
BR00132673,neuron,11,human,0.020729102479061626,0.19141176,0.6643934376376995,0.17757466582300666,False,False
BR00132673,neuron,12,human,0.06988898693447243,1.007854,0.20492155924975441,0.6884123482329992,False,False
BR00132673,neuron,13,human,0.11590467383352634,1.4565921,0.10557624372212511,0.9764337937441684,True,False
BR00132673,neuron,14,human,0.05120298269301829,0.83207893,0.24521258447556135,0.6104572452953504,False,False
BR00132673,neuron,15,human,0.07734307384788378,0.9968209,0.20650612637400628,0.685067059693013,False,False
BR00132673,neuron,16,human,0.0892937421658189,1.1401815,0.16364269468962678,0.7861033776263663,False,False
BR00132673,neuron,17,human,0.06017045835073552,0.91833234,0.23070690832422963,0.6369394007013958,False,False
BR00132673,neuron,18,human,0.051025499604692,0.6733067,0.3044704788178205,0.5164548097898923,False,False
BR00132673,neuron,19,human,0.037148900206507234,0.5264988,0.36963333776502894,0.4322288660383563,False,False
BR00132673,neuron,20,human,0.054852949983472524,0.8741871,0.23295858141147727,0.6327212869714667,False,False
BR00132673,neuron,21,human,0.06411586975391904,0.87859935,0.23295858141147727,0.6327212869714667,False,False
BR00132673,neuron,22,human,0.03040595377638466,0.457135,0.41054150950713236,0.38664292517426446,False,False
BR00132673,neuron,23,isogenic_control,0.04856687961382516,0.82494956,0.2468215629629705,0.6076169019047658,False,False
BR00132673,neuron,24,isogenic_control,0.05042066480014056,0.6312228,0.32077973236640295,0.4937930792890467,False,False
BR00132673,neuron,25,isogenic_deletion,0.054830319885301994,0.89944375,0.23070690832422963,0.6369394007013958,False,False
BR00132673,neuron,26,isogenic_deletion,0.040780566023207176,0.7167486,0.285744802553419,0.5440216602954049,False,False
BR00132673,neuron,27,human,0.04249370979347764,0.7047533,0.2904651370568153,0.5369059861392079,False,False
BR00132673,neuron,28,human,0.04770351042520966,0.6646066,0.3062695110666341,0.513896234778714,False,False
BR00132673,neuron,29,human,0.12778264032859302,1.6361599,0.07624348599849076,1.1177972551386495,True,False
BR00132673,neuron,30,human,0.04530481339081052,0.56748,0.35301471201542817,0.45220719485586836,False,False
BR00132673,neuron,31,human,0.06375845174220511,1.0217042,0.20074225660851774,0.697361198114294,False,False
BR00132673,neuron,32,human,0.05877231329555582,1.0506084,0.19062010843807192,0.7198312877320121,False,False
BR00132673,neuron,33,human,0.04138819412302366,0.71000093,0.28845578324548976,0.5399207494552731,False,False
BR00132673,neuron,34,human,0.1066701352472159,1.3719134,0.11391599075955766,0.9434153083072955,True,False
BR00132673,neuron,35,human,0.051995092432423444,0.8842951,0.23268099064412323,0.6332390958520074,False,False
BR00132673,neuron,36,human,0.0600034213794787,0.6954473,0.2952422430472714,0.5298215038618501,False,False
BR00132673,neuron,37,human,0.02461204308076817,0.30368584,0.5321833176621751,0.2739387433900726,False,False
BR00132673,neuron,38,human,0.03058138198766863,0.43161494,0.43184893329938256,0.3646681488062255,False,False
BR00132673,neuron,39,human,0.04307563772190894,0.7428287,0.2730860826216246,0.5637004323928398,False,False
BR00132673,neuron,40,human,0.0571654038369704,0.95696324,0.22293524387581598,0.651821268393507,False,False
BR00132673,neuron,41,human,0.05967794749816557,0.94326377,0.22400889326244183,0.6497347396205868,False,False
BR00132673,neuron,42,human,0.0381858029795108,0.52932125,0.368835595379705,0.43316717294645923,False,False
BR00132673,neuron,43,human,0.12024810563445425,1.5354625,0.09091416904297861,1.0413684263749765,True,False
BR00132673,neuron,44,human,0.07052104171810938,0.90193963,0.23070690832422963,0.6369394007013958,False,False
BR00132673,neuron,45,human,0.03142220869783074,0.5035114,0.3833968598791893,0.4163514484290706,False,False
BR00132673,neuron,46,human,0.07156634082640896,0.921051,0.23070690832422963,0.6369394007013958,False,False
BR00132673,neuron,47,human,0.08459565961456753,1.2897782,0.13387854634360832,0.8732890118683155,False,False
BR00132673,neuron,48,human,0.07488834913991214,1.1464124,0.1632934490011798,0.7870312379192219,False,False
BR_NCP_STEM_1,stem,1,human,0.21498688194804522,2.3417373,0.02903568774668707,1.5370678826992379,True,True
BR_NCP_STEM_1,stem,2,human,0.23102454400362268,2.6431422,0.018602255835301347,1.7304343871036576,True,True
BR_NCP_STEM_1,stem,3,human,0.26663305189516034,2.897197,0.012539692431816766,1.9017131155629508,True,True
BR_NCP_STEM_1,stem,4,human,0.44491359866963576,2.9293685,0.01247725891880691,1.9038808126654732,True,True
BR_NCP_STEM_1,stem,5,human,0.41582737543035964,3.4837637,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,6,human,0.35610766268456895,3.6027074,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,7,human,0.2346303461893343,2.83698,0.013054246581305051,1.8842481881860267,True,True
BR_NCP_STEM_1,stem,8,human,0.37246225097734753,3.3606336,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,9,human,0.4121649050227945,3.7013977,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,10,human,0.07627123030545284,1.1496261,0.1632934490011798,0.7870312379192219,False,False
BR_NCP_STEM_1,stem,11,human,0.2107878081180541,2.5592465,0.020837795338593423,1.6811482317704192,True,True
BR_NCP_STEM_1,stem,12,human,0.2560161239204571,3.0578651,0.010466597026000574,1.9801944962634173,True,True
BR_NCP_STEM_1,stem,13,human,0.3297805335622411,3.3341606,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,14,human,0.45866122930254394,3.7310073,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,15,human,0.3279678542015953,3.1477194,0.009726200815445434,2.012056767860635,True,True
BR_NCP_STEM_1,stem,16,human,0.4367242565812196,3.5303216,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,17,human,0.3464661304377683,3.035221,0.010585729132872075,1.975279222908893,True,True
BR_NCP_STEM_1,stem,18,human,0.2793121527145632,3.0040717,0.010935454056240045,1.961163179702195,True,True
BR_NCP_STEM_1,stem,19,human,0.3577722572712611,3.4225888,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,20,human,0.19325799710691988,2.2487268,0.033349428722565924,1.476911601170588,True,True
BR_NCP_STEM_1,stem,21,human,0.3460271218036053,3.283736,0.008296089402089516,2.0811265764568962,True,True
BR_NCP_STEM_1,stem,22,human,0.3268903532522966,3.3628182,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,23,isogenic_control,0.2046926450292279,2.041239,0.04350023853282134,1.3615083615923964,True,True
BR_NCP_STEM_1,stem,24,isogenic_control,0.4072707580619083,3.3655872,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,25,isogenic_deletion,0.2015189002168871,2.2029858,0.033349428722565924,1.476911601170588,True,True
BR_NCP_STEM_1,stem,26,isogenic_deletion,0.223448547272324,2.5000114,0.02213535993359983,1.6549134117513022,True,True
BR_NCP_STEM_1,stem,27,human,0.10814725380151566,1.4470136,0.10570524675176315,0.9759034556558007,True,False
BR_NCP_STEM_1,stem,28,human,0.5293168841433693,4.0000434,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,29,human,0.18784101561516567,2.2601447,0.033349428722565924,1.476911601170588,True,True
BR_NCP_STEM_1,stem,30,human,0.22000177577515162,2.2032816,0.033349428722565924,1.476911601170588,True,True
BR_NCP_STEM_1,stem,31,human,0.44086464909454215,2.7614233,0.0150641490789977,1.8220553950714697,True,True
BR_NCP_STEM_1,stem,32,human,0.23219768632733462,2.3520408,0.028999361135488885,1.5376115696316663,True,True
BR_NCP_STEM_1,stem,33,human,0.14383309985678602,1.9141928,0.05112834811210632,1.2913382385151222,True,False
BR_NCP_STEM_1,stem,34,human,0.41660693816506145,3.3500466,0.007821182478972547,2.1067275813046527,True,True
BR_NCP_STEM_1,stem,35,human,0.4012183101328686,3.2552886,0.00839150181701897,2.076160307052563,True,True
BR_NCP_STEM_1,stem,36,human,0.12904976757382597,1.6735469,0.0729426050255465,1.1370187306298918,True,False
BR_NCP_STEM_1,stem,37,human,0.11827804150973474,1.5883634,0.08320098713542638,1.0798715210058463,True,False
BR_NCP_STEM_1,stem,38,human,0.17345633815084013,2.051769,0.04317783625891148,1.3647391249559313,True,True
BR_NCP_STEM_1,stem,39,human,0.27622279792619914,2.6320138,0.018602255835301347,1.7304343871036576,True,True
BR_NCP_STEM_1,stem,40,human,0.1538554727871523,1.9081085,0.05112834811210632,1.2913382385151222,True,False
BR_NCP_STEM_1,stem,41,human,0.2941963694214985,2.9146047,0.01247725891880691,1.9038808126654732,True,True
BR_NCP_STEM_1,stem,42,human,0.18562370788333887,2.2023997,0.033349428722565924,1.476911601170588,True,True
BR_NCP_STEM_1,stem,43,human,0.05700963098970814,1.0050027,0.20492155924975441,0.6884123482329992,False,False
BR_NCP_STEM_1,stem,44,human,0.2972990622190469,2.8384628,0.013054246581305051,1.8842481881860267,True,True
BR_NCP_STEM_1,stem,45,human,0.2551694709202282,2.4277925,0.025517614247898262,1.5931599321219994,True,True
BR_NCP_STEM_1,stem,46,human,0.2350549672096444,2.2136352,0.033349428722565924,1.476911601170588,True,True
BR_NCP_STEM_1,stem,47,human,0.14958400172572214,1.9823247,0.0490035261867232,1.3097726679646189,True,True
BR_NCP_STEM_1,stem,48,human,0.27811346091864814,2.5305037,0.021323988400399688,1.671131562389982,True,True
PE_PP_Plate2,astro,1,human,0.039938556067588324,0.5572034,0.3551652664318681,0.44956951286684704,False,False
PE_PP_Plate2,astro,2,human,0.12000000000000001,0.9029317,0.23070690832422963,0.6369394007013958,False,False
PE_PP_Plate2,astro,3,human,0.3333333333333333,1.3737723,0.11391599075955766,0.9434153083072955,True,False
PE_PP_Plate2,astro,4,human,0.5384615384615384,1.3568376,0.11684778763878124,0.9323795059963168,True,False
PE_PP_Plate2,astro,5,human,0.026013513513513515,0.37479562,0.47298384469468147,0.32515369283465023,False,False
PE_PP_Plate2,astro,6,human,0.05,0.6582134,0.3075492411851883,0.512085340171666,False,False
PE_PP_Plate2,astro,7,human,0.6666666666666666,1.6604022,0.0729426050255465,1.1370187306298918,True,False
PE_PP_Plate2,astro,9,human,0.18333333333333335,1.1955323,0.15504850535574605,0.8095324159399123,False,False
PE_PP_Plate2,astro,10,human,0.52,1.2258512,0.1474455495140162,0.8313683316281162,False,False
PE_PP_Plate2,astro,11,human,0.03835227272727273,0.5303954,0.368835595379705,0.43316717294645923,False,False
PE_PP_Plate2,astro,12,human,0.015050167224080268,0.12369023,0.7574374882798446,0.12065320390206247,False,False
PE_PP_Plate2,astro,13,human,0.018424611223799865,0.23154464,0.6101381564917772,0.2145718144836691,False,False
PE_PP_Plate2,astro,14,human,0.19791666666666666,1.0942626,0.17500294338573108,0.7569546468255274,False,False
PE_PP_Plate2,astro,15,human,0.275,1.1241618,0.1671592227594797,0.7768696568635028,False,False
PE_PP_Plate2,astro,16,human,0.04112903225806452,0.56790626,0.35301471201542817,0.45220719485586836,False,False
PE_PP_Plate2,astro,17,human,0.0496031746031746,0.60192186,0.3353870498521306,0.47445371062182345,False,False
PE_PP_Plate2,astro,18,human,0.75,1.7347898,0.06606966049876065,1.179997924823189,True,False
PE_PP_Plate2,astro,19,human,0.052564102564102565,0.6543902,0.3087624375825947,0.5103755391097858,False,False
PE_PP_Plate2,astro,20,human,,-0.0,1.0,-0.0,False,False
PE_PP_Plate2,astro,21,human,0.375,1.4508669,0.10570524675176315,0.9759034556558007,True,False
PE_PP_Plate2,astro,22,human,0.01799242424242424,0.21167031,0.6364024300867901,0.19626817067965388,False,False
PE_PP_Plate2,astro,23,isogenic_control,0.625,1.5955465,0.08276614521376112,1.0821472713491438,True,False
PE_PP_Plate2,astro,24,isogenic_control,0.09142857142857143,0.83029306,0.24521258447556135,0.6104572452953504,False,False
PE_PP_Plate2,astro,25,isogenic_deletion,1.0,1.8794695,0.05112834811210632,1.2913382385151222,True,False
PE_PP_Plate2,astro,26,isogenic_deletion,0.07045454545454546,0.7806734,0.2570613516343606,0.5899632132584905,False,False
PE_PP_Plate2,astro,27,human,0.028665028665028666,0.41534907,0.4429283650764021,0.3536665066610423,False,False
PE_PP_Plate2,astro,28,human,0.6666666666666666,1.6604022,0.0729426050255465,1.1370187306298918,True,False
PE_PP_Plate2,astro,29,human,0.06718346253229973,0.6607279,0.3072725779869977,0.5124761958787442,False,False
PE_PP_Plate2,astro,30,human,0.13333333333333333,1.0032794,0.20492155924975441,0.6884123482329992,False,False
PE_PP_Plate2,astro,31,human,1.0,1.8794695,0.05112834811210632,1.2913382385151222,True,False
PE_PP_Plate2,astro,32,human,0.046875,0.5981971,0.33670247959536176,0.4727536853029785,False,False
PE_PP_Plate2,astro,33,human,0.05,0.62526375,0.32235595470921125,0.49166430288899815,False,False
PE_PP_Plate2,astro,34,human,0.0748663101604278,0.8126693,0.25101516692137177,0.600300036641444,False,False
PE_PP_Plate2,astro,35,human,0.5555555555555556,1.4318671,0.10617317281663417,0.9739852042481031,True,False
PE_PP_Plate2,astro,36,human,0.08173076923076923,0.78440785,0.25682923610767594,0.5903555399586217,False,False
PE_PP_Plate2,astro,37,human,0.015247915752523036,0.1371044,0.739123780542696,0.13128282452118556,False,False
PE_PP_Plate2,astro,38,human,0.10476190476190475,0.9306408,0.22904654237486066,0.6400762598313707,False,False
PE_PP_Plate2,astro,39,human,1.0,1.8794695,0.05112834811210632,1.2913382385151222,True,False
PE_PP_Plate2,astro,40,human,0.07974137931034483,0.7702631,0.2578989294943986,0.5885504605593888,False,False
PE_PP_Plate2,astro,41,human,0.029513888888888888,0.4261053,0.4355917541604293,0.3609203501203942,False,False
PE_PP_Plate2,astro,42,human,0.06926406926406926,0.76997054,0.2578989294943986,0.5885504605593888,False,False
PE_PP_Plate2,astro,43,human,0.09583333333333333,0.90294605,0.23070690832422963,0.6369394007013958,False,False
PE_PP_Plate2,astro,44,human,0.034523809523809526,0.49258077,0.39119125549065864,0.40761086179496664,False,False
PE_PP_Plate2,astro,45,human,0.021271929824561404,0.28286278,0.5521407499084613,0.2579501992331643,False,False
PE_PP_Plate2,astro,46,human,1.0,1.8794695,0.05112834811210632,1.2913382385151222,True,False
PE_PP_Plate2,astro,47,human,0.04146730462519936,0.5598509,0.35458974025709217,0.45027383448296227,False,False
PE_PP_Plate2,astro,48,human,0.07638888888888888,0.7782488,0.2571107089038818,0.5898798342050341,False,False
Plate1_PE_PP96,astro,1,human,0.52,1.2424159,0.14534080427436702,0.8376124408748828,False,False
Plate1_PE_PP96,astro,2,human,1.0,1.8962396,0.05112834811210632,1.2913382385151222,True,False
Plate1_PE_PP96,astro,3,human,0.41666666666666663,1.519927,0.09222040406646248,1.0351729792381625,True,False
Plate1_PE_PP96,astro,4,human,0.75,1.7491715,0.06472667525935022,1.1889167003140846,True,False
Plate1_PE_PP96,astro,5,human,0.015182648401826484,0.15568353,0.7111304078964477,0.14805075055494274,False,False
Plate1_PE_PP96,astro,6,human,0.06351351351351352,0.6747399,0.3044704788178205,0.5164548097898923,False,False
Plate1_PE_PP96,astro,7,human,0.18055555555555555,1.1491231,0.1632934490011798,0.7870312379192219,False,False
Plate1_PE_PP96,astro,8,human,,-0.0,1.0,-0.0,False,False
Plate1_PE_PP96,astro,9,human,0.14583333333333331,1.0907774,0.17508657158989654,0.7567471612154891,False,False
Plate1_PE_PP96,astro,10,human,0.049999999999999996,0.62026334,0.32455081359114285,0.48871729783250006,False,False
Plate1_PE_PP96,astro,11,human,0.018928571428571427,0.25483942,0.580376457084309,0.2362902129912777,False,False
Plate1_PE_PP96,astro,12,human,0.01619644723092999,0.18653211,0.6694923139387562,0.17425440451178792,False,False
Plate1_PE_PP96,astro,13,human,0.08928571428571427,0.80255586,0.25262306822078856,0.5975269944633175,False,False
Plate1_PE_PP96,astro,14,human,1.0,1.8962396,0.05112834811210632,1.2913382385151222,True,False
Plate1_PE_PP96,astro,15,human,0.6666666666666666,1.666995,0.0729426050255465,1.1370187306298918,True,False
Plate1_PE_PP96,astro,16,human,0.05929487179487179,0.71634626,0.285744802553419,0.5440216602954049,False,False
Plate1_PE_PP96,astro,17,human,0.0875,0.8509174,0.23657474880330048,0.6260316123734672,False,False
Plate1_PE_PP96,astro,18,human,0.014810924369747899,0.13584639,0.739123780542696,0.13128282452118556,False,False
Plate1_PE_PP96,astro,19,human,1.0,1.8962396,0.05112834811210632,1.2913382385151222,True,False
Plate1_PE_PP96,astro,20,human,0.04887820512820513,0.56730974,0.35301471201542817,0.45220719485586836,False,False
Plate1_PE_PP96,astro,21,human,0.02145438121047877,0.30596003,0.5321833176621751,0.2739387433900726,False,False
Plate1_PE_PP96,astro,22,human,0.12698412698412698,1.0374057,0.19504840473333993,0.709857597355988,False,False
