,Metadata_Plate,Metadata_Well,Metadata_Plate_Map_Name,Metadata_cell_type,Metadata_line_ID,Metadata_line_condition,Metadata_line_source,Metadata_plating_density,Metadata_Object_Count,Metadata_Object_Count_inferred,Metadata_Site_Count,average_precision,p_value,n_pos_pairs,n_neg_pairs
17,BR00127194,A18,BR00127194,progen,2,control,human,10000,1110.0,1271.3675675675677,9,0.04175957910832739,0.16468354,7,383
18,BR00127194,A19,BR00127194,progen,16,control,human,10000,415.0,470.81927710843377,9,0.01638929021099228,0.87391263,7,383
19,BR00127194,A20,BR00127194,progen,16,control,human,10000,2236.0,2974.6207513416816,9,0.0225473868491958,0.5618438,7,383
20,BR00127194,A21,BR00127194,progen,20,control,human,10000,2603.0,2867.3937764118327,9,0.2265347008368565,0.00159984,7,383
21,BR00127194,A22,BR00127194,progen,20,control,human,10000,4419.0,4930.264765784114,9,0.3582887700534759,9.999e-05,7,383
22,BR00127194,A23,BR00127194,progen,12,control,human,10000,867.0,991.1626297577855,9,0.021298946244755788,0.620438,7,383
23,BR00127194,A24,BR00127194,progen,12,control,human,10000,2571.0,2794.2147024504084,9,0.181254054043787,0.00529947,7,383
24,BR00127194,B01,BR00127194,progen,1,control,human,10000,3769.0,4494.426638365614,9,0.05012089175384735,0.11818818,7,383
25,BR00127194,B02,BR00127194,progen,1,control,human,10000,2946.0,3261.867617107944,9,0.0709519565090882,0.05779422,7,383
26,BR00127194,B03,BR00127194,progen,30,deletion,human,10000,10.0,20.4,6,0.2781879169810204,0.00069993,7,383
27,BR00127194,B04,BR00127194,progen,30,deletion,human,10000,90.0,128.8,9,0.24335054600555808,0.00119988,7,383
28,BR00127194,B05,BR00127194,progen,9,control,human,10000,3684.0,3917.9218241042354,9,0.3023716782217677,0.00059994,7,383
29,BR00127194,B06,BR00127194,progen,9,control,human,10000,3102.0,3304.8800773694393,9,0.39960931741117495,9.999e-05,7,383
30,BR00127194,B07,BR00127194,progen,26,deletion,isogenic_deletion,10000,2630.0,2718.171102661597,9,0.47987027807074245,9.999e-05,7,383
31,BR00127194,B08,BR00127194,progen,26,deletion,isogenic_deletion,10000,2912.0,3043.749313186813,9,0.33439882846033425,9.999e-05,7,383
32,BR00127194,B09,BR00127194,progen,4,control,human,10000,2819.0,3071.77438808088,9,0.09757247110458997,0.03149685,7,383
33,BR00127194,B10,BR00127194,progen,4,control,human,10000,2145.0,2352.1342657342657,9,0.15564326208952478,0.01869813,7,383
34,BR00127194,B11,BR00127194,progen,34,deletion,human,10000,6570.0,6704.989041095891,9,0.44447683835438934,9.999e-05,7,383
35,BR00127194,B12,BR00127194,progen,34,deletion,human,10000,5891.0,6024.558139534884,9,0.37738502099404353,9.999e-05,7,383
36,BR00127194,B13,BR00127194,progen,15,control,human,10000,1400.0,1647.347142857143,9,0.15595114136804183,0.01869813,7,383
37,BR00127194,B14,BR00127194,progen,15,control,human,10000,2921.0,3242.212256076686,9,0.02309670143102596,0.53934604,7,383
38,BR00127194,B15,BR00127194,progen,36,deletion,human,10000,2730.0,2937.1384615384613,9,0.05132890768574675,0.11268873,7,383
39,BR00127194,B16,BR00127194,progen,36,deletion,human,10000,8184.0,8372.467741935485,9,0.1432238447132064,0.01939806,7,383
40,BR00127194,B17,BR00127194,progen,2,control,human,10000,3084.0,3232.850194552529,9,0.21567727931370514,0.00239976,7,383
41,BR00127194,B18,BR00127194,progen,2,control,human,10000,1894.0,2421.009503695882,9,0.01726043149709469,0.82861716,7,383
42,BR00127194,B19,BR00127194,progen,16,control,human,10000,2049.0,2267.692532942899,9,0.054495034785177775,0.101789825,7,383
43,BR00127194,B20,BR00127194,progen,16,control,human,10000,1066.0,1124.6454033771106,9,0.02025233716651482,0.67173284,7,383
44,BR00127194,B21,BR00127194,progen,20,control,human,10000,2388.0,2575.492462311558,9,0.15234219250377382,0.01909809,7,383
45,BR00127194,B22,BR00127194,progen,20,control,human,10000,3988.0,4461.684553660983,9,0.3545183645506616,9.999e-05,7,383
46,BR00127194,B23,BR00127194,progen,12,control,human,10000,2641.0,2848.8595229079892,9,0.028711309668910577,0.3588641,7,383
47,BR00127194,B24,BR00127194,progen,12,control,human,10000,2929.0,3152.0833048822124,9,0.18710976604830729,0.00439956,7,383
48,BR00127194,C01,BR00127194,progen,17,control,human,10000,2311.0,2695.7317178710514,9,0.19692964076323957,0.00349965,7,383
49,BR00127194,C02,BR00127194,progen,17,control,human,10000,3260.0,3679.812883435583,9,0.2894395874123802,0.00069993,7,383
50,BR00127194,C03,BR00127194,progen,39,deletion,human,10000,1218.0,1540.655172413793,9,0.3669351416945643,9.999e-05,7,383
51,BR00127194,C04,BR00127194,progen,39,deletion,human,10000,3596.0,3694.4849833147946,9,0.10671549629348051,0.02609739,7,383
52,BR00127194,C05,BR00127194,progen,37,deletion,human,10000,5272.0,5701.076631259483,9,0.32165160550309574,0.00019998,7,383
53,BR00127194,C06,BR00127194,progen,37,deletion,human,10000,6369.0,6643.105040037683,9,0.31078049027626414,0.00029997,7,383
54,BR00127194,C07,BR00127194,progen,42,deletion,human,10000,2070.0,2239.2521739130434,9,0.05416342049831511,0.10308969,7,383
55,BR00127194,C08,BR00127194,progen,42,deletion,human,10000,1961.0,2291.415604283529,9,0.041956361748238434,0.16318367,7,383
56,BR00127194,C09,BR00127194,progen,7,control,human,10000,1885.0,2006.8519893899206,9,0.021341628108766778,0.61833817,7,383
57,BR00127194,C10,BR00127194,progen,7,control,human,10000,2548.0,2670.8806907378334,9,0.16787083077411927,0.01039896,7,383
58,BR00127194,C11,BR00127194,progen,29,deletion,human,10000,3230.0,3523.653250773994,9,0.6988455988455989,9.999e-05,7,383
59,BR00127194,C12,BR00127194,progen,29,deletion,human,10000,4484.0,4523.547725245317,9,0.4722589035614245,9.999e-05,7,383
60,BR00127194,C13,BR00127194,progen,11,control,human,10000,1159.0,1231.7342536669544,9,0.012856672674424835,0.9920008,7,383
61,BR00127194,C14,BR00127194,progen,11,control,human,10000,5511.0,5819.843222645617,9,0.21404630450603096,0.00239976,7,383
62,BR00127194,C15,BR00127194,progen,38,deletion,human,10000,288.0,444.1874999999999,9,0.018018837735236968,0.789921,7,383
63,BR00127194,C16,BR00127194,progen,38,deletion,human,10000,1828.0,1912.401531728665,9,0.23887765568934163,0.00129987,7,383
64,BR00127194,C17,BR00127194,progen,43,deletion,human,10000,680.0,906.7235294117647,9,0.026066769862042444,0.43165684,7,383
65,BR00127194,C18,BR00127194,progen,43,deletion,human,10000,1289.0,1430.0434445306437,9,0.04946914359299515,0.12028797,7,383
66,BR00127194,C19,BR00127194,progen,18,control,human,10000,1389.0,1596.7645788336931,9,0.014571178685149275,0.95140487,7,383
67,BR00127194,C20,BR00127194,progen,18,control,human,10000,2237.0,2399.5520786767993,9,0.06614102412176012,0.06879312,7,383
68,BR00127194,C21,BR00127194,progen,6,control,human,10000,72.0,173.33333333333334,8,0.11334955493840226,0.02379762,7,383
69,BR00127194,C22,BR00127194,progen,6,control,human,10000,1762.0,2195.1929625425655,9,0.3667758428990778,9.999e-05,7,383
70,BR00127194,C23,BR00127194,progen,29,deletion,human,10000,3624.0,3687.7649006622523,9,0.6457282913165265,9.999e-05,7,383
71,BR00127194,C24,BR00127194,progen,29,deletion,human,10000,3681.0,4221.7701711491445,9,0.7248196248196248,9.999e-05,7,383
72,BR00127194,D01,BR00127194,progen,17,control,human,10000,3316.0,4123.145355850422,9,0.08789541091218427,0.04049595,7,383
73,BR00127194,D02,BR00127194,progen,17,control,human,10000,2804.0,3741.1562054208275,9,0.022595519176060758,0.559844,7,383
74,BR00127194,D03,BR00127194,progen,39,deletion,human,10000,2257.0,2798.9720868409395,9,0.38502636059109685,9.999e-05,7,383
75,BR00127194,D04,BR00127194,progen,39,deletion,human,10000,1069.0,1326.1908325537886,9,0.028583539164752016,0.36156383,7,383
76,BR00127194,D05,BR00127194,progen,37,deletion,human,10000,7140.0,7769.785714285715,9,0.030618969235865122,0.319868,7,383
77,BR00127194,D06,BR00127194,progen,37,deletion,human,10000,7889.0,8100.054759792115,9,0.01841855524207619,0.76842314,7,383
78,BR00127194,D07,BR00127194,progen,42,deletion,human,10000,3886.0,3977.7961914565103,9,0.01966345596430131,0.70292974,7,383
79,BR00127194,D08,BR00127194,progen,42,deletion,human,10000,3158.0,3388.4116529449016,9,0.02409523496320212,0.5017498,7,383
80,BR00127194,D09,BR00127194,progen,7,control,human,10000,2668.0,3008.03748125937,9,0.021353802004170037,0.6179382,7,383
81,BR00127194,D10,BR00127194,progen,7,control,human,10000,3446.0,3758.0980847359265,9,0.05217616182881428,0.11008899,7,383
82,BR00127194,D11,BR00127194,progen,29,deletion,human,10000,4102.0,4391.776206728426,9,0.6381673881673882,9.999e-05,7,383
83,BR00127194,D12,BR00127194,progen,29,deletion,human,10000,5893.0,5926.392329882912,9,0.24502777094390696,0.00109989,7,383
84,BR00127194,D13,BR00127194,progen,11,control,human,10000,3726.0,3886.5024154589373,9,0.03401083874409979,0.25727427,7,383
85,BR00127194,D14,BR00127194,progen,11,control,human,10000,5778.0,5839.585669781931,9,0.11365133927007212,0.02379762,7,383
86,BR00127194,D15,BR00127194,progen,38,deletion,human,10000,1885.0,2096.279045092838,9,0.13744687125920932,0.01969803,7,383
87,BR00127194,D16,BR00127194,progen,38,deletion,human,10000,3644.0,3777.9204171240394,9,0.1912301742953955,0.0039996,7,383
88,BR00127194,D17,BR00127194,progen,43,deletion,human,10000,4109.0,4183.293745436847,9,0.019737526727469094,0.6980302,7,383
89,BR00127194,D18,BR00127194,progen,43,deletion,human,10000,2435.0,3093.723203285421,9,0.0539417448989663,0.10348965,7,383
90,BR00127194,D19,BR00127194,progen,18,control,human,10000,2264.0,2331.7791519434627,9,0.21625998626380133,0.00239976,7,383
91,BR00127194,D20,BR00127194,progen,18,control,human,10000,3943.0,4042.5178797869644,9,0.08789338712996582,0.04049595,7,383
92,BR00127194,D21,BR00127194,progen,6,control,human,10000,623.0,913.9839486356341,9,0.0791918256210465,0.04849515,7,383
93,BR00127194,D22,BR00127194,progen,6,control,human,10000,1185.0,1751.3772151898736,9,0.0871456081334598,0.0409959,7,383
94,BR00127194,D23,BR00127194,progen,29,deletion,human,10000,6393.0,6723.178789300797,9,0.22443368035473296,0.00159984,7,383
95,BR00127194,D24,BR00127194,progen,29,deletion,human,10000,4278.0,4658.899018232819,9,0.5328153988868275,9.999e-05,7,383
96,BR00127194,E01,BR00127194,progen,27,deletion,human,10000,1747.0,1965.0601030337723,9,0.0873368436404233,0.04089591,7,383
97,BR00127194,E02,BR00127194,progen,27,deletion,human,10000,3085.0,3267.3705024311184,9,0.031223458241608295,0.30826917,7,383
98,BR00127194,E03,BR00127194,progen,41,deletion,human,10000,583.0,902.778730703259,9,0.02859413324007386,0.36126387,7,383
99,BR00127194,E04,BR00127194,progen,41,deletion,human,10000,1876.0,1935.4221748400855,9,0.48933308308308304,9.999e-05,7,383
100,BR00127194,E05,BR00127194,progen,32,deletion,human,10000,758.0,1049.7704485488127,9,0.055828174716584335,0.095990404,7,383
101,BR00127194,E06,BR00127194,progen,32,deletion,human,10000,1461.0,1863.9671457905547,9,0.06837882818365335,0.06329367,7,383
102,BR00127194,E07,BR00127194,progen,46,deletion,human,10000,6.0,10.666666666666666,4,0.26967483531360903,0.00079992,7,383
103,BR00127194,E08,BR00127194,progen,46,deletion,human,10000,5.0,9.6,4,0.2567670148947763,0.00109989,7,383
104,BR00127194,E09,BR00127194,progen,1,control,human,10000,627.0,749.0239234449762,9,0.014315158517400442,0.96060395,7,383
105,BR00127194,E10,BR00127194,progen,1,control,human,10000,3613.0,3691.898145585386,9,0.01877634284758153,0.750125,7,383
106,BR00127194,E11,BR00127194,progen,33,deletion,human,10000,2552.0,2776.782131661442,9,0.021732058957694162,0.59954005,7,383
107,BR00127194,E12,BR00127194,progen,33,deletion,human,10000,7550.0,7743.3472847682115,9,0.22124434675928692,0.00189981,7,383
108,BR00127194,E13,BR00127194,progen,14,control,human,10000,1178.0,1273.6757215619696,9,0.01905052068353585,0.7359264,7,383
109,BR00127194,E14,BR00127194,progen,14,control,human,10000,3500.0,3630.697714285714,9,0.31726267293895616,0.00019998,7,383
110,BR00127194,E15,BR00127194,progen,9,control,human,10000,1614.0,1818.4907063197027,9,0.014447563843849634,0.9561044,7,383
111,BR00127194,E16,BR00127194,progen,9,control,human,10000,4837.0,4913.698573495969,9,0.2536292062171088,0.00109989,7,383
112,BR00127194,E17,BR00127194,progen,23,control,isogenic_control,10000,2406.0,2439.890274314215,9,0.48963729836139874,9.999e-05,7,383
113,BR00127194,E18,BR00127194,progen,23,control,isogenic_control,10000,2983.0,3296.7998659068053,9,0.029922341892787783,0.3337666,7,383
114,BR00127194,E19,BR00127194,progen,22,control,human,10000,1837.0,2111.7811649428418,9,0.018744955668887706,0.7519248,7,383
115,BR00127194,E20,BR00127194,progen,22,control,human,10000,2814.0,3120.9722814498937,9,0.19792610156260007,0.00349965,7,383
116,BR00127194,E21,BR00127194,progen,3,control,human,10000,961.0,1013.6940686784599,9,0.01311971751704447,0.9888011,7,383
117,BR00127194,E22,BR00127194,progen,3,control,human,10000,3812.0,3932.2964323189926,9,0.062474830090453334,0.07709229,7,383
118,BR00127194,E23,BR00127194,progen,28,deletion,human,10000,155.0,195.71612903225807,8,0.07018542763300066,0.05979402,7,383
119,BR00127194,E24,BR00127194,progen,28,deletion,human,10000,176.0,260.3636363636364,8,0.10155231976044174,0.02879712,7,383
120,BR00127194,F01,BR00127194,progen,27,deletion,human,10000,3569.0,3695.3611655926034,9,0.026230154536631134,0.42635736,7,383
121,BR00127194,F02,BR00127194,progen,27,deletion,human,10000,3332.0,3851.881152460985,9,0.026435411500600414,0.41955805,7,383
122,BR00127194,F03,BR00127194,progen,41,deletion,human,10000,1895.0,2126.9920844327175,9,0.3982361662774033,9.999e-05,7,383
123,BR00127194,F04,BR00127194,progen,41,deletion,human,10000,2630.0,2721.059315589354,9,0.3489892823226156,9.999e-05,7,383
124,BR00127194,F05,BR00127194,progen,32,deletion,human,10000,1357.0,2013.9837877671332,9,0.047728348341814573,0.12848715,7,383
125,BR00127194,F06,BR00127194,progen,32,deletion,human,10000,2160.0,2406.866666666667,9,0.13756374561076187,0.01969803,7,383
126,BR00127194,F07,BR00127194,progen,46,deletion,human,10000,10.0,19.0,5,0.09611187167168886,0.03229677,7,383
127,BR00127194,F08,BR00127194,progen,46,deletion,human,10000,17.0,32.94117647058823,8,0.03553211820189287,0.23427658,7,383
128,BR00127194,F09,BR00127194,progen,1,control,human,10000,4900.0,4943.659591836735,9,0.019095138030376095,0.73342663,7,383
129,BR00127194,F10,BR00127194,progen,1,control,human,10000,2394.0,2482.5187969924814,9,0.028758411003258672,0.3569643,7,383
130,BR00127194,F11,BR00127194,progen,33,deletion,human,10000,8817.0,8880.794147669276,9,0.06633248944412759,0.06819318,7,383
131,BR00127194,F12,BR00127194,progen,33,deletion,human,10000,7898.0,7989.942010635605,9,0.09435748509590812,0.03379662,7,383
132,BR00127194,F13,BR00127194,progen,14,control,human,10000,3068.0,3210.6531942633637,9,0.02279501563467327,0.5510449,7,383
133,BR00127194,F14,BR00127194,progen,14,control,human,10000,4407.0,4674.077603812117,9,0.5860703667589896,9.999e-05,7,383
134,BR00127194,F15,BR00127194,progen,9,control,human,10000,2277.0,2540.8458498023715,9,0.11928777571634712,0.02229777,7,383
135,BR00127194,F16,BR00127194,progen,9,control,human,10000,7160.0,7254.688826815643,9,0.05899360923187208,0.08559144,7,383
136,BR00127194,F17,BR00127194,progen,23,control,isogenic_control,10000,3354.0,3401.8067978533095,9,0.7090849242922976,9.999e-05,7,383
137,BR00127194,F18,BR00127194,progen,23,control,isogenic_control,10000,4082.0,4160.032827045567,9,0.7305120723786203,9.999e-05,7,383
138,BR00127194,F19,BR00127194,progen,22,control,human,10000,4126.0,4195.592341250606,9,0.08073920711197848,0.04639536,7,383
139,BR00127194,F20,BR00127194,progen,22,control,human,10000,2046.0,2408.2434017595306,9,0.07402734398413743,0.05319468,7,383
140,BR00127194,F21,BR00127194,progen,3,control,human,10000,4827.0,4892.226227470479,9,0.1718586266669659,0.00839916,7,383
141,BR00127194,F22,BR00127194,progen,3,control,human,10000,5171.0,5358.071939663509,9,0.19209970377927194,0.00369963,7,383
142,BR00127194,F23,BR00127194,progen,28,deletion,human,10000,1079.0,2030.1464318813714,9,0.10571571702906761,0.026497351,7,383
143,BR00127194,F24,BR00127194,progen,28,deletion,human,10000,2095.0,3545.991408114559,9,0.23427878508496208,0.00129987,7,383
144,BR00127194,G01,BR00127194,progen,5,control,human,10000,1093.0,1196.184812442818,9,0.02060236678100707,0.6542346,7,383
145,BR00127194,G02,BR00127194,progen,5,control,human,10000,3540.0,3885.3711864406782,9,0.10477321551859668,0.02679732,7,383
146,BR00127194,G03,BR00127194,progen,35,deletion,human,10000,1001.0,1118.0319680319683,9,0.015451804917617579,0.9168083,7,383
147,BR00127194,G04,BR00127194,progen,35,deletion,human,10000,3714.0,3857.4135702746366,9,0.07531293082976555,0.05139486,7,383
148,BR00127194,G05,BR00127194,progen,13,control,human,10000,962.0,1282.5093555093556,9,0.026269793072953098,0.42525747,7,383
149,BR00127194,G06,BR00127194,progen,13,control,human,10000,3690.0,3778.2390243902437,9,0.1716898294544813,0.00849915,7,383
150,BR00127194,G07,BR00127194,progen,19,control,human,10000,2279.0,2702.35366388767,9,0.019591051016783396,0.70642936,7,383
151,BR00127194,G08,BR00127194,progen,19,control,human,10000,3818.0,3912.3457307490835,9,0.1587698535652744,0.01789821,7,383
152,BR00127194,G09,BR00127194,progen,24,control,isogenic_control,10000,1852.0,1935.6803455723543,9,0.024788990965461555,0.47645235,7,383
153,BR00127194,G10,BR00127194,progen,24,control,isogenic_control,10000,2370.0,2449.0632911392404,9,0.05259164823690959,0.10868913,7,383
154,BR00127194,G11,BR00127194,progen,17,control,human,10000,2030.0,2316.617733990148,9,0.018335602123976998,0.77362263,7,383
155,BR00127194,G12,BR00127194,progen,17,control,human,10000,3936.0,4024.842987804878,9,0.19511073716657473,0.00349965,7,383
156,BR00127194,G13,BR00127194,progen,21,control,human,10000,658.0,811.6960486322189,9,0.01870588487199074,0.7540246,7,383
157,BR00127194,G14,BR00127194,progen,21,control,human,10000,2384.0,2422.2005033557048,9,0.32217724862604574,0.00019998,7,383
158,BR00127194,G15,BR00127194,progen,28,deletion,human,10000,593.0,1020.9915682967959,9,0.09177450938746001,0.036396362,7,383
159,BR00127194,G16,BR00127194,progen,28,deletion,human,10000,1830.0,2306.072131147541,8,0.04558827876974193,0.13928607,7,383
160,BR00127194,G17,BR00127194,progen,31,deletion,human,10000,306.0,407.2352941176471,9,0.1995160412343075,0.00339966,7,383
161,BR00127194,G18,BR00127194,progen,31,deletion,human,10000,373.0,576.916890080429,9,0.16115480380186264,0.01669833,7,383
162,BR00127194,G19,BR00127194,progen,10,control,human,10000,1768.0,2076.1696832579187,9,0.015492487175717547,0.91440856,7,383
163,BR00127194,G20,BR00127194,progen,10,control,human,10000,4164.0,4845.942363112393,9,0.06713579598343634,0.06569343,7,383
164,BR00127194,G21,BR00127194,progen,45,deletion,human,10000,8794.0,8920.267000227428,9,0.40507018065546496,9.999e-05,7,383
165,BR00127194,G22,BR00127194,progen,45,deletion,human,10000,8514.0,8551.60042283298,9,0.42925515969099504,9.999e-05,7,383
166,BR00127194,G23,BR00127194,progen,11,control,human,10000,2023.0,2196.978744438952,9,0.016859031435588367,0.849915,7,383
167,BR00127194,G24,BR00127194,progen,11,control,human,10000,3978.0,4660.0723981900455,9,0.10860505414198937,0.02529747,7,383
168,BR00127194,H01,BR00127194,progen,5,control,human,10000,2254.0,2454.0372670807456,9,0.04085942513796276,0.17278272,7,383
169,BR00127194,H02,BR00127194,progen,5,control,human,10000,3520.0,3837.3494318181815,9,0.05164206565917102,0.1119888,7,383
170,BR00127194,H03,BR00127194,progen,35,deletion,human,10000,1935.0,2183.4046511627907,9,0.0485309235547987,0.1249875,7,383
171,BR00127194,H04,BR00127194,progen,35,deletion,human,10000,4363.0,4616.049048819619,9,0.17359967573499133,0.00769923,7,383
172,BR00127194,H05,BR00127194,progen,13,control,human,10000,1739.0,1863.55376653249,9,0.07592013644645224,0.05049495,7,383
173,BR00127194,H06,BR00127194,progen,13,control,human,10000,3193.0,3229.39054181021,9,0.1829933560429707,0.0049995002,7,383
174,BR00127194,H07,BR00127194,progen,19,control,human,10000,2685.0,2832.020111731844,9,0.05556894281839805,0.09729027,7,383
175,BR00127194,H08,BR00127194,progen,19,control,human,10000,4313.0,4375.623463946209,9,0.06994636191237993,0.06039396,7,383
176,BR00127194,H09,BR00127194,progen,24,control,isogenic_control,10000,2337.0,2561.2451861360714,9,0.05621723434653408,0.09459054,7,383
177,BR00127194,H10,BR00127194,progen,24,control,isogenic_control,10000,3832.0,3919.885177453027,9,0.06211610248772908,0.077892214,7,383
178,BR00127194,H11,BR00127194,progen,17,control,human,10000,2468.0,2649.0121555915725,9,0.055541905008368274,0.09749025,7,383
179,BR00127194,H12,BR00127194,progen,17,control,human,10000,4033.0,4102.156707165881,9,0.13201589060424437,0.02049795,7,383
180,BR00127194,H13,BR00127194,progen,21,control,human,10000,1415.0,1670.6544169611304,9,0.0269262662911412,0.4050595,7,383
181,BR00127194,H14,BR00127194,progen,21,control,human,10000,4952.0,5022.178109854604,9,0.020030025507721816,0.68443155,7,383
182,BR00127194,H15,BR00127194,progen,28,deletion,human,10000,1008.0,1099.5714285714287,9,0.07117941724613504,0.057294272,7,383
183,BR00127194,H16,BR00127194,progen,28,deletion,human,10000,1388.0,2292.1469740634006,9,0.163029990100642,0.0149985,7,383
184,BR00127194,H17,BR00127194,progen,31,deletion,human,10000,871.0,1479.8438576349022,9,0.12714813723244556,0.02119788,7,383
185,BR00127194,H18,BR00127194,progen,31,deletion,human,10000,163.0,217.521472392638,8,0.29877823676450677,0.00069993,7,383
186,BR00127194,H19,BR00127194,progen,10,control,human,10000,7042.0,7150.866799204771,9,0.06745813062816963,0.06529347,7,383
187,BR00127194,H20,BR00127194,progen,10,control,human,10000,2140.0,2468.969158878505,9,0.026478701691544395,0.41865814,7,383
188,BR00127194,H21,BR00127194,progen,45,deletion,human,10000,12534.0,12593.922450933462,9,0.1703483433354321,0.00929907,7,383
189,BR00127194,H22,BR00127194,progen,45,deletion,human,10000,11043.0,11097.727791361043,9,0.09180047320635325,0.03619638,7,383
190,BR00127194,H23,BR00127194,progen,11,control,human,10000,4701.0,4966.380344607531,9,0.06325883360808045,0.075792424,7,383
191,BR00127194,H24,BR00127194,progen,11,control,human,10000,4408.0,5538.254537205081,9,0.12197634737703147,0.0219978,7,383
192,BR00127194,I01,BR00127194,progen,24,control,isogenic_control,10000,1500.0,1727.6279999999997,9,0.021502784109957724,0.6118388,7,383
193,BR00127194,I02,BR00127194,progen,24,control,isogenic_control,10000,2370.0,2480.696202531645,9,0.11891752173645818,0.02259774,7,383
194,BR00127194,I03,BR00127194,progen,38,deletion,human,10000,939.0,1251.929712460064,9,0.02212236159234294,0.58154184,7,383
195,BR00127194,I04,BR00127194,progen,38,deletion,human,10000,2440.0,2628.4131147540984,9,0.054544212717297855,0.10118988,7,383
196,BR00127194,I05,BR00127194,progen,44,deletion,human,10000,11.0,20.363636363636363,2,0.2758685592268801,0.00069993,7,383
197,BR00127194,I06,BR00127194,progen,44,deletion,human,10000,2.0,4.0,2,0.05777762236839363,0.089491054,7,383
198,BR00127194,I07,BR00127194,progen,47,deletion,human,10000,14.0,22.857142857142854,5,0.4223901098901099,9.999e-05,7,383
199,BR00127194,I08,BR00127194,progen,47,deletion,human,10000,3.0,4.0,1,0.3277119222241174,9.999e-05,7,383
200,BR00127194,I09,BR00127194,progen,20,control,human,10000,3458.0,3778.500867553499,9,0.05666712079179643,0.09319068,7,383
201,BR00127194,I10,BR00127194,progen,20,control,human,10000,6661.0,6906.86293349347,9,0.27392297333043236,0.00069993,7,383
202,BR00127194,I11,BR00127194,progen,12,control,human,10000,1607.0,1751.7573117610452,9,0.024064172925456567,0.50334966,7,383
203,BR00127194,I12,BR00127194,progen,12,control,human,10000,4457.0,4631.573255553063,9,0.022922233571713576,0.54644537,7,383
204,BR00127194,I13,BR00127194,progen,47,deletion,human,10000,20.0,39.0,6,0.22471040344719054,0.00159984,7,383
205,BR00127194,I14,BR00127194,progen,47,deletion,human,10000,6.0,12.0,4,0.6373626373626374,9.999e-05,7,383
206,BR00127194,I15,BR00127194,progen,5,control,human,10000,1148.0,1289.2578397212544,9,0.016684367229956813,0.85861415,7,383
207,BR00127194,I16,BR00127194,progen,5,control,human,10000,6129.0,6218.114537444934,9,0.07490974538338309,0.05189481,7,383
208,BR00127194,I17,BR00127194,progen,40,deletion,human,10000,3306.0,3462.027223230489,9,0.33344464252454564,9.999e-05,7,383
209,BR00127194,I18,BR00127194,progen,40,deletion,human,10000,2990.0,3076.2060200668893,9,0.04233195796371277,0.159884,7,383
210,BR00127194,I19,BR00127194,progen,27,deletion,human,10000,753.0,1085.569721115538,9,0.017090370405509665,0.83781624,7,383
211,BR00127194,I20,BR00127194,progen,27,deletion,human,10000,3304.0,3387.7645278450354,9,0.03348800696404553,0.2670733,7,383
