,Metadata_Plate,Metadata_Well,Metadata_Plate_Map_Name,Metadata_cell_type,Metadata_line_ID,Metadata_line_condition,Metadata_line_source,Metadata_plating_density,Metadata_Object_Count,Metadata_Object_Count_inferred,Metadata_Site_Count,average_precision,p_value,n_pos_pairs,n_neg_pairs
366,BR00127194,P07,BR00127194,progen,31,deletion,human,10000,250.0,729.0,9,0.21853286769253155,0.0019998,7,383
367,BR00127194,P08,BR00127194,progen,31,deletion,human,10000,233.0,344.05150214592277,7,0.3490259740259741,9.999e-05,7,383
368,BR00127194,P09,BR00127194,progen,18,control,human,10000,3948.0,4205.639817629179,9,0.3332434604199103,9.999e-05,7,383
369,BR00127194,P10,BR00127194,progen,18,control,human,10000,2453.0,2635.7708927843455,9,0.08162212433272112,0.04589541,7,383
370,BR00127194,P11,BR00127194,progen,21,control,human,10000,2695.0,3117.5064935064934,9,0.05309587164689324,0.10678932,7,383
371,BR00127194,P12,BR00127194,progen,21,control,human,10000,2914.0,3197.1866849691146,9,0.039190408640094765,0.19078092,7,383
372,BR00127194,P13,BR00127194,progen,3,control,human,10000,3090.0,3193.194174757282,9,0.22488646471033946,0.00159984,7,383
373,BR00127194,P14,BR00127194,progen,3,control,human,10000,3325.0,3492.449323308271,9,0.17135376144592737,0.00869913,7,383
374,BR00127194,P15,BR00127194,progen,23,control,isogenic_control,10000,3163.0,3411.8849193803353,9,0.7123535804854486,9.999e-05,7,383
375,BR00127194,P16,BR00127194,progen,23,control,isogenic_control,10000,3304.0,3500.754842615012,9,0.7398268398268398,9.999e-05,7,383
376,BR00127194,P17,BR00127194,progen,33,deletion,human,10000,3693.0,3921.660438667749,9,0.06896253502125041,0.06189381,7,383
377,BR00127194,P18,BR00127194,progen,33,deletion,human,10000,2775.0,2979.755675675676,9,0.07562013066013697,0.05079492,7,383
378,BR00127194,P19,BR00127194,progen,13,control,human,10000,2550.0,3206.76,9,0.030527055483801423,0.32146785,7,383
379,BR00127194,P20,BR00127194,progen,13,control,human,10000,1081.0,1250.6919518963923,9,0.17054135658768899,0.00919908,7,383
380,BR00127194,P21,BR00127194,progen,35,deletion,human,10000,3205.0,3568.796255850234,9,0.11671736009038729,0.02279772,7,383
381,BR00127194,P22,BR00127194,progen,35,deletion,human,10000,2874.0,3112.691022964509,9,0.03099321366805923,0.31166884,7,383
382,BR00127194,P23,BR00127194,progen,22,control,human,10000,3491.0,3774.3953022056717,9,0.05896660529013469,0.085791424,7,383
383,BR00127194,P24,BR00127194,progen,22,control,human,10000,2820.0,2902.2893617021277,9,0.26612643924215534,0.00079992,7,383
384,BR00132672,A01,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,144.0,159.876,3,0.08644642282455499,0.041495852,7,383
385,BR00132672,A02,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,83.0,116.53200000000001,3,0.09020766394626577,0.037896212,7,383
386,BR00132672,A03,NCP_2022_03_03_METADATA,neuron,30,deletion,human,3500,128.0,138.42000000000002,3,0.026625964005100637,0.41415858,7,383
387,BR00132672,A04,NCP_2022_03_03_METADATA,neuron,30,deletion,human,3500,49.0,72.732,3,0.07449493749123813,0.05259474,7,383
388,BR00132672,A05,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,171.0,184.56,3,0.017901454295688752,0.7963204,7,383
389,BR00132672,A06,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,69.0,79.044,3,0.03464203813462229,0.24647535,7,383
390,BR00132672,A07,NCP_2022_03_03_METADATA,neuron,26,deletion,isogenic_deletion,3500,288.0,303.894,3,0.04246499742675043,0.15868413,7,383
391,BR00132672,A08,NCP_2022_03_03_METADATA,neuron,26,deletion,isogenic_deletion,3500,98.0,115.10400000000001,3,0.025995929924375365,0.43405658,7,383
392,BR00132672,A09,NCP_2022_03_03_METADATA,neuron,4,control,human,3500,159.0,164.526,3,0.01738965232335893,0.8230177,7,383
393,BR00132672,A10,NCP_2022_03_03_METADATA,neuron,4,control,human,3500,31.0,51.290400000000005,3,0.04498849625875355,0.14218578,7,383
394,BR00132672,A11,NCP_2022_03_03_METADATA,neuron,34,deletion,human,3500,69.0,89.47800000000001,3,0.015094243066114291,0.93260676,7,383
395,BR00132672,A12,NCP_2022_03_03_METADATA,neuron,34,deletion,human,3500,46.0,113.47800000000001,3,0.027512714602507104,0.3889611,7,383
396,BR00132672,A13,NCP_2022_03_03_METADATA,neuron,15,control,human,3500,274.0,325.53000000000003,3,0.02533177600522052,0.4570543,7,383
397,BR00132672,A14,NCP_2022_03_03_METADATA,neuron,15,control,human,3500,170.0,261.036,3,0.041179148357914176,0.17018299,7,383
398,BR00132672,A15,NCP_2022_03_03_METADATA,neuron,36,deletion,human,3500,205.0,209.06400000000002,3,0.015167987048036886,0.9295071,7,383
399,BR00132672,A16,NCP_2022_03_03_METADATA,neuron,36,deletion,human,3500,78.0,100.92600000000002,3,0.01908151375408245,0.73382664,7,383
400,BR00132672,A17,NCP_2022_03_03_METADATA,neuron,2,control,human,3500,225.0,262.63800000000003,3,0.03181239437201878,0.29787022,7,383
401,BR00132672,A18,NCP_2022_03_03_METADATA,neuron,2,control,human,3500,86.0,143.862,3,0.0337154907674147,0.2628737,7,383
402,BR00132672,A19,NCP_2022_03_03_METADATA,neuron,16,control,human,3500,419.0,469.77600000000007,3,0.02236541836042788,0.5709429,7,383
403,BR00132672,A20,NCP_2022_03_03_METADATA,neuron,16,control,human,3500,235.0,265.938,3,0.04450171404450961,0.14528547,7,383
404,BR00132672,A21,NCP_2022_03_03_METADATA,neuron,20,control,human,3500,204.0,212.322,3,0.012102768525875262,0.9986001,7,383
405,BR00132672,A22,NCP_2022_03_03_METADATA,neuron,20,control,human,3500,64.0,69.28200000000001,3,0.06625589646981331,0.06839316,7,383
406,BR00132672,A23,NCP_2022_03_03_METADATA,neuron,12,control,human,3500,417.0,422.11799999999994,3,0.024910972808616847,0.47155285,7,383
407,BR00132672,A24,NCP_2022_03_03_METADATA,neuron,12,control,human,3500,59.0,92.238,3,0.058703076267596736,0.08659134,7,383
408,BR00132672,B01,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,80.0,107.928,3,0.12431498580344122,0.02179782,7,383
409,BR00132672,B02,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,62.0,76.26,3,0.05162599095720883,0.1119888,7,383
410,BR00132672,B03,NCP_2022_03_03_METADATA,neuron,30,deletion,human,3500,136.0,147.132,3,0.13975492443606533,0.01949805,7,383
411,BR00132672,B04,NCP_2022_03_03_METADATA,neuron,30,deletion,human,3500,69.0,86.172,3,0.052810438407117265,0.10818918,7,383
412,BR00132672,B05,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,175.0,189.396,3,0.04073725345784892,0.17378262,7,383
413,BR00132672,B06,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,65.0,133.572,3,0.027789912843408388,0.38046196,7,383
414,BR00132672,B07,NCP_2022_03_03_METADATA,neuron,26,deletion,isogenic_deletion,3500,210.0,214.056,3,0.027804902843564495,0.37976202,7,383
415,BR00132672,B08,NCP_2022_03_03_METADATA,neuron,26,deletion,isogenic_deletion,3500,108.0,145.668,3,0.022353433212283166,0.57144284,7,383
416,BR00132672,B09,NCP_2022_03_03_METADATA,neuron,4,control,human,3500,36.0,64.164,3,0.042006106137510664,0.16268373,7,383
417,BR00132672,B10,NCP_2022_03_03_METADATA,neuron,4,control,human,3500,55.0,90.33,3,0.12970604219649293,0.0209979,7,383
418,BR00132672,B11,NCP_2022_03_03_METADATA,neuron,34,deletion,human,3500,51.0,63.52799999999999,3,0.08996700788602648,0.0379962,7,383
419,BR00132672,B12,NCP_2022_03_03_METADATA,neuron,34,deletion,human,3500,66.0,134.73,3,0.018439886979442387,0.76762325,7,383
420,BR00132672,B13,NCP_2022_03_03_METADATA,neuron,15,control,human,3500,230.0,253.14600000000002,3,0.01890093366161857,0.7435256,7,383
421,BR00132672,B14,NCP_2022_03_03_METADATA,neuron,15,control,human,3500,103.0,153.89999999999998,3,0.019884358713933552,0.69253075,7,383
422,BR00132672,B15,NCP_2022_03_03_METADATA,neuron,36,deletion,human,3500,123.0,128.388,3,0.03494258851845447,0.24157584,7,383
423,BR00132672,B16,NCP_2022_03_03_METADATA,neuron,36,deletion,human,3500,56.0,78.324,3,0.0326345919894062,0.2819718,7,383
424,BR00132672,B17,NCP_2022_03_03_METADATA,neuron,2,control,human,3500,127.0,148.254,3,0.1676872539542829,0.01049895,7,383
425,BR00132672,B18,NCP_2022_03_03_METADATA,neuron,2,control,human,3500,58.0,70.554,3,0.029603824477324032,0.33966604,7,383
426,BR00132672,B19,NCP_2022_03_03_METADATA,neuron,16,control,human,3500,170.0,185.43599999999998,3,0.03390524352396167,0.25957406,7,383
427,BR00132672,B20,NCP_2022_03_03_METADATA,neuron,16,control,human,3500,148.0,193.416,3,0.025173340724277453,0.46225378,7,383
428,BR00132672,B21,NCP_2022_03_03_METADATA,neuron,20,control,human,3500,77.0,89.376,3,0.026696548185741888,0.41265872,7,383
429,BR00132672,B22,NCP_2022_03_03_METADATA,neuron,20,control,human,3500,83.0,87.036,3,0.04087963032624758,0.17278272,7,383
430,BR00132672,B23,NCP_2022_03_03_METADATA,neuron,12,control,human,3500,71.0,95.748,3,0.06299405570425565,0.07609239,7,383
431,BR00132672,B24,NCP_2022_03_03_METADATA,neuron,12,control,human,3500,57.0,80.946,3,0.08133005348047774,0.04589541,7,383
432,BR00132672,C01,NCP_2022_03_03_METADATA,neuron,17,control,human,3500,386.0,458.784,3,0.02680602316114416,0.40955904,7,383
433,BR00132672,C02,NCP_2022_03_03_METADATA,neuron,17,control,human,3500,314.0,323.904,3,0.020000862748188884,0.6866313,7,383
434,BR00132672,C03,NCP_2022_03_03_METADATA,neuron,39,deletion,human,3500,277.0,280.092,3,0.031407117101564554,0.30446956,7,383
435,BR00132672,C04,NCP_2022_03_03_METADATA,neuron,39,deletion,human,3500,155.0,161.34,3,0.02982140301039417,0.3360664,7,383
436,BR00132672,C05,NCP_2022_03_03_METADATA,neuron,37,deletion,human,3500,148.0,160.5,3,0.04056965798373228,0.17588241,7,383
437,BR00132672,C06,NCP_2022_03_03_METADATA,neuron,37,deletion,human,3500,91.0,96.46200000000002,3,0.023487263316051308,0.5240476,7,383
438,BR00132672,C07,NCP_2022_03_03_METADATA,neuron,42,deletion,human,3500,281.0,299.574,3,0.25116829926682616,0.00109989,7,383
439,BR00132672,C08,NCP_2022_03_03_METADATA,neuron,42,deletion,human,3500,262.0,280.968,3,0.16660727642487524,0.01159884,7,383
440,BR00132672,C09,NCP_2022_03_03_METADATA,neuron,7,control,human,3500,177.0,192.33599999999998,3,0.02729466455118973,0.39636037,7,383
441,BR00132672,C10,NCP_2022_03_03_METADATA,neuron,7,control,human,3500,89.0,102.066,3,0.02280247503432281,0.5508449,7,383
442,BR00132672,C11,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,305.0,308.004,3,0.025744858565220276,0.44275573,7,383
443,BR00132672,C12,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,116.0,125.688,3,0.24973717436330678,0.00109989,7,383
444,BR00132672,C13,NCP_2022_03_03_METADATA,neuron,11,control,human,3500,137.0,146.76,3,0.014430936668281989,0.9563044,7,383
445,BR00132672,C14,NCP_2022_03_03_METADATA,neuron,11,control,human,3500,102.0,106.64999999999999,3,0.1604611093874654,0.01709829,7,383
446,BR00132672,C15,NCP_2022_03_03_METADATA,neuron,38,deletion,human,3500,103.0,150.174,3,0.023234840383679473,0.53394663,7,383
447,BR00132672,C16,NCP_2022_03_03_METADATA,neuron,38,deletion,human,3500,59.0,86.034,3,0.03509318516275963,0.24027598,7,383
448,BR00132672,C17,NCP_2022_03_03_METADATA,neuron,43,deletion,human,3500,269.0,275.442,3,0.021707188988332068,0.6008399,7,383
449,BR00132672,C18,NCP_2022_03_03_METADATA,neuron,43,deletion,human,3500,58.0,85.86,3,0.0448894894127264,0.14238577,7,383
450,BR00132672,C19,NCP_2022_03_03_METADATA,neuron,18,control,human,3500,200.0,204.81,3,0.02728519939375167,0.39666033,7,383
451,BR00132672,C20,NCP_2022_03_03_METADATA,neuron,18,control,human,3500,110.0,127.416,3,0.01995976578697608,0.68843114,7,383
452,BR00132672,C21,NCP_2022_03_03_METADATA,neuron,6,control,human,3500,148.0,172.782,3,0.015771971488694435,0.9029097,7,383
453,BR00132672,C22,NCP_2022_03_03_METADATA,neuron,6,control,human,3500,74.0,90.0,3,0.016772280302043415,0.85311466,7,383
454,BR00132672,C23,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,320.0,455.646,3,0.048673585628766614,0.12428757,7,383
455,BR00132672,C24,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,148.0,163.014,3,0.022423274736745984,0.5678432,7,383
456,BR00132672,D01,NCP_2022_03_03_METADATA,neuron,17,control,human,3500,241.0,296.538,3,0.0236339177015283,0.51774824,7,383
457,BR00132672,D02,NCP_2022_03_03_METADATA,neuron,17,control,human,3500,76.0,88.5,3,0.01736257599977872,0.8243176,7,383
458,BR00132672,D03,NCP_2022_03_03_METADATA,neuron,39,deletion,human,3500,249.0,276.36,3,0.02948950985140084,0.34236577,7,383
459,BR00132672,D04,NCP_2022_03_03_METADATA,neuron,39,deletion,human,3500,132.0,143.73,3,0.028125217650325995,0.3731627,7,383
460,BR00132672,D05,NCP_2022_03_03_METADATA,neuron,37,deletion,human,3500,213.0,220.14,3,0.020002410203840835,0.68653136,7,383
461,BR00132672,D06,NCP_2022_03_03_METADATA,neuron,37,deletion,human,3500,59.0,74.238,3,0.032476211302287054,0.28457153,7,383
462,BR00132672,D07,NCP_2022_03_03_METADATA,neuron,42,deletion,human,3500,346.0,365.86199999999997,3,0.13158209468571885,0.02059794,7,383
463,BR00132672,D08,NCP_2022_03_03_METADATA,neuron,42,deletion,human,3500,162.0,177.11399999999998,3,0.021981100745592768,0.5878412,7,383
464,BR00132672,D09,NCP_2022_03_03_METADATA,neuron,7,control,human,3500,97.0,109.66799999999999,3,0.01686921057038995,0.84941506,7,383
465,BR00132672,D10,NCP_2022_03_03_METADATA,neuron,7,control,human,3500,68.0,74.292,3,0.023718437473876506,0.5138486,7,383
466,BR00132672,D11,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,208.0,244.38600000000002,3,0.22231876125417863,0.00169983,7,383
467,BR00132672,D12,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,131.0,134.292,3,0.34709579341046387,9.999e-05,7,383
468,BR00132672,D13,NCP_2022_03_03_METADATA,neuron,11,control,human,3500,87.0,91.93199999999999,3,0.06419913805943732,0.07349265,7,383
469,BR00132672,D14,NCP_2022_03_03_METADATA,neuron,11,control,human,3500,65.0,70.98599999999999,3,0.027054973753405282,0.40165985,7,383
470,BR00132672,D15,NCP_2022_03_03_METADATA,neuron,38,deletion,human,3500,88.0,108.47999999999999,3,0.018748156996564458,0.7516248,7,383
471,BR00132672,D16,NCP_2022_03_03_METADATA,neuron,38,deletion,human,3500,87.0,92.964,3,0.030601925092352843,0.320168,7,383
472,BR00132672,D17,NCP_2022_03_03_METADATA,neuron,43,deletion,human,3500,132.0,146.088,3,0.08122507407538877,0.0459954,7,383
473,BR00132672,D18,NCP_2022_03_03_METADATA,neuron,43,deletion,human,3500,102.0,109.64999999999999,3,0.03333540514176997,0.26947305,7,383
474,BR00132672,D19,NCP_2022_03_03_METADATA,neuron,18,control,human,3500,133.0,142.062,3,0.03688622671763773,0.21737826,7,383
475,BR00132672,D20,NCP_2022_03_03_METADATA,neuron,18,control,human,3500,111.0,124.59599999999999,3,0.02539408082251493,0.45545447,7,383
476,BR00132672,D21,NCP_2022_03_03_METADATA,neuron,6,control,human,3500,62.0,81.0,3,0.027772983792184625,0.38066193,7,383
477,BR00132672,D22,NCP_2022_03_03_METADATA,neuron,6,control,human,3500,86.0,99.906,3,0.026032091042695254,0.4328567,7,383
478,BR00132672,D23,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,143.0,148.782,3,0.10392197084346119,0.02769723,7,383
479,BR00132672,D24,NCP_2022_03_03_METADATA,neuron,29,deletion,human,3500,123.0,144.144,3,0.045652787009823496,0.1390861,7,383
480,BR00132672,E01,NCP_2022_03_03_METADATA,neuron,27,deletion,human,3500,191.0,206.262,3,0.10467892460842375,0.0269973,7,383
481,BR00132672,E02,NCP_2022_03_03_METADATA,neuron,27,deletion,human,3500,232.0,239.274,3,0.03981410686865024,0.18288171,7,383
482,BR00132672,E03,NCP_2022_03_03_METADATA,neuron,41,deletion,human,3500,82.0,90.438,3,0.06281005608270437,0.07629237,7,383
483,BR00132672,E04,NCP_2022_03_03_METADATA,neuron,41,deletion,human,3500,106.0,114.678,3,0.04053089725043278,0.17618237,7,383
484,BR00132672,E05,NCP_2022_03_03_METADATA,neuron,32,deletion,human,3500,135.0,158.802,3,0.03620081494563441,0.22547746,7,383
485,BR00132672,E06,NCP_2022_03_03_METADATA,neuron,32,deletion,human,3500,146.0,155.67000000000002,3,0.02305825571209477,0.54084593,7,383
486,BR00132672,E07,NCP_2022_03_03_METADATA,neuron,46,deletion,human,3500,436.0,492.97799999999995,3,0.03801184257656303,0.20387961,7,383
487,BR00132672,E08,NCP_2022_03_03_METADATA,neuron,46,deletion,human,3500,201.0,204.57,3,0.03454708374750205,0.24827518,7,383
488,BR00132672,E09,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,149.0,167.55599999999998,3,0.05143038114006047,0.11228877,7,383
489,BR00132672,E10,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,74.0,87.89399999999999,3,0.06383145892728985,0.07439256,7,383
490,BR00132672,E11,NCP_2022_03_03_METADATA,neuron,33,deletion,human,3500,266.0,269.028,3,0.02175579000054078,0.5982402,7,383
491,BR00132672,E12,NCP_2022_03_03_METADATA,neuron,33,deletion,human,3500,84.0,111.49799999999999,3,0.026335296642492463,0.42265773,7,383
492,BR00132672,E13,NCP_2022_03_03_METADATA,neuron,14,control,human,3500,402.0,440.20799999999997,3,0.016682095532200878,0.8588141,7,383
493,BR00132672,E14,NCP_2022_03_03_METADATA,neuron,14,control,human,3500,136.0,148.368,3,0.023392260452561396,0.52844715,7,383
494,BR00132672,E15,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,106.0,121.30199999999999,3,0.02087194722024155,0.6407359,7,383
495,BR00132672,E16,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,105.0,110.80199999999999,3,0.021170588459409508,0.62633735,7,383
496,BR00132672,E17,NCP_2022_03_03_METADATA,neuron,23,control,isogenic_control,3500,522.0,548.412,3,0.02619534718441074,0.42745724,7,383
497,BR00132672,E18,NCP_2022_03_03_METADATA,neuron,23,control,isogenic_control,3500,222.0,246.27,3,0.03415094217876732,0.25467452,7,383
498,BR00132672,E19,NCP_2022_03_03_METADATA,neuron,22,control,human,3500,375.0,391.89,3,0.02063810959541968,0.6517348,7,383
499,BR00132672,E20,NCP_2022_03_03_METADATA,neuron,22,control,human,3500,137.0,149.91,3,0.24383930545187957,0.00119988,7,383
500,BR00132672,E21,NCP_2022_03_03_METADATA,neuron,3,control,human,3500,260.0,263.61,3,0.01364077654972415,0.9809019,7,383
501,BR00132672,E22,NCP_2022_03_03_METADATA,neuron,3,control,human,3500,89.0,92.964,3,0.08551226543273453,0.042195782,7,383
502,BR00132672,E23,NCP_2022_03_03_METADATA,neuron,28,deletion,human,3500,259.0,264.0,3,0.02116193835211436,0.6265373,7,383
503,BR00132672,E24,NCP_2022_03_03_METADATA,neuron,28,deletion,human,3500,99.0,115.152,3,0.016458893916602966,0.870313,7,383
504,BR00132672,F01,NCP_2022_03_03_METADATA,neuron,27,deletion,human,3500,187.0,195.786,3,0.03770712877097052,0.20837916,7,383
505,BR00132672,F02,NCP_2022_03_03_METADATA,neuron,27,deletion,human,3500,69.0,72.348,3,0.01456672242065356,0.95160484,7,383
506,BR00132672,F03,NCP_2022_03_03_METADATA,neuron,41,deletion,human,3500,107.0,113.88600000000001,3,0.04570391155330422,0.13858615,7,383
507,BR00132672,F04,NCP_2022_03_03_METADATA,neuron,41,deletion,human,3500,62.0,69.0,3,0.03976537472244835,0.18338166,7,383
508,BR00132672,F05,NCP_2022_03_03_METADATA,neuron,32,deletion,human,3500,131.0,135.204,3,0.04901998227500488,0.12278772,7,383
509,BR00132672,F06,NCP_2022_03_03_METADATA,neuron,32,deletion,human,3500,119.0,130.086,3,0.015166895346569913,0.9295071,7,383
510,BR00132672,F07,NCP_2022_03_03_METADATA,neuron,46,deletion,human,3500,248.0,264.51,3,0.04630933959935722,0.13618638,7,383
511,BR00132672,F08,NCP_2022_03_03_METADATA,neuron,46,deletion,human,3500,166.0,175.014,3,0.05026787056347259,0.11738826,7,383
512,BR00132672,F09,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,106.0,114.22800000000001,3,0.0332420162153016,0.2719728,7,383
513,BR00132672,F10,NCP_2022_03_03_METADATA,neuron,1,control,human,3500,66.0,73.452,3,0.039673085675006034,0.18448155,7,383
514,BR00132672,F11,NCP_2022_03_03_METADATA,neuron,33,deletion,human,3500,156.0,164.652,3,0.02669083158582977,0.4130587,7,383
515,BR00132672,F12,NCP_2022_03_03_METADATA,neuron,33,deletion,human,3500,124.0,131.37,3,0.027838776006364068,0.3788621,7,383
516,BR00132672,F13,NCP_2022_03_03_METADATA,neuron,14,control,human,3500,147.0,158.60999999999999,3,0.015912373357938,0.8962104,7,383
517,BR00132672,F14,NCP_2022_03_03_METADATA,neuron,14,control,human,3500,96.0,108.0,3,0.01592257840425873,0.8958104,7,383
518,BR00132672,F15,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,114.0,124.73400000000001,3,0.014233566918680229,0.96340364,7,383
519,BR00132672,F16,NCP_2022_03_03_METADATA,neuron,9,control,human,3500,87.0,90.20400000000001,3,0.018387759274029383,0.7706229,7,383
520,BR00132672,F17,NCP_2022_03_03_METADATA,neuron,23,control,isogenic_control,3500,226.0,278.442,3,0.027263562982207203,0.3968603,7,383
521,BR00132672,F18,NCP_2022_03_03_METADATA,neuron,23,control,isogenic_control,3500,106.0,111.054,3,0.014620112291130447,0.94990504,7,383
522,BR00132672,F19,NCP_2022_03_03_METADATA,neuron,22,control,human,3500,170.0,177.954,3,0.04282886801777179,0.15678433,7,383
523,BR00132672,F20,NCP_2022_03_03_METADATA,neuron,22,control,human,3500,108.0,113.388,3,0.10284351528894253,0.02779722,7,383
524,BR00132672,F21,NCP_2022_03_03_METADATA,neuron,3,control,human,3500,130.0,161.81400000000002,3,0.02086486002141602,0.6412359,7,383
525,BR00132672,F22,NCP_2022_03_03_METADATA,neuron,3,control,human,3500,85.0,99.31800000000001,3,0.06131696980394313,0.07959204,7,383
526,BR00132672,F23,NCP_2022_03_03_METADATA,neuron,28,deletion,human,3500,154.0,160.20600000000002,3,0.020586644960185647,0.6548345,7,383
527,BR00132672,F24,NCP_2022_03_03_METADATA,neuron,28,deletion,human,3500,109.0,132.93599999999998,3,0.05538747225347869,0.09849015,7,383
528,BR00132672,G01,NCP_2022_03_03_METADATA,neuron,5,control,human,3500,122.0,158.166,3,0.02915134986655038,0.3490651,7,383
529,BR00132672,G02,NCP_2022_03_03_METADATA,neuron,5,control,human,3500,59.0,66.51,3,0.16565944513338632,0.01259874,7,383
530,BR00132672,G03,NCP_2022_03_03_METADATA,neuron,35,deletion,human,3500,145.0,151.07399999999998,3,0.031181161701634253,0.30936906,7,383
531,BR00132672,G04,NCP_2022_03_03_METADATA,neuron,35,deletion,human,3500,97.0,111.894,3,0.04573571160495728,0.13848615,7,383
532,BR00132672,G05,NCP_2022_03_03_METADATA,neuron,13,control,human,3500,464.0,526.59,3,0.06132126131205214,0.07959204,7,383
533,BR00132672,G06,NCP_2022_03_03_METADATA,neuron,13,control,human,3500,189.0,211.64999999999998,3,0.17130725614441208,0.00869913,7,383
534,BR00132672,G07,NCP_2022_03_03_METADATA,neuron,19,control,human,3500,175.0,179.454,3,0.017006470409932466,0.8417158,7,383
535,BR00132672,G08,NCP_2022_03_03_METADATA,neuron,19,control,human,3500,92.0,105.066,3,0.08888048864315079,0.03949605,7,383
536,BR00132672,G09,NCP_2022_03_03_METADATA,neuron,24,control,isogenic_control,3500,240.0,248.47799999999998,3,0.019516904747974025,0.7106289,7,383
537,BR00132672,G10,NCP_2022_03_03_METADATA,neuron,24,control,isogenic_control,3500,223.0,250.926,3,0.02070845136342942,0.64853513,7,383
538,BR00132672,G11,NCP_2022_03_03_METADATA,neuron,17,control,human,3500,190.0,196.99200000000002,3,0.026970570981603523,0.40365964,7,383
539,BR00132672,G12,NCP_2022_03_03_METADATA,neuron,17,control,human,3500,192.0,220.596,3,0.020179628520069166,0.6761324,7,383
540,BR00132672,G13,NCP_2022_03_03_METADATA,neuron,21,control,human,3500,189.0,193.554,3,0.017005135634459923,0.8417158,7,383
541,BR00132672,G14,NCP_2022_03_03_METADATA,neuron,21,control,human,3500,78.0,85.386,3,0.03171446645580461,0.29967004,7,383
542,BR00132672,G15,NCP_2022_03_03_METADATA,neuron,28,deletion,human,3500,151.0,155.64000000000001,3,0.06547860620962584,0.070692934,7,383
543,BR00132672,G16,NCP_2022_03_03_METADATA,neuron,28,deletion,human,3500,84.0,87.498,3,0.019878954040586445,0.69283074,7,383
544,BR00132672,G17,NCP_2022_03_03_METADATA,neuron,31,deletion,human,3500,155.0,195.17400000000004,3,0.035785852068249434,0.23127687,7,383
545,BR00132672,G18,NCP_2022_03_03_METADATA,neuron,31,deletion,human,3500,132.0,142.09199999999998,3,0.026220118844709598,0.42715728,7,383
546,BR00132672,G19,NCP_2022_03_03_METADATA,neuron,10,control,human,3500,136.0,152.958,3,0.03362919861871436,0.26447356,7,383
547,BR00132672,G20,NCP_2022_03_03_METADATA,neuron,10,control,human,3500,170.0,191.256,3,0.023242137516055576,0.5335466,7,383
548,BR00132672,G21,NCP_2022_03_03_METADATA,neuron,45,deletion,human,3500,194.0,205.42200000000003,3,0.036509672277189646,0.22217779,7,383
549,BR00132672,G22,NCP_2022_03_03_METADATA,neuron,45,deletion,human,3500,117.0,122.66399999999999,3,0.02654166475961673,0.4169583,7,383
550,BR00132672,G23,NCP_2022_03_03_METADATA,neuron,11,control,human,3500,230.0,254.454,3,0.017735493699894776,0.80431956,7,383
551,BR00132672,G24,NCP_2022_03_03_METADATA,neuron,11,control,human,3500,110.0,123.708,3,0.014692338036550576,0.9459054,7,383
552,BR00132672,H01,NCP_2022_03_03_METADATA,neuron,5,control,human,3500,154.0,158.184,3,0.01895984696299122,0.7408259,7,383
553,BR00132672,H02,NCP_2022_03_03_METADATA,neuron,5,control,human,3500,86.0,97.536,3,0.16808020484499991,0.00989901,7,383
554,BR00132672,H03,NCP_2022_03_03_METADATA,neuron,35,deletion,human,3500,98.0,136.776,3,0.02054524311178971,0.65673435,7,383
555,BR00132672,H04,NCP_2022_03_03_METADATA,neuron,35,deletion,human,3500,164.0,211.72199999999998,3,0.02756068118832754,0.38756123,7,383
556,BR00132672,H05,NCP_2022_03_03_METADATA,neuron,13,control,human,3500,450.0,505.91999999999996,3,0.058790597764434516,0.08629137,7,383
557,BR00132672,H06,NCP_2022_03_03_METADATA,neuron,13,control,human,3500,229.0,253.83599999999998,3,0.025130939671702966,0.4640536,7,383
558,BR00132672,H07,NCP_2022_03_03_METADATA,neuron,19,control,human,3500,217.0,255.984,3,0.019485173758813774,0.71212876,7,383
559,BR00132672,H08,NCP_2022_03_03_METADATA,neuron,19,control,human,3500,125.0,130.416,3,0.05248387405390217,0.10938906,7,383
560,BR00132672,H09,NCP_2022_03_03_METADATA,neuron,24,control,isogenic_control,3500,185.0,218.82,3,0.03626772784503877,0.2250775,7,383
