plate_map_name	well_position	EXPERIMENT_NAME	DENSITY	LINE_ID	GENOTYPE
NCP_2022_03_03_METADATA	B02	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
NCP_2022_03_03_METADATA	B03	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
NCP_2022_03_03_METADATA	B04	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
NCP_2022_03_03_METADATA	B05	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
NCP_2022_03_03_METADATA	B06	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
NCP_2022_03_03_METADATA	B07	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
NCP_2022_03_03_METADATA	B08	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
NCP_2022_03_03_METADATA	B09	2022_03_03_NCP_NEURONS_2	3500	4	DELETION
NCP_2022_03_03_METADATA	B10	2022_03_03_NCP_NEURONS_2	3500	4	DELETION
NCP_2022_03_03_METADATA	B11	2022_03_03_NCP_NEURONS_2	3500	34	DELETION
NCP_2022_03_03_METADATA	B12	2022_03_03_NCP_NEURONS_2	3500	34	DELETION
NCP_2022_03_03_METADATA	B13	2022_03_03_NCP_NEURONS_2	3500	15	DELETION
NCP_2022_03_03_METADATA	B14	2022_03_03_NCP_NEURONS_2	3500	15	DELETION
NCP_2022_03_03_METADATA	B15	2022_03_03_NCP_NEURONS_2	3500	36	DELETION
NCP_2022_03_03_METADATA	B16	2022_03_03_NCP_NEURONS_2	3500	36	DELETION
NCP_2022_03_03_METADATA	B17	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
NCP_2022_03_03_METADATA	B18	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
NCP_2022_03_03_METADATA	B19	2022_03_03_NCP_NEURONS_2	3500	16	DELETION
NCP_2022_03_03_METADATA	B20	2022_03_03_NCP_NEURONS_2	3500	16	DELETION
NCP_2022_03_03_METADATA	B21	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
NCP_2022_03_03_METADATA	B22	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
NCP_2022_03_03_METADATA	B23	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
NCP_2022_03_03_METADATA	B24	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
NCP_2022_03_03_METADATA	C01	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	C02	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	C03	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	C04	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	C05	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
NCP_2022_03_03_METADATA	C06	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
NCP_2022_03_03_METADATA	C07	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	C08	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	C09	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
NCP_2022_03_03_METADATA	C10	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
NCP_2022_03_03_METADATA	C11	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	C12	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	C13	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	C14	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	C15	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	C16	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	C17	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
NCP_2022_03_03_METADATA	C18	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
NCP_2022_03_03_METADATA	C19	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
NCP_2022_03_03_METADATA	C20	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
NCP_2022_03_03_METADATA	C21	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	C22	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	C23	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	C24	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	D01	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	D02	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	D03	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	D04	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	D05	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
NCP_2022_03_03_METADATA	D06	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
NCP_2022_03_03_METADATA	D07	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	D08	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	D09	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
NCP_2022_03_03_METADATA	D10	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
NCP_2022_03_03_METADATA	D11	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	D12	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	D13	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	D14	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	D15	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	D16	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	D17	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
NCP_2022_03_03_METADATA	D18	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
NCP_2022_03_03_METADATA	D19	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
NCP_2022_03_03_METADATA	D20	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
NCP_2022_03_03_METADATA	D21	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	D22	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	D23	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	D24	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
NCP_2022_03_03_METADATA	E01	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	E02	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	E03	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	E04	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	E05	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
NCP_2022_03_03_METADATA	E06	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
NCP_2022_03_03_METADATA	E07	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
NCP_2022_03_03_METADATA	E08	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
NCP_2022_03_03_METADATA	E09	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
NCP_2022_03_03_METADATA	E10	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
NCP_2022_03_03_METADATA	E11	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
NCP_2022_03_03_METADATA	E12	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
NCP_2022_03_03_METADATA	E13	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
NCP_2022_03_03_METADATA	E14	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
NCP_2022_03_03_METADATA	E15	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
NCP_2022_03_03_METADATA	E16	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
NCP_2022_03_03_METADATA	E17	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
NCP_2022_03_03_METADATA	E18	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
NCP_2022_03_03_METADATA	E19	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
NCP_2022_03_03_METADATA	E20	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
NCP_2022_03_03_METADATA	E21	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
NCP_2022_03_03_METADATA	E22	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
NCP_2022_03_03_METADATA	E23	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	E24	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	F01	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	F02	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	F03	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	F04	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	F05	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
NCP_2022_03_03_METADATA	F06	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
NCP_2022_03_03_METADATA	F07	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
NCP_2022_03_03_METADATA	F08	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
NCP_2022_03_03_METADATA	F09	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
NCP_2022_03_03_METADATA	F10	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
NCP_2022_03_03_METADATA	F11	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
NCP_2022_03_03_METADATA	F12	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
NCP_2022_03_03_METADATA	F13	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
NCP_2022_03_03_METADATA	F14	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
NCP_2022_03_03_METADATA	F15	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
NCP_2022_03_03_METADATA	F16	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
NCP_2022_03_03_METADATA	F17	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
NCP_2022_03_03_METADATA	F18	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
NCP_2022_03_03_METADATA	F19	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
NCP_2022_03_03_METADATA	F20	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
NCP_2022_03_03_METADATA	F21	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
NCP_2022_03_03_METADATA	F22	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
NCP_2022_03_03_METADATA	F23	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	F24	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	G01	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	G02	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	G03	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
NCP_2022_03_03_METADATA	G04	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
NCP_2022_03_03_METADATA	G05	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
NCP_2022_03_03_METADATA	G06	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
NCP_2022_03_03_METADATA	G07	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	G08	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	G09	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	G10	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	G11	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	G12	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	G13	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
NCP_2022_03_03_METADATA	G14	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
NCP_2022_03_03_METADATA	G15	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	G16	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	G17	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
NCP_2022_03_03_METADATA	G18	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
NCP_2022_03_03_METADATA	G19	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
NCP_2022_03_03_METADATA	G20	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
NCP_2022_03_03_METADATA	G21	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
NCP_2022_03_03_METADATA	G22	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
NCP_2022_03_03_METADATA	G23	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	G24	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	H01	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	H02	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	H03	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
NCP_2022_03_03_METADATA	H04	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
NCP_2022_03_03_METADATA	H05	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
NCP_2022_03_03_METADATA	H06	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
NCP_2022_03_03_METADATA	H07	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	H08	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	H09	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	H10	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	H11	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	H12	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
NCP_2022_03_03_METADATA	H13	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
NCP_2022_03_03_METADATA	H14	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
NCP_2022_03_03_METADATA	H15	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	H16	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
NCP_2022_03_03_METADATA	H17	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
NCP_2022_03_03_METADATA	H18	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
NCP_2022_03_03_METADATA	H19	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
NCP_2022_03_03_METADATA	H20	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
NCP_2022_03_03_METADATA	H21	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
NCP_2022_03_03_METADATA	H22	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
NCP_2022_03_03_METADATA	H23	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	H24	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
NCP_2022_03_03_METADATA	I01	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	I02	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	I03	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	I04	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	I05	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
NCP_2022_03_03_METADATA	I06	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
NCP_2022_03_03_METADATA	I07	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	I08	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	I09	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
NCP_2022_03_03_METADATA	I10	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
NCP_2022_03_03_METADATA	I11	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
NCP_2022_03_03_METADATA	I12	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
NCP_2022_03_03_METADATA	I13	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	I14	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	I15	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	I16	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	I17	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	I18	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	I19	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	I20	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	I21	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	I22	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	I23	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	I24	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	J01	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	J02	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
NCP_2022_03_03_METADATA	J03	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	J04	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
NCP_2022_03_03_METADATA	J05	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
NCP_2022_03_03_METADATA	J06	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
NCP_2022_03_03_METADATA	J07	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	J08	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	J09	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
NCP_2022_03_03_METADATA	J10	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
NCP_2022_03_03_METADATA	J11	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
NCP_2022_03_03_METADATA	J12	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
NCP_2022_03_03_METADATA	J13	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	J14	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
NCP_2022_03_03_METADATA	J15	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	J16	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
NCP_2022_03_03_METADATA	J17	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	J18	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	J19	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	J20	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
NCP_2022_03_03_METADATA	J21	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	J22	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
NCP_2022_03_03_METADATA	J23	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	J24	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
NCP_2022_03_03_METADATA	K01	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	K02	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	K03	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	K04	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	K05	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	K06	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	K07	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
NCP_2022_03_03_METADATA	K08	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
NCP_2022_03_03_METADATA	K09	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
NCP_2022_03_03_METADATA	K10	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
NCP_2022_03_03_METADATA	K11	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	K12	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	K13	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	K14	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	K15	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	K16	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	K17	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
NCP_2022_03_03_METADATA	K18	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
NCP_2022_03_03_METADATA	K19	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
NCP_2022_03_03_METADATA	K20	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
NCP_2022_03_03_METADATA	K21	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
NCP_2022_03_03_METADATA	K22	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
NCP_2022_03_03_METADATA	K23	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
NCP_2022_03_03_METADATA	K24	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
NCP_2022_03_03_METADATA	L01	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	L02	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
NCP_2022_03_03_METADATA	L03	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	L04	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
NCP_2022_03_03_METADATA	L05	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	L06	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
NCP_2022_03_03_METADATA	L07	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
NCP_2022_03_03_METADATA	L08	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
NCP_2022_03_03_METADATA	L09	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
NCP_2022_03_03_METADATA	L10	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
NCP_2022_03_03_METADATA	L11	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	L12	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	L13	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	L14	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
NCP_2022_03_03_METADATA	L15	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	L16	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
NCP_2022_03_03_METADATA	L17	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
NCP_2022_03_03_METADATA	L18	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
NCP_2022_03_03_METADATA	L19	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
NCP_2022_03_03_METADATA	L20	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
NCP_2022_03_03_METADATA	L21	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
NCP_2022_03_03_METADATA	L22	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
