plate_map_name	well_position	EXPERIMENT_NAME	DENSITY	LINE_ID	GENOTYPE
BR00132672	D11	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
BR00132672	D12	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
BR00132672	D13	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
BR00132672	D14	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
BR00132672	D15	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
BR00132672	D16	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
BR00132672	D17	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
BR00132672	D18	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
BR00132672	D19	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
BR00132672	D20	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
BR00132672	D21	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
BR00132672	D22	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
BR00132672	D23	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
BR00132672	D24	2022_03_03_NCP_NEURONS_2	3500	29	CONTROL
BR00132672	E01	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	E02	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	E03	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	E04	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	E05	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	E06	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	E07	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	E08	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	E09	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
BR00132672	E10	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
BR00132672	E11	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	E12	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	E13	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	E14	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	E15	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
BR00132672	E16	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
BR00132672	E17	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	E18	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	E19	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
BR00132672	E20	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
BR00132672	E21	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	E22	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	E23	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	E24	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	F01	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	F02	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	F03	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	F04	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	F05	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	F06	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	F07	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	F08	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	F09	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
BR00132672	F10	2022_03_03_NCP_NEURONS_2	3500	1	DELETION
BR00132672	F11	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	F12	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	F13	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	F14	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	F15	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
BR00132672	F16	2022_03_03_NCP_NEURONS_2	3500	9	CONTROL
BR00132672	F17	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	F18	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	F19	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
BR00132672	F20	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
BR00132672	F21	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	F22	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	F23	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	F24	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	G01	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	G02	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	G03	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	G04	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	G05	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	G06	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	G07	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	G08	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	G09	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	G10	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	G11	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
BR00132672	G12	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
BR00132672	G13	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	G14	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	G15	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	G16	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	G17	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	G18	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	G19	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	G20	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	G21	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	G22	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	G23	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
BR00132672	G24	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
BR00132672	H01	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	H02	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	H03	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	H04	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	H05	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	H06	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	H07	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	H08	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	H09	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	H10	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	H11	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
BR00132672	H12	2022_03_03_NCP_NEURONS_2	3500	17	CONTROL
BR00132672	H13	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	H14	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	H15	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	H16	2022_03_03_NCP_NEURONS_2	3500	28	CONTROL
BR00132672	H17	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	H18	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	H19	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	H20	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	H21	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	H22	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	H23	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
BR00132672	H24	2022_03_03_NCP_NEURONS_2	3500	11	CONTROL
BR00132672	I01	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	I02	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	I03	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
BR00132672	I04	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
BR00132672	I05	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	I06	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	I07	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	I08	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	I09	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
BR00132672	I10	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
BR00132672	I11	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
BR00132672	I12	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
BR00132672	I13	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	I14	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	I15	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	I16	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	I17	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	I18	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	I19	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	I20	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	I21	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
BR00132672	I22	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
BR00132672	I23	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	I24	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	J01	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	J02	2022_03_03_NCP_NEURONS_2	3500	24	CONTROL
BR00132672	J03	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
BR00132672	J04	2022_03_03_NCP_NEURONS_2	3500	38	DELETION
BR00132672	J05	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	J06	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	J07	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	J08	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	J09	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
BR00132672	J10	2022_03_03_NCP_NEURONS_2	3500	20	CONTROL
BR00132672	J11	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
BR00132672	J12	2022_03_03_NCP_NEURONS_2	3500	12	CONTROL
BR00132672	J13	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	J14	2022_03_03_NCP_NEURONS_2	3500	47	DELETION
BR00132672	J15	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	J16	2022_03_03_NCP_NEURONS_2	3500	5	CONTROL
BR00132672	J17	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	J18	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	J19	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	J20	2022_03_03_NCP_NEURONS_2	3500	27	CONTROL
BR00132672	J21	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
BR00132672	J22	2022_03_03_NCP_NEURONS_2	3500	42	DELETION
BR00132672	J23	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	J24	2022_03_03_NCP_NEURONS_2	3500	19	CONTROL
BR00132672	K01	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
BR00132672	K02	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
BR00132672	K03	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	K04	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	K05	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	K06	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	K07	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
BR00132672	K08	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
BR00132672	K09	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
BR00132672	K10	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
BR00132672	K11	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	K12	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	K13	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
BR00132672	K14	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
BR00132672	K15	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	K16	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	K17	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
BR00132672	K18	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
BR00132672	K19	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	K20	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	K21	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	K22	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	K23	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	K24	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	L01	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
BR00132672	L02	2022_03_03_NCP_NEURONS_2	3500	6	CONTROL
BR00132672	L03	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	L04	2022_03_03_NCP_NEURONS_2	3500	40	CONTROL
BR00132672	L05	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	L06	2022_03_03_NCP_NEURONS_2	3500	41	CONTROL
BR00132672	L07	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
BR00132672	L08	2022_03_03_NCP_NEURONS_2	3500	2	DELETION
BR00132672	L09	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
BR00132672	L10	2022_03_03_NCP_NEURONS_2	3500	26	CONTROL
BR00132672	L11	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	L12	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	L13	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
BR00132672	L14	2022_03_03_NCP_NEURONS_2	3500	39	CONTROL
BR00132672	L15	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	L16	2022_03_03_NCP_NEURONS_2	3500	48	DELETION
BR00132672	L17	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
BR00132672	L18	2022_03_03_NCP_NEURONS_2	3500	30	CONTROL
BR00132672	L19	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	L20	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	L21	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	L22	2022_03_03_NCP_NEURONS_2	3500	46	CONTROL
BR00132672	L23	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	L24	2022_03_03_NCP_NEURONS_2	3500	32	CONTROL
BR00132672	M01	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	M02	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	M03	2022_03_03_NCP_NEURONS_2	3500	36	DELETION
BR00132672	M04	2022_03_03_NCP_NEURONS_2	3500	36	DELETION
BR00132672	M05	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
BR00132672	M06	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
BR00132672	M07	2022_03_03_NCP_NEURONS_2	3500	16	DELETION
BR00132672	M08	2022_03_03_NCP_NEURONS_2	3500	16	DELETION
BR00132672	M09	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	M10	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	M11	2022_03_03_NCP_NEURONS_2	3500	4	DELETION
BR00132672	M12	2022_03_03_NCP_NEURONS_2	3500	4	DELETION
BR00132672	M13	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	M14	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	M15	2022_03_03_NCP_NEURONS_2	3500	34	DELETION
BR00132672	M16	2022_03_03_NCP_NEURONS_2	3500	34	DELETION
BR00132672	M17	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	M18	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	M19	2022_03_03_NCP_NEURONS_2	3500	15	DELETION
BR00132672	M20	2022_03_03_NCP_NEURONS_2	3500	15	DELETION
BR00132672	M21	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
BR00132672	M22	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
BR00132672	M23	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
BR00132672	M24	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
BR00132672	N01	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	N02	2022_03_03_NCP_NEURONS_2	3500	14	CONTROL
BR00132672	N03	2022_03_03_NCP_NEURONS_2	3500	36	DELETION
BR00132672	N04	2022_03_03_NCP_NEURONS_2	3500	36	DELETION
BR00132672	N05	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
BR00132672	N06	2022_03_03_NCP_NEURONS_2	3500	43	CONTROL
BR00132672	N07	2022_03_03_NCP_NEURONS_2	3500	16	DELETION
BR00132672	N08	2022_03_03_NCP_NEURONS_2	3500	16	DELETION
BR00132672	N09	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	N10	2022_03_03_NCP_NEURONS_2	3500	45	DELETION
BR00132672	N11	2022_03_03_NCP_NEURONS_2	3500	4	DELETION
BR00132672	N12	2022_03_03_NCP_NEURONS_2	3500	4	DELETION
BR00132672	N13	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	N14	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	N15	2022_03_03_NCP_NEURONS_2	3500	34	DELETION
BR00132672	N16	2022_03_03_NCP_NEURONS_2	3500	34	DELETION
BR00132672	N17	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	N18	2022_03_03_NCP_NEURONS_2	3500	44	DELETION
BR00132672	N19	2022_03_03_NCP_NEURONS_2	3500	15	DELETION
BR00132672	N20	2022_03_03_NCP_NEURONS_2	3500	15	DELETION
BR00132672	N21	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
BR00132672	N22	2022_03_03_NCP_NEURONS_2	3500	37	DELETION
BR00132672	N23	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
BR00132672	N24	2022_03_03_NCP_NEURONS_2	3500	7	CONTROL
BR00132672	O01	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	O02	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	O03	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	O04	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	O05	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	O06	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	O07	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	O08	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	O09	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
BR00132672	O10	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
BR00132672	O11	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	O12	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	O13	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	O14	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	O15	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	O16	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	O17	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	O18	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	O19	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	O20	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	O21	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	O22	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	O23	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
BR00132672	O24	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
