,x_train,x_test,y_train,y_test,train_acc,test_acc
0,205.0,205.0,89.0,89.0,0.9951219512195122,0.898876404494382
1,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
2,205.0,205.0,89.0,89.0,1.0,0.9438202247191011
3,205.0,205.0,89.0,89.0,0.9951219512195122,0.898876404494382
4,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
5,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
6,205.0,205.0,89.0,89.0,0.9951219512195122,0.9775280898876404
7,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
8,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
9,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
10,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
11,205.0,205.0,89.0,89.0,1.0,0.8764044943820225
12,205.0,205.0,89.0,89.0,0.9902439024390244,0.9325842696629213
13,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
14,205.0,205.0,89.0,89.0,1.0,0.9101123595505618
15,205.0,205.0,89.0,89.0,0.9951219512195122,0.9887640449438202
16,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
17,205.0,205.0,89.0,89.0,0.9951219512195122,0.9775280898876404
18,205.0,205.0,89.0,89.0,1.0,0.9775280898876404
19,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
20,205.0,205.0,89.0,89.0,1.0,0.8876404494382022
21,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
22,205.0,205.0,89.0,89.0,1.0,0.9438202247191011
23,205.0,205.0,89.0,89.0,0.9951219512195122,0.9213483146067416
24,205.0,205.0,89.0,89.0,1.0,0.8426966292134831
25,205.0,205.0,89.0,89.0,1.0,0.8314606741573034
26,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
27,205.0,205.0,89.0,89.0,1.0,0.9325842696629213
28,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
29,205.0,205.0,89.0,89.0,0.9951219512195122,0.9662921348314607
30,205.0,205.0,89.0,89.0,1.0,0.9213483146067416
31,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
32,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
33,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
34,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
35,205.0,205.0,89.0,89.0,1.0,0.9325842696629213
36,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
37,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
38,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
39,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
40,205.0,205.0,89.0,89.0,0.9951219512195122,0.9662921348314607
41,205.0,205.0,89.0,89.0,0.9951219512195122,0.9662921348314607
42,205.0,205.0,89.0,89.0,1.0,0.9213483146067416
43,205.0,205.0,89.0,89.0,0.9951219512195122,0.9213483146067416
44,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
45,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
46,205.0,205.0,89.0,89.0,1.0,0.9325842696629213
47,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
48,205.0,205.0,89.0,89.0,1.0,0.9550561797752809
49,205.0,205.0,89.0,89.0,0.9951219512195122,0.8539325842696629
50,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
51,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
52,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
53,205.0,205.0,89.0,89.0,0.9951219512195122,0.898876404494382
54,205.0,205.0,89.0,89.0,0.9951219512195122,0.9213483146067416
55,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
56,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
57,205.0,205.0,89.0,89.0,1.0,0.9662921348314607
58,205.0,205.0,89.0,89.0,0.9902439024390244,0.9325842696629213
59,205.0,205.0,89.0,89.0,0.9951219512195122,0.9662921348314607
60,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
61,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
62,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
63,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
64,205.0,205.0,89.0,89.0,0.9951219512195122,0.9775280898876404
65,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
